"","x","y","Group","ID"
"Brachy-1d.1",-0.132008290467786,-0.0216678307484517,"Brachy_1d","Brachy-1d.1"
"Brachy-1d.2",-0.0987314043544443,-0.0181807674136469,"Brachy_1d","Brachy-1d.2"
"Brachy-1d.3",0.178534831550709,-0.110360142375938,"Brachy_1d","Brachy-1d.3"
"Brachy-1d.4",-0.113487673763815,-0.00998581629533367,"Brachy_1d","Brachy-1d.4"
"Brachy-00h.1",0.200914364304873,-0.0944634042423848,"Brachy_00h","Brachy-00h.1"
"Brachy-00h.2",0.22363923181691,-0.113139338997609,"Brachy_00h","Brachy-00h.2"
"Brachy-00h.3",0.328501304057167,-0.201774050070616,"Brachy_00h","Brachy-00h.3"
"Brachy-00h.4",-0.0679496172706226,-0.065917683662697,"Brachy_00h","Brachy-00h.4"
"Brachy-02h.1",-0.332134826108082,0.0296978868058155,"Brachy_02h","Brachy-02h.1"
"Brachy-02h.2",-0.233163721081398,-0.0104014250630705,"Brachy_02h","Brachy-02h.2"
"Brachy-02h.3",-0.109010354235609,0.0072673035838437,"Brachy_02h","Brachy-02h.3"
"Brachy-02h.4",0.159184620290234,-0.0536852548730737,"Brachy_02h","Brachy-02h.4"
"Brachy-04h.1",-0.335386628181451,0.0900851445501197,"Brachy_04h","Brachy-04h.1"
"Brachy-04h.2",-0.257445511750444,0.0311512814439153,"Brachy_04h","Brachy-04h.2"
"Brachy-04h.3",-0.317370658385144,0.0537917513591127,"Brachy_04h","Brachy-04h.3"
"Brachy-04h.4",0.0338072479731145,-0.0448625797023718,"Brachy_04h","Brachy-04h.4"
"Brachy-4d.1",-0.182236761824249,0.00633848944972151,"Brachy_4d","Brachy-4d.1"
"Brachy-4d.2",-0.206712708177403,0.00603455150524045,"Brachy_4d","Brachy-4d.2"
"Brachy-4d.3",0.0990669929323672,-0.052344109136986,"Brachy_4d","Brachy-4d.3"
"Brachy-4d.4",-0.151792970630434,-0.00373456554641784,"Brachy_4d","Brachy-4d.4"
"Brachy-p5h.1",0.312906505378924,-0.0224811075588084,"Brachy_p5h","Brachy-p5h.1"
"Brachy-p5h.2",0.32688550272403,0.275780786029348,"Brachy_p5h","Brachy-p5h.2"
"Brachy-p5h.3",0.354330585373163,0.412529125126144,"Brachy_p5h","Brachy-p5h.3"
"Brachy-p5h.4",0.319659939829389,-0.0896782441658549,"Brachy_p5h","Brachy-p5h.4"
