"","Row.names","Brachy-1d.1","Brachy-1d.2","Brachy-1d.3","Brachy-1d.4","Brachy-00h.1","Brachy-00h.2","Brachy-00h.3","Brachy-00h.4","Brachy-02h.1","Brachy-02h.2","Brachy-02h.3","Brachy-02h.4","Brachy-04h.1","Brachy-04h.2","Brachy-04h.3","Brachy-04h.4","Brachy-4d.1","Brachy-4d.2","Brachy-4d.3","Brachy-4d.4","Brachy-p5h.1","Brachy-p5h.2","Brachy-p5h.3","Brachy-p5h.4","Brachy_00h_Brachy_02h_log2_FC","Brachy_00h_Brachy_02h_Pvalue","Brachy_00h_Brachy_02h_fdr","Brachy_00h_Brachy_04h_log2_FC","Brachy_00h_Brachy_04h_Pvalue","Brachy_00h_Brachy_04h_fdr","Brachy_00h_Brachy_1d_log2_FC","Brachy_00h_Brachy_1d_Pvalue","Brachy_00h_Brachy_1d_fdr","Brachy_00h_Brachy_4d_log2_FC","Brachy_00h_Brachy_4d_Pvalue","Brachy_00h_Brachy_4d_fdr","Brachy_00h_Brachy_p5h_log2_FC","Brachy_00h_Brachy_p5h_Pvalue","Brachy_00h_Brachy_p5h_fdr","Brachy_02h_Brachy_04h_log2_FC","Brachy_02h_Brachy_04h_Pvalue","Brachy_02h_Brachy_04h_fdr","Brachy_02h_Brachy_1d_log2_FC","Brachy_02h_Brachy_1d_Pvalue","Brachy_02h_Brachy_1d_fdr","Brachy_02h_Brachy_4d_log2_FC","Brachy_02h_Brachy_4d_Pvalue","Brachy_02h_Brachy_4d_fdr","Brachy_02h_Brachy_p5h_log2_FC","Brachy_02h_Brachy_p5h_Pvalue","Brachy_02h_Brachy_p5h_fdr","Brachy_04h_Brachy_1d_log2_FC","Brachy_04h_Brachy_1d_Pvalue","Brachy_04h_Brachy_1d_fdr","Brachy_04h_Brachy_4d_log2_FC","Brachy_04h_Brachy_4d_Pvalue","Brachy_04h_Brachy_4d_fdr","Brachy_04h_Brachy_p5h_log2_FC","Brachy_04h_Brachy_p5h_Pvalue","Brachy_04h_Brachy_p5h_fdr","Brachy_1d_Brachy_4d_log2_FC","Brachy_1d_Brachy_4d_Pvalue","Brachy_1d_Brachy_4d_fdr","Brachy_1d_Brachy_p5h_log2_FC","Brachy_1d_Brachy_p5h_Pvalue","Brachy_1d_Brachy_p5h_fdr","Brachy_4d_Brachy_p5h_log2_FC","Brachy_4d_Brachy_p5h_Pvalue","Brachy_4d_Brachy_p5h_fdr","Brachy_00h","Brachy_02h","Brachy_04h","Brachy_1d","Brachy_4d","Brachy_p5h","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name","id"
"1","2-deoxyadenosine",0,0,0,0,0,0.212537627926172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215060195576092,0.0349082761622566,0.0492904202300336,0.0184109174305583,"5.7584739348449","0.391002218955771","0.391002218955771","5.7584739348449","0.391002218955771","0.391002218955771","-5.7584739348449","0.391002218955771","0.391002218955771","5.7584739348449","0.391002218955771","0.391002218955771","0.757171212994766","0.706864618438391","0.706864618438391","NA","NA","0","NA","NA","0","NA","NA","0","-5.00130272185013","0.021844160127571","0.021844160127571","NA","NA","0","NA","NA","0","-5.00130272185013","0.021844160127571","0.021844160127571","NA","NA","0","-5.00130272185013","0.021844160127571","0.021844160127571","-5.00130272185013","0.021844160127571","0.021844160127571",0.053134406981543,0,0,0,0,0.0310289083451144,"2-deoxyadenosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-deoxyadenosine"
"2","2-deoxyguanosine",0.000476530663573083,0.000274017864318246,0,0.000126100734153898,0.0324869904243048,0.0577853997808541,0.579714691248856,0.0369201606889576,1.73760401312565e-05,0,0,0,0,0.000164667286873972,0.000124284540484885,0.000114103369230409,0.000171347850173244,7.42323133985922e-05,0,0.00031561294037402,0.0315805869177135,0.0349860372893963,0.0544768337988621,0.0438739427117776,"7.46726401283686","0.280145872351944","0.280145872351944","7.33501259175171","0.280358230215011","0.280358230215011","-7.1876273070141","0.280619239298589","0.280619239298589","7.28410627189962","0.280445355900655","0.280445355900655","2.07334337956274","0.38787564931272","0.38787564931272","-0.132251421085143","0.0708446825101674","0.0708446825101674","0.279636705822752","0.126840914286096","0.126840914286096","-0.183157740937233","0.139859767357596","0.139859767357596","-5.39392063327411","0.00400110941270902","0.00400110941270902","0.147385284737609","0.340490278478621","0.340490278478621","-0.0509063198520902","0.630815990429216","0.630815990429216","-5.26166921218897","0.00402720841857717","0.00402720841857717","0.0964789648855191","0.548646701008532","0.548646701008532","-5.11428392745136","0.00405261638412952","0.00405261638412952","-5.21076289233688","0.00403538067039617","0.00403538067039617",0.176726810535743,4.34401003281411e-06,0.000100763799147316,0.000219162315511307,0.000140298275986464,0.0412293501794374,"2-deoxyguanosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-deoxyguanosine"
"3","2-hydroxypyridine",0.146186716884641,0,0,0,0.0185904355838549,0.00228038644083922,0.013014520167692,0,0,0,0,0,0.0279356820234763,0,0,0,0,0,0,0.034577241440513,0.109085166615349,0,0,0,"3.24356787371495","0.150347366100341","0.150347366100341","0.246470517563752","0.864055912925661","0.864055912925661","1.98704553682089","0.499702519337861","0.499702519337861","-0.0261102048295238","0.986546453868639","0.986546453868639","-1.57769801944642","0.542746907094278","0.542746907094278","-2.9970973561512","0.391002218955771","0.391002218955771","5.23061341053584","0.391002218955771","0.391002218955771","-3.26967807854447","0.391002218955771","0.391002218955771","-4.82126589316137","0.391002218955771","0.391002218955771","2.23351605438464","0.481311069395616","0.481311069395616","-0.272580722393276","0.88633567443734","0.88633567443734","-1.82416853701017","0.51762824238097","0.51762824238097","1.96093533199137","0.506391199683638","0.506391199683638","0.409347517374475","0.8460676587494","0.8460676587494","-1.55158781461689","0.554217830601382","0.554217830601382",0.00847133554809653,0,0.00698392050586907,0.0365466792211603,0.00864431036012825,0.0272712916538372,"2-hydroxypyridine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-hydroxypyridine"
"4","3-methoxytyramine",0.00522107007312655,0.0072495403422627,0.0114404584889557,0.00978714824676838,0.00951657579502432,0.00970658048761892,0.00437329252884709,0.00315938226933512,0.00324543993272729,0.00367107677611632,0.00969875937024122,0.0172196294449359,0,0.00150662658011356,0.013563051173529,0.00569507994370416,0.00378076435814278,0.00701036416581045,0.0123190193534901,0.00874585600885269,0.0173645008273233,0.0219140928322776,0.0305020753236728,0.0101523737223725,"-0.298857881818925","0.653724742691819","0.653724742691819","0.312571455356869","0.686315183100125","0.686315183100125","0.29363633540268","0.45943806413896","0.45943806413896","-0.221354749507619","0.623499691761508","0.623499691761508","-1.44837892091489","0.0451212748732271","0.0451212748732271","0.611429337175793","0.492028321273327","0.492028321273327","-0.00522154641624467","0.992772219627864","0.992772219627864","0.0775031323113054","0.899877252194557","0.899877252194557","-1.14952103909596","0.0786369277990395","0.0786369277990395","0.606207790759549","0.385039200928242","0.385039200928242","-0.533926204864488","0.467896655790879","0.467896655790879","-1.76095037627176","0.0336317989308266","0.0336317989308266","0.0722815858950607","0.844792414536513","0.844792414536513","-1.15474258551221","0.0676511158673273","0.0676511158673273","-1.22702417140727","0.0596358397636873","0.0596358397636873",0.00668895777020636,0.00845872638100519,0.00519118942433667,0.00842455428777833,0.00796400097157401,0.0199832606764116,"3-methoxytyramine","HMDB0000022","C05587","belongs to the class of organic compounds known as methoxyphenols. Methoxyphenols are compounds containing a methoxy group attached to the benzene ring of a phenol moiety.","Organic compounds","Benzenoids","Phenols","Methoxyphenols","554-52-9",NA,NA,"223438743",NA,"C05587","  1582",NA,"3-Methoxytyramine","3-methoxytyramine"
"5","3-methyladenine",0.0149067502117893,0.00970383613662149,0.0117761120505073,0.0174874340406636,0.0345692251788995,0.0577953017795423,0.0341060721099655,0.0414773978076048,0.0200122859376064,0.0110759290814792,0.00942809722365819,0.0091067910108663,0.00557827824959521,0.00593113299358857,0.00634646287747613,0.0103531455106753,0.0235593219970728,0.0265361825180937,0.0229387701789332,0.46825744895054,0.0226060839623719,0.0264833825713141,0.0111732834697682,0.029818953546213,"1.68104569126629","0.0072041099278292","0.0072041099278292","2.41643565497979","0.00673661559881284","0.00673661559881284","-1.5709817421826","0.0105359543213892","0.0105359543213892","-1.66505594946193","0.462315005985298","0.462315005985298","0.869986220563622","0.0326543719140734","0.0326543719140734","0.735389963713497","0.127190893091557","0.127190893091557","0.110063949083695","0.744365772733909","0.744365772733909","-3.34610164072822","0.348907335981207","0.348907335981207","-0.811059470702668","0.0883940785898421","0.0883940785898421","0.845453912797192","0.0246734856480087","0.0246734856480087","-4.08149160444171","0.331463045443971","0.331463045443971","-1.54644943441616","0.0275502620923319","0.0275502620923319","-3.23603769164452","0.352454057533762","0.352454057533762","-0.700995521618973","0.108522527560171","0.108522527560171","2.53504217002555","0.384366817405609","0.384366817405609",0.041986999219003,0.0124057758134025,0.00705225490783379,0.0134685331098954,0.13532293091116,0.0225204258874168,"3-methyladenine","HMDB0011600",NA,NA,NA,NA,NA,NA,"5142-23-4","DTXSID80199406","DTXCID70121897","315759746"," 1673","C00913"," 38635","DB04104","3-Methyladenine","3-methyladenine"
"6","4-aminobutanoic acid",0.93863168254926,1.30898885852027,0.096394788523815,1.93503599913861,0.0697708316077116,1.17749848246507,0.0394892814513337,0.0291897403676266,0,0,0,0,0.0112005070340699,0.547204340736149,0.0633660153147294,2.29683720105188,0.0486326046173745,0.752588558683788,0.998469662721781,1.057335425219,0.371585393399723,1.64962897433837,0.0754253507923737,0.0959170012731047,"8.3662657468129","0.32905971537167","0.32905971537167","-1.14677490758883","0.540647651151287","0.540647651151287","1.69815750465632","0.175778370376153","0.175778370376153","-1.1160512729667","0.334051871472844","0.334051871472844","-0.734762291239715","0.657579100198237","0.657579100198237","-9.51304065440173","0.266753549837677","0.266753549837677","10.0644232514692","0.0687052475537837","0.0687052475537837","-9.4823170197796","0.053899504272366","0.053899504272366","-9.10102803805261","0.238336746412839","0.238336746412839","0.551382597067484","0.626363744654624","0.626363744654624","0.030723634622129","0.980206978969556","0.980206978969556","0.412012616349119","0.791550654762749","0.791550654762749","0.582106231689614","0.464408078096783","0.464408078096783","0.963395213416603","0.367782014510604","0.367782014510604","0.381288981726989","0.720796375158052","0.720796375158052",0.328987083972936,0,0.729652016034207,1.06976283218299,0.714256562810486,0.548139179950892,"4-aminobutanoic acid","HMDB0000112","C00334","belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","56-12-2","DTXSID6035106","DTXCID4015106","315677424","  119","C00334"," 16865","DB02530","4-Aminobutanoic acid","4-aminobutanoic acid"
"7","4-guanidinobutanoic acid",1.24599007409699,0.730074989628755,0.0643733855888044,0.891645417993146,2.32890127181438,0.146134287324034,0.210804341633464,0.0932970838160092,0.128439385668481,0.0688583248701373,0.995772776405865,3.05095608359053,0.00499623737782822,2.73625934004889,0.0805373103382769,1.18889429680701,4.0009022637685,1.88450777506561,4.8299106600864,2.06266620806258,8.74642178236043,0.0780948365350686,0.164070693322342,0.205455626919663,"-0.610080870798136","0.693997115460084","0.693997115460084","-0.528575661423702","0.726625451458429","0.726625451458429","0.0771812592724367","0.952019028342916","0.952019028342916","-2.19932829044593","0.0358117869034262","0.0358117869034262","-1.72461501351952","0.516341745240454","0.516341745240454","0.0815052093744338","0.952770244437162","0.952770244437162","-0.532899611525699","0.681591210396728","0.681591210396728","-1.58924741964779","0.0782397507571589","0.0782397507571589","-1.11453414272138","0.615871753525842","0.615871753525842","-0.451394402151265","0.714264766327759","0.714264766327759","-1.67075262902222","0.0645615185945352","0.0645615185945352","-1.19603935209582","0.598194265765921","0.598194265765921","-2.12214703117349","0.0365808771227835","0.0365808771227835","-1.64743375424708","0.520423857489077","0.520423857489077","0.474713276926408","0.714727929169256","0.714727929169256",0.694784246146971,1.06100664263375,1.002671796143,0.733020966826924,3.19449672674578,2.29851073478437,"4-guanidinobutanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-guanidinobutanoic acid"
"8","4-hydroxybenzoic acid",0,0,0,0.229014618170875,0.00653823867657087,0,0,0,0,0,0,0,0,0,0,0,0.0548103515325883,0,0.119665330300649,0,0.0395910203014842,0,0,0,"1.39756185513422","0.391002218955771","0.391002218955771","1.39756185513422","0.391002218955771","0.391002218955771","4.46671479982516","0.403039366519742","0.403039366519742","-4.08202184817419","0.236532120277925","0.236532120277925","-2.04839721189343","0.467628441464673","0.467628441464673","NA","NA","0","5.86427665495938","0.391002218955771","0.391002218955771","-5.47958370330841","0.222781873471979","0.222781873471979","-3.44595906702765","0.391002218955771","0.391002218955771","5.86427665495938","0.391002218955771","0.391002218955771","-5.47958370330841","0.222781873471979","0.222781873471979","-3.44595906702765","0.391002218955771","0.391002218955771","0.384692951650974","0.840649593773809","0.840649593773809","2.41831758793173","0.471655679239003","0.471655679239003","2.03362463628076","0.330054079783418","0.330054079783418",0.00163455966914272,0,0,0.0572536545427188,0.0436189204583094,0.00989775507537106,"4-hydroxybenzoic acid","HMDB0000500",NA,NA,NA,NA,NA,NA,"99-96-7","DTXSID3026647","DTXCID806647","315675580","  135","C00156"," 30763","DB04242","4-Hydroxybenzoic acid","4-hydroxybenzoic acid"
"9","4-imidazoleacetic acid",0.00462117621337605,0.00774600007238863,0.0273270410561035,0.00930950256323413,0.0019953423112196,0.00285065728383623,0.00243864307626817,0.000552816370775003,0.000417194192280626,0.00178378115216496,0.00349113834936635,0.0414235048095119,0.00368859901747975,0.00336326363335393,0.00564178897939931,0.00814937509973064,0.00711507103918356,0.118583831328754,0.642848326319677,0.0177264035256036,0.00365215006037779,0.00132266332291343,0.00387387379383601,0.0272028366333137,"-2.11040474361004","0.394631124654725","0.394631124654725","-1.06948151990221","0.0521694620200979","0.0521694620200979","2.16273418045702","0.137482269309964","0.137482269309964","-6.06092093383656","0.287507115399052","0.287507115399052","-1.75849769887811","0.331017062110615","0.331017062110615","1.04092322370783","0.555756461332335","0.555756461332335","0.0523294368469758","0.968036626759844","0.968036626759844","-3.95051619022652","0.308217884076285","0.308217884076285","0.351907044731929","0.82139574438517","0.82139574438517","1.0932526605548","0.26427154152329","0.26427154152329","-4.99143941393434","0.294142125029975","0.294142125029975","-0.689016178975898","0.580002973666508","0.580002973666508","-3.89818675337954","0.309103116181036","0.309103116181036","0.404236481578905","0.698544037814802","0.698544037814802","4.30242323495844","0.302165390072493","0.302165390072493",0.00195936476052475,0.011778904625831,0.00521075668249091,0.0122509299762756,0.196568408053305,0.00901288095261024,"4-imidazoleacetic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-imidazoleacetic acid"
"10","4-pyridoxic acid",0.00569931945697934,0.00904398142365583,0.00806160775709586,0.00775107906948888,0.0173133910124303,0.25249660280139,0.0153559051025409,0.115937917533561,0.00835397763233279,0.00827893404143714,0.00901176025951281,0.0087841802863713,0,0.00593563831938932,0.00495035358976666,0.0103527590482249,0.0139380127039341,0.234836313983804,0.0211612272179316,0.224347470627324,0.0145676389845769,0.0151465705343668,0.0090843396871423,0.0175684973286939,"3.39802988438552","0.199622482772199","0.199622482772199","4.00457925705399","0.18793534275175","0.18793534275175","-3.55128405546017","0.196114323598817","0.196114323598817","-0.298673748636759","0.788331473884201","0.788331473884201","2.74645855264383","0.220856004372803","0.220856004372803","0.606549372668475","0.218377165752823","0.218377165752823","-0.153254171074649","0.264359757430061","0.264359757430061","-3.69670363302228","0.157245949164032","0.157245949164032","-0.651571331741682","0.0541926367406727","0.0541926367406727","0.453295201593827","0.361845315271988","0.361845315271988","-4.30325300569075","0.149075616693689","0.149075616693689","-1.25812070441016","0.0203082932880588","0.0203082932880588","-3.84995780409692","0.154804606553625","0.154804606553625","-0.804825502816331","0.0295673003835431","0.0295673003835431","3.04513230128059","0.171892330052146","0.171892330052146",0.100275954112481,0.00860721305491351,0.00530968773934521,0.00763899692680498,0.123570756133248,0.014091761633695,"4-pyridoxic acid","HMDB0000017","C00847","belongs to the class of organic compounds known as pyridinecarboxylic acids. Pyridinecarboxylic acids are compounds containing a pyridine ring bearing a carboxylic acid group.","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","82-82-6",NA,NA,"  8144151",NA,"C00847"," 17405",NA,"4-Pyridoxic acid","4-pyridoxic acid"
