"","MSSuc-ster-Brachy-1-419","MSSuc-ster-Brachy-2-420","MSSuc-ster-Brachy-3-421","MSSuc-ster-Brachy-4-422","MSSuc-ster-Brachy-5-423","MS-ster-Brachy-1-412","MS-ster-Brachy-2-413","MS-ster-Brachy-3-414","MS-ster-Brachy-4-415","MS-ster-Brachy-5-416","MS-nonster-Brachy-1-426","MS-nonster-Brachy-2-427","MS-nonster-Brachy-3-428","MS-nonster-Brachy-4-429","MS-nonster-Brachy-5-430","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","id","PCone"
"o-acetyl-serine and/or isomers",2.41733892174033e-05,0.000584911503567836,2.13561878760041e-05,0.000403114311047773,0,2.66972670597082e-05,7.2109414430272e-05,2.55504055840918e-05,3.13253335057489e-05,3.03330619862471e-05,0.000530124358587362,7.11871078080181e-05,7.90393788763588e-05,0.000268556005379782,0.000129308230123623,-0.000207069172254904,0.000115314912865811,0.000398523115344078,0.00141698721419987,-0.00137724314354729,-0.00540392645822472,0.00197130519527958,-0.000235097104050476,0.00193931990577756,0.0095359924650376,-0.0034935476568648,0.000445355843823174,-0.0127299738940083,0.0472035692426345,-0.00160229671806321,"o-acetyl-serine and/or isomers",4.28776420983309e-08
"omega-hydroxydodecanoic acid",0,0,0,0,0.000725560478448203,0,0,0,0,0,0,0,0,0,0,-1.24346899867625e-05,0.000490044021413999,-0.000468018297114797,-0.00214009560817861,0.00391841934875462,-0.00169935154561194,0.000597886021407191,-0.00379993417181828,-0.00341589210626348,-0.00208388347767608,0.000788885943568074,0.000742965706034981,0.00359047588848756,-0.00165593197702005,-0.00167070542203878,"omega-hydroxydodecanoic acid",1.54621515066892e-10
"ornithine",0.00164569828788141,0.00181331719765997,0.000619961050610228,0.00172023478625624,0,0,0,0,0,0,0.00109654820560688,0.000464471531426968,0.00031734695049356,0.00196497800101277,0.000713889322261033,-0.00154609553045492,0.00103842958811643,0.00228050309785051,0.0124488372732309,-0.000955032653920235,-0.0102596676991385,-0.00348666181736999,-0.00345086766553611,0.00949493727722667,0.0305047776102165,-0.0188645905400019,0.0107264412832282,-0.0130217906464197,0.0232367468766556,-0.00267179779244568,"ornithine",2.39041138929269e-06
"orotic acid",0,2.15604596619106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.12061957886033e-06,-2.89719168858226e-06,-8.29263402335233e-06,2.24191210072256e-05,2.91177452910091e-05,-4.805671393457e-05,-5.18443367308699e-05,4.17807381748376e-05,0.000151078701099839,0.000194557293771363,-3.8709026286453e-05,-0.000325606251741344,0.000163900133254343,0.00222827506081644,0.000207297273684937,"orotic acid",2.62207448714077e-11
"pantothenic acid",0.000438356577718508,0.00104809190266452,0.000527404078680593,0.000957355337944509,0.00139722466899797,0.00225498637779205,0.00234880869415748,0.00203303730432929,0.00283236015941817,0.000708672164464341,0.00170333285894503,0.00494984403961696,0.00116239414994264,0.004133984564157,0.00448719530997138,0.00217079056702189,0.00488035715657877,-0.00167284880905361,0.00322492002285696,-0.0211900914478453,0.00807492973536082,-0.0292529189252975,0.0175040975137922,-0.0543593275343327,0.0027777269719542,0.0389997522224703,-0.00370625691056722,-0.0075864106757097,0.0378476771683063,-0.0157536186511654,"pantothenic acid",4.71233168587123e-06
"phenylalanine",1.33092687564001e-05,1.51382547060316e-05,9.30238718232583e-06,1.08566699583867e-05,4.99066012425607e-06,8.60796881571849e-05,0.000203416631262379,0.000102054092409021,0.000188389979030454,0.000175848870167639,8.84137057843665e-05,5.44687381492344e-05,2.8118128891879e-05,0.000131709434970757,0.000103452713034231,0.000231741699317769,-7.21942499334857e-05,0.00027451605997241,2.69296079388711e-05,-0.000710263385153894,0.000416012976738078,-0.000269075083135193,-0.00103093246335315,-0.000633512567927301,-0.000568044553138452,-0.00216760886799794,0.0027694439782773,0.00376569002706933,0.00305850003152164,-0.00151302738774535,"phenylalanine",5.3704215202687e-08
"pipecolic acid",0.000264636306746061,0.000484533279082451,1.51712196640436e-05,0.000273026109215361,0.00049200073294474,0,0,0,0,0,0.000929053677743875,0.000193421005264948,0.000108516061790708,0.000466509393964831,0.000137486960407883,-0.000260847933358067,0.000941601472822524,0.000677903201554381,0.000413677171830541,-0.000258367651821425,-0.00822224078357065,0.00455559844102457,-0.00203429571863854,0.00434398605227002,0.00710524290701134,-0.00186037252384126,0.00281092307543752,0.0068627298956858,0.0205530132965324,0.000962741589277344,"pipecolic acid",6.80416443371744e-08
"proline",0.00101253511036797,0.00190301514783723,3.34914321320021e-05,0.000989628884927656,0.0048871583745511,0,0,0,0,0,0.0722446338898103,0.00761443915420129,0.00949595502738632,0.00729992999050878,0.00738648455020283,-0.00209104702399189,0.0417543393331565,0.0579228787488357,-0.0578080322253626,-0.252288315249004,-0.433031356828361,0.567024283725015,0.098837093956502,0.336897359249017,0.0319305097483948,-0.155188523399315,0.0503360828067421,0.157888281665029,0.0735871609750332,-0.00796633137467793,"proline",4.37247765654534e-06
"pyridoxamine",0,0,0,0,0.000802065546913169,0,0,0,0,0,0.000138532366508471,0.000248507465879121,6.16724952208936e-05,0.000542687063040355,0.000325539184267995,2.00813044628825e-05,0.00116359083937466,0.000232172583001426,-0.000928922915600266,0.00223143108105071,-0.00300142304070433,-0.00263646814859801,-0.00512484577669669,-0.00681709222251425,-0.0052101529923224,0.00359372726047958,0.00034126447970478,-0.000612603424379977,-0.00483014047810549,-0.0020641901084082,"pyridoxamine",4.03258788930984e-10
"pyridoxine",0.000577080362416361,0.000560822608933804,0.00064082181026714,0.000886162010963781,0.0460607877243695,0.000986699840714701,0.000762314402827435,0.00142308967899114,0.00071340098200539,0,0.00174804197062836,0.00179909845777619,0.000842628716240127,0.00149744327589273,0.00202553473245475,-0.000531478439347551,0.0327892247179645,-0.0312981769847952,-0.131954787114488,0.235420951535731,-0.111158730772824,0.0363337449488965,-0.221661380500156,-0.222891983164405,-0.135930934366449,0.0532854777792492,0.0513005561102843,0.172937037763842,-0.125824392441164,-0.102636352618063,"pyridoxine",2.82469331491308e-07
"quinic acid",0,0,0,0,0,0,0,0,0,0,0.00841017653448805,0.0194596123343976,0.00499098575615861,0.0103305351432481,0.0117293387533363,-0.00187489579188009,0.0223314207178981,0.0224992608455135,-0.0039504136739866,-0.10368100161705,-0.0160714949567083,-0.080384507873149,0.175278317254886,-0.150873935109174,-0.00739504529745145,0.258536160340205,-0.012508862439705,0.0714026920187195,-0.0994567949135841,-0.0291741729776265,"quinic acid",3.51523423040968e-06
"riboflavin",1.26420950212401e-05,1.74984682492046e-05,9.59006777145303e-06,1.11593861393506e-05,5.21196352289454e-05,0,0,0,0,0,1.28933255130201e-05,2.92803114247132e-05,6.95115744728835e-06,9.62809928457534e-05,4.16623024920388e-05,-8.13400446641247e-06,0.0001181590225163,7.97645772179201e-05,0.000202368873299904,7.25958476496129e-05,-0.00030287896968577,-0.000528781288759389,-0.000628856771720994,-0.000552168747728587,-0.000425564009774459,0.000487182119677557,0.000145789108718172,-0.000269232802718883,0.000107399461590072,-0.000140600700415797,"riboflavin",6.61620286596181e-11
"serine",0.000390333518725661,0.00056008029286661,0.0002557387841085,0.000446344478094722,0,0.000157391604723646,0.000374071533583549,0,0.000142017758196723,0.000174350000404067,0.000711779664296087,0.000517223626924114,0.000235869323761232,0.000797131427055075,0.000690008637417084,-0.000182826173544152,0.000612282458300292,0.00146947791201109,0.00329536826761754,-0.00359086828605643,-0.00372403577450662,-0.000660236236604916,0.00296480726263776,-0.0039965318794314,0.00527755383069713,-0.00831364893466179,-0.00775001068669037,0.0031781563178279,0.020019039073663,-0.00164200511489751,"serine",3.34254097327962e-08
"sn-glycero-3-phosphocholine",0.0355305675127545,0.0354902743972549,0.0260586661364679,0.0328962318811952,0.0187913026130273,0.0297863565194854,0.0291724815110091,0.0238541329689647,0.0262244060190065,0.0264542721965958,0.0116670507128221,0.0175030824564218,0.00723276218586474,0.0442570459805136,0.0208448420174071,0.00645584419553797,-0.00646932620036435,0.010548295154068,0.193494903796831,0.100582833209834,0.0289619729764606,-0.1350028613054,-0.1827431076537,0.029807737823866,0.314928983599462,0.0306000385648757,0.059619974461629,0.170260349544283,0.141275016393449,0.0250021026554469,"sn-glycero-3-phosphocholine",4.16779242770613e-05
"sorbic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sorbic acid",0
"suberic acid",0.000109184381616393,0.000155488390878293,0.000131988429354173,0.000220043144767533,0.00722067235937497,0.00140657614862586,0.00204954721445198,0.00151443865432161,0.0016821375843205,0.00106429482597356,0.00077146114225771,0.00141933519086356,0.000343808024689849,0.00106667127418789,0.00157173940498841,0.00214862667954691,0.00464795908694486,-0.00577811862182095,-0.0210839597024284,0.0292727870138656,-0.0111477847365077,-9.17891212823094e-05,-0.0286166181890471,-0.0490334201152391,-0.0249890790083321,0.00364283271247414,0.0167435099799872,0.0494824777536469,-0.0100541551335502,-0.0111762526606296,"suberic acid",4.61659660806078e-06
"syringic acid and/or isomers",5.8224693103398e-05,8.8012527558169e-05,4.1579966444185e-05,7.96207579776671e-05,0.000374082072648607,0.000597685654326626,0.0006077968544699,0.000366108333203821,0.00106464781954938,0.00159443649120854,0.000409010212517591,0.00141225065684839,0.000175758391219295,0.000394839483665264,0.000624210005980275,0.00111340799051085,9.9768667026615e-05,0.0037701683717283,-0.00494688988223096,-0.00275732466126247,0.00764605922034164,-0.00460469126293765,0.00566423376704574,-0.00595381349340833,0.0101018612301488,0.0235364538355728,0.00570824142074216,0.0175215970452344,0.00586778694422143,-0.00568897008647662,"syringic acid and/or isomers",1.23967735333341e-06
"taurine",0.000590878404978233,0.00130926422760898,0.000321103257331088,0.00136620353179399,0.0139972840193309,0.110158967796557,0.109616047734049,0.109308930834611,0.136562170117513,0.079194148158073,0.0530632840590421,0.04114598636403,0.0151487496007047,0.0404519879876665,0.064783054125841,0.170831661304085,-0.0488247761970544,-0.149588490158288,-0.160823732254608,-0.448303237006266,0.481713271019017,0.0419077194064962,-0.303875212135066,0.0842875563194617,-0.120440207410846,-0.171506489875642,0.424586806828643,0.0218510137415777,-0.00818155003157834,-0.0319613702870004,"taurine",0.0291834565039137
"tetrasaccharide (ex. stachyose)",0.00258445975917505,0.000494530081595744,0.00853281042181853,0.00037865257193567,0,0,0,0,0,0,1.84545019719264e-05,0,0,1.60140730093537e-05,1.75953592209931e-05,-0.00401263517913971,-0.00173548102211148,0.00275207571381581,0.0217717517347579,0.0174059799210221,0.0483926177322323,0.050436755714811,0.0192631177595395,0.000337686009655689,-0.106075754770591,0.0667504325601636,-0.0289118753760945,0.0313423131824884,0.0186239936060951,0.0063227615466625,"tetrasaccharide (ex. stachyose)",1.61012410808696e-05
"threonine/allothreonine/homoserine",0.00185612884156744,0.00290987472296667,0.000626987068496195,0.00251313075879081,0.00186702489418555,0,0,0,0,0,0.00377333309198117,0.000939045655529583,0.00265569030123299,0.0016124139212969,0.00091243625890781,-0.00333320699679619,0.00210771617092846,0.00143824974154307,-0.000902747803667383,-0.00493300349863178,-0.0352916731649099,0.0124196771579417,-0.00876942956770868,0.0190736954489491,0.0336154003786354,-0.0369851583140799,-0.00104688152758889,-1.8737837388978e-05,0.0698531995283774,-0.00252546443728929,"threonine/allothreonine/homoserine",1.11102688834911e-05
"thymidine",3.78609068607226e-05,3.14060654128999e-05,2.44445892572002e-05,2.20626607157728e-05,9.61612902520009e-05,0.000436087591693329,0.00049440162822356,0.000334816119620735,0.000903970631310616,0.000845985072657381,0.000112823811378188,0.000559456127756842,7.55890201330521e-05,0.000123655343561517,0.000166937677818903,0.000829741021217457,-0.000410996199391883,0.00105861496420914,-0.0025121940279195,-0.00162670664019221,0.00645397125665362,-0.0014111656730761,-0.0012801085490421,-0.00101072344601558,0.00639083706782682,0.00973642461089684,0.00955708120579577,0.0176496724854511,0.00768979207771427,-0.0034939293678474,"thymidine",6.88470162290989e-07
"thymine",0,0,0,0,0,0,0,0,0,0,0.000803778733291065,0.001964681769075,0.00020353666117808,0.000883512453996726,0.000373406148608811,-0.000126185607518951,0.00179660383361739,0.00201344030464976,-0.000203718663451689,-0.00810158179996544,-0.0024923437460519,-0.00453776755965981,0.0160438442020539,-0.011413476697672,0.00656731492464369,0.0483496336050037,0.0191574348679921,0.0363722201116474,-0.00984452218373593,-0.00582089390406978,"thymine",1.59228075449267e-08
"trans-cinnamic acid",1.39203971809731e-05,2.07198435747246e-05,1.20581099868407e-05,1.58506844197198e-05,2.09876311367587e-05,0,0,3.38837275562127e-05,0,3.31325961108744e-05,0.000473366768526648,0.000563201880530026,0.000171898159886546,0.00040586501259542,0.000555321755356685,-2.43188027718029e-05,0.000901360538679583,0.00100328975218817,6.3678553065381e-05,-0.00394236122472655,-0.00159593804309401,-0.00141783683937562,0.00562356344220821,-0.00370257101149543,-0.00163194392056909,0.00198420053782924,-0.00325946895779021,-0.00692333497803059,-0.00145217629919733,-0.0022730921855451,"trans-cinnamic acid",5.9140416825385e-10
"trigonelline",0,0,0,0,0.000601407470477145,0.00671595308614574,0.00471796275826852,0.00327735735527211,0.00368241072855979,0.00368296142189687,0.00332748721746857,0.00395043445334324,0.00153007340035138,0.00386058597022723,0.00482959385478477,0.0069476182066578,0.000588886138120561,-0.000308544949663146,-0.00241115857152148,-0.0305547464532842,0.000207378994112855,-0.0147349998572876,0.00993206455966886,-0.0307302885860031,-0.0161176865621772,0.0553486790268404,-0.175595049503594,-0.0120682036063343,-0.150830604723354,0.0476155799105957,"trigonelline",4.82693987454829e-05
"trisaccharide (ex. raffinose)",9.37554356504777e-05,8.78284287813931e-05,1.98933239268357e-05,6.58758034494567e-05,0.000218017031502923,0,0,0,0,0,0.00540200487424039,0.000400552956219758,0.000603007442237404,0.00034728135579426,0.000406586963483211,-0.000109808836749009,0.00281393476377659,0.00422752980736507,-0.00410257856597672,-0.018624217613843,-0.0317201466558609,0.0448079326359913,0.00792582158052676,0.0276601935338655,0.00359859311392738,-0.0138278897900786,0.00492179620075799,0.0120680861943131,0.00193595218105233,-0.0135390114531344,"trisaccharide (ex. raffinose)",1.20579806281704e-08
"tryptophan",0.000208138580408693,5.13796811373894e-05,1.91780703216815e-05,3.43142041824364e-05,0.00134328170315347,9.20248359425359e-05,8.29483207284597e-05,4.68411185587032e-05,0.000181925313898968,0.000124203637556972,0.000352368828079568,0.000241259489520614,0.000123059208576326,0.000464550053292375,0.000368981248623453,6.11974835343809e-05,0.00143249629888758,-3.00978966473657e-05,-0.00292432657753611,0.00468730837487275,-0.00363232971008067,4.72152119431861e-05,-0.00774670249052011,-0.00563783007440025,-0.00385258339271067,-0.00229534096846083,-0.000717987981790561,0.0100572271570018,-0.01383253381755,-0.00168316613395582,"tryptophan",3.74513199094082e-09
"tyramine",3.9579860381059e-05,8.04636231867604e-05,0.000116081015855322,0.000113159666412144,0.000198193034179233,0.0012873788294645,0.0013849258756258,0.00117724944542881,0.00134416662256695,0.00147260099600989,0.00165619018954218,0.00320732170442665,0.000625003604223328,0.00528395681577808,0.00700259079487863,0.00264913490736744,0.00673017095382888,0.00800194978947773,0.0108823502989725,-0.0265440818195928,0.00560799685676258,-0.0405319727781689,0.0164821859526615,-0.0501548626346962,-0.0392427255109448,-0.0560422518729598,-0.0837316188293157,-0.16673023979777,-0.0075641440861966,0.000890395841691351,"tyramine",7.01791575743269e-06
"tyrosine",6.05916117841507e-05,3.68975087907579e-05,2.67787842560172e-05,3.47663032127515e-05,0.000660310671096063,0,0,0,0,0,0.000601087799627396,0.000236305932831091,0.000178842127078957,0.000415088598611149,0.000329596474967553,-7.42566812476799e-05,0.00112951422167403,0.00049186561287368,-0.00131629595688176,4.6992409533157e-05,-0.00504987593774193,0.00194204273998151,-0.0027959754018139,-0.00256897888007877,-0.0038456060416565,-0.000776418453160889,-0.000997775680167265,0.000520396808511375,-0.00519834426778835,-0.00192628372944034,"tyrosine",5.51405470991953e-09
"uracil",0.000127885908530756,0.000176912720112581,7.27642181539383e-05,0.000277972815654965,0.00145888509705608,0.000414433419402572,0.000209534710711544,0.000228263770511274,0.00114873055820068,0.00113129320657725,0.00064900243563975,0.00337435599693018,0.000243074626902061,0.000559813883052497,0.00215150647530486,0.000570842118080522,0.00322624070511007,0.00331634327069638,-0.00922371124272334,-0.00413199369769332,0.0125007983099161,-0.0111929699167243,0.0273854835845407,-0.031621529761705,0.0190487795240513,0.0337577707840856,-0.00423019424543833,-0.00416983857640818,0.0126941289917801,-0.00991841352431221,"uracil",3.25860723774657e-07
"uridine",0.000727902971938844,0.000885454460158814,0.000608765165630177,0.00100186108299698,0,9.60436704317955e-06,1.28917019829026e-05,2.63026318201717e-05,2.13530659435723e-05,6.79133839432325e-05,4.49660348017188e-05,8.37374584683257e-05,1.08786071254342e-05,2.75368890402968e-05,1.92375902644932e-05,-0.000907592306972225,-0.000590755446883257,3.33738402765354e-05,0.00403362961498193,0.00367828715855678,0.000903048940422894,0.00228874979148742,0.00409695024285378,0.00232532942618114,0.0179818617993079,-0.00712505311587899,0.00598119592563497,-0.0157342893517828,0.0240558734015586,-0.00544433744854203,"uridine",8.23723795675165e-07
"uronic acid",5.02789592528173e-07,0,0,0,0.000418015923461184,0,0,0,0,0,0.00298541046002594,0.00124486376600318,0.0011043596694782,0.00182803079212886,0.00103090688555371,-0.000298367936726134,0.00322558540244011,0.00387073801866672,-0.000859179116115875,-0.0160530766194011,-0.0201913177954193,0.00850167450468774,-0.00152076749226816,0.00190548992565861,-0.0125055672066632,0.012758605920403,0.00406079852403316,0.0106065542116444,-0.0204610508640727,-0.000950275817011061,"uronic acid",8.90234256662104e-08
"valine",0,0.00550902880096997,0,0.00459318748642058,0.00494720986303581,0,0,0,0.000889244361134582,0,0.00899536321444078,0.00533806531809666,0.00292443367892797,0.011221222841602,0.00546242830538299,-0.00269576061963276,0.0147520852417891,0.0128745747668293,0.015530907375721,-0.0310299054958523,-0.0906573608456953,-0.0163767544111861,-0.05552914588435,-0.0447819902939037,0.0522090600495274,0.0518065719955001,0.0543881886516777,-0.160437236252291,0.372775638453212,-0.0365411704952816,"valine",7.26712531836278e-06
"vanillic acid",0.000698414670165537,0.000520286847519925,0.000425569728685729,0.000856662047665279,0.00227864745495224,0.00335682156707106,0.00516552081789587,0.00309670066607646,0.0072598103869488,0.00516723612045762,0.00313057321474456,0.0169515134731172,0.00228856409910304,0.00520903062711069,0.0119860024640114,0.00576908280461008,0.0116506093505157,0.0119733885818531,-0.0233082017300975,-0.0589371222506872,0.069059504698732,-0.0768853015232609,0.146635354256168,-0.169475004070879,0.0508556693385104,0.116123263273494,0.0118846258554936,0.0902972039525648,0.0552353532945969,-0.0533869286397178,"vanillic acid",3.32823164064477e-05
"xanthine",1.58449015839798e-05,0,0,0,0.000102674717575341,0,0,0,0,0,1.21810290459692e-06,1.76433559628094e-05,1.81856310053725e-06,1.25818671955393e-05,6.33793905668307e-06,-6.57295986299744e-06,8.88084618993848e-05,-4.76206019580798e-05,-0.000257972413699113,0.000520315643068687,-0.000196980769397175,-5.02918655973991e-05,-0.000376709583523874,-0.0004828747737212,-0.00019237240307671,0.000259255278773905,0.000229471729474014,0.00136288546092167,-0.00146077020800216,7.78826673842589e-05,"xanthine",4.32038013605753e-11
"xanthosine",0.00778324219195833,0.00808792557259825,0.00310805271931758,0.0108287686599886,3.16873640834395e-05,0,0,0,0,0,0.00349686915324604,0.0177747794808693,0.0027316122078673,0.00370094352222656,0.00807292663068468,-0.0102791533595495,0.00901420380651406,0.00922202145415194,0.020100720766104,-0.0299496950865599,0.0168493097443362,-0.0605703667415435,0.235113863218791,-0.123640287937518,0.276075774922332,0.125739436640794,0.0844110368227542,-0.0397941042732549,0.00198704463571363,-0.0617269983732101,"xanthosine",0.000105660993789138
