X1,X2,elements,igraph.degree,igraph.closeness,igraph.betweenness,igraph.cen.degree,group,filed,id,links,nodes,label
4.968231041607602,-7.016333483790531,meta_M00004,0,0,0,0,..KO,meta,meta_M00004,54,78,..KO: (nodes: 78; links: 54)
4.2406458387805,-9.187152500860801,meta_M00006,0,0,0,0,..KO,meta,meta_M00006,54,78,..KO: (nodes: 78; links: 54)
4.798688375996524,-5.186676736113607,meta_M00007,0,0,0,0,..KO,meta,meta_M00007,54,78,..KO: (nodes: 78; links: 54)
2.2182519390151203,-11.030808143249331,meta_M00008,0,0,0,0,..KO,meta,meta_M00008,54,78,..KO: (nodes: 78; links: 54)
1.3578751104928442,-11.364119902338116,meta_M00014,0,0,0,0,..KO,meta,meta_M00014,54,78,..KO: (nodes: 78; links: 54)
2.21825193901512,-2.079175229698709,meta_M00016,0,0,0,0,..KO,meta,meta_M00016,54,78,..KO: (nodes: 78; links: 54)
3.684604746235724,-3.186513468241235,meta_M00020,0,0,0,0,..KO,meta,meta_M00020,54,78,..KO: (nodes: 78; links: 54)
-0.9329033228373329,-2.6628122041547257,meta_M00029,0,0,0,0,..KO,meta,meta_M00029,54,78,..KO: (nodes: 78; links: 54)
4.6519213071542085,-8.361200017409786,meta_M00032,1,1,0,1,..KO,meta,meta_M00032,54,78,..KO: (nodes: 78; links: 54)
0.4509019574489388,-1.5763208049988489,meta_M00035,0,0,0,0,..KO,meta,meta_M00035,54,78,..KO: (nodes: 78; links: 54)
4.904425658551938,-5.636244097391169,meta_M00038,0,0,0,0,..KO,meta,meta_M00038,54,78,..KO: (nodes: 78; links: 54)
0.4539318166333503,-10.527945117441792,meta_M00046,0,0,0,0,..KO,meta,meta_M00046,54,78,..KO: (nodes: 78; links: 54)
0.9083077492152806,-1.640126188054512,meta_M00051,0,0,0,0,..KO,meta,meta_M00051,54,78,..KO: (nodes: 78; links: 54)
-2.919934406159766,-9.299958237948955,meta_M00052,0,0,0,0,..KO,meta,meta_M00052,54,78,..KO: (nodes: 78; links: 54)
-0.4748114963684916,-10.527945117441792,meta_M00053,0,0,0,0,..KO,meta,meta_M00053,54,78,..KO: (nodes: 78; links: 54)
4.798688375996524,-7.923306636834435,meta_M00061,0,0,0,0,..KO,meta,meta_M00061,54,78,..KO: (nodes: 78; links: 54)
-3.023613021763854,-2.564905550072824,meta_M00065,3,0.4230769230769231,34,3,..KO,meta,meta_M00065,54,78,..KO: (nodes: 78; links: 54)
-2.2391316187502617,-2.0791752296987083,meta_M00073,0,0,0,0,..KO,meta,meta_M00073,54,78,..KO: (nodes: 78; links: 54)
-1.8166481708033364,-1.8926305394522416,meta_M00074,0,0,0,0,..KO,meta,meta_M00074,54,78,..KO: (nodes: 78; links: 54)
-0.4717816371840814,-11.533662567949193,meta_M00076,0,0,0,0,..KO,meta,meta_M00076,54,78,..KO: (nodes: 78; links: 54)
-1.8166481708033366,-11.217352833495799,meta_M00077,0,0,0,0,..KO,meta,meta_M00077,54,78,..KO: (nodes: 78; links: 54)
0.45090195744893813,-11.533662567949193,meta_M00078,0,0,0,0,..KO,meta,meta_M00078,54,78,..KO: (nodes: 78; links: 54)
3.3580383783652157,-10.250036272577315,meta_M00079,1,1,0,1,..KO,meta,meta_M00079,54,78,..KO: (nodes: 78; links: 54)
-0.9398861839551095,-4.784079635167602,meta_M00081,1,1,0,1,..KO,meta,meta_M00081,54,78,..KO: (nodes: 78; links: 54)
2.6217209745192074,-2.30390600782595,meta_M00083,0,0,0,0,..KO,meta,meta_M00083,54,78,..KO: (nodes: 78; links: 54)
-3.3789180581003575,-10.250036272577317,meta_M00090,0,0,0,0,..KO,meta,meta_M00090,54,78,..KO: (nodes: 78; links: 54)
-4.989110721342744,-6.093649889157513,meta_M00094,0,0,0,0,..KO,meta,meta_M00094,54,78,..KO: (nodes: 78; links: 54)
2.6217209745192074,-10.806077365122093,meta_M00097,0,0,0,0,..KO,meta,meta_M00097,54,78,..KO: (nodes: 78; links: 54)
-0.9291874289504217,-11.469857184893531,meta_M00098,0,0,0,0,..KO,meta,meta_M00098,54,78,..KO: (nodes: 78; links: 54)
-4.67280098688935,-8.361200017409786,meta_M00137,1,1,0,1,..KO,meta,meta_M00137,54,78,..KO: (nodes: 78; links: 54)
-3.949670851916404,-5.8603989758063015,meta_M00141,0,0,0,0,..KO,meta,meta_M00141,54,78,..KO: (nodes: 78; links: 54)
1.31580547661402,-8.052013182816223,meta_M00142,1,1,0,1,..KO,meta,meta_M00142,54,78,..KO: (nodes: 78; links: 54)
-2.5815902786137297,-3.49081391399811,meta_M00144,0,0,0,0,..KO,meta,meta_M00144,54,78,..KO: (nodes: 78; links: 54)
-3.0104398398675714,-6.554991686474022,meta_M00145,0,0,0,0,..KO,meta,meta_M00145,54,78,..KO: (nodes: 78; links: 54)
-0.010439839867572383,-1.554991686474021,meta_M00146,0,0,0,0,..KO,meta,meta_M00146,54,78,..KO: (nodes: 78; links: 54)
-3.218932610887747,-4.166357319662877,meta_M00149,0,0,0,0,..KO,meta,meta_M00149,54,78,..KO: (nodes: 78; links: 54)
3.002733342028711,-10.545077822875218,meta_M00153,0,0,0,0,..KO,meta,meta_M00153,54,78,..KO: (nodes: 78; links: 54)
0.9166111432572714,-9.408161235359481,meta_M00158,0,0,0,0,..KO,meta,meta_M00158,54,78,..KO: (nodes: 78; links: 54)
1.7847568809342775,-2.980461125180372,meta_M00159,1,0.25,0,1,..KO,meta,meta_M00159,54,78,..KO: (nodes: 78; links: 54)
-0.471781637184081,-1.576320804998848,meta_M00160,0,0,0,0,..KO,meta,meta_M00160,54,78,..KO: (nodes: 78; links: 54)
-4.0005259762687695,-3.54181850457774,meta_M00161,1,1,0,1,..KO,meta,meta_M00161,54,78,..KO: (nodes: 78; links: 54)
2.8427297090178896,-7.482042669598863,meta_M00162,0,0,0,0,..KO,meta,meta_M00162,54,78,..KO: (nodes: 78; links: 54)
-3.7054844259708655,-3.186513468241234,meta_M00163,0,0,0,0,..KO,meta,meta_M00163,54,78,..KO: (nodes: 78; links: 54)
4.465376616907741,-4.326299907591329,meta_M00165,0,0,0,0,..KO,meta,meta_M00165,54,78,..KO: (nodes: 78; links: 54)
-1.3785204131702458,-10.313762169617654,meta_M00169,0,0,0,0,..KO,meta,meta_M00169,54,78,..KO: (nodes: 78; links: 54)
-3.474541455005325,-8.554991686474022,meta_M00171,0,0,0,0,..KO,meta,meta_M00171,54,78,..KO: (nodes: 78; links: 54)
-1.805636560669421,-2.9804611251803723,meta_M00172,0,0,0,0,..KO,meta,meta_M00172,54,78,..KO: (nodes: 78; links: 54)
-0.010439839867572138,-2.554991686474021,meta_M00173,0,0,0,0,..KO,meta,meta_M00173,54,78,..KO: (nodes: 78; links: 54)
-1.3787547902279853,-11.364119902338116,meta_M00174,3,0.5,9,3,..KO,meta,meta_M00174,54,78,..KO: (nodes: 78; links: 54)
-0.010439839867570546,-11.554991686474022,meta_M00344,0,0,0,0,..KO,meta,meta_M00344,54,78,..KO: (nodes: 78; links: 54)
1.357875110492843,-1.745863470609926,meta_M00346,0,0,0,0,..KO,meta,meta_M00346,54,78,..KO: (nodes: 78; links: 54)
-0.01043983986757079,-9.554991686474022,meta_M00356,0,0,0,0,..KO,meta,meta_M00356,54,78,..KO: (nodes: 78; links: 54)
1.7957684910681935,-1.8926305394522416,meta_M00374,2,0.75,2,2,..KO,meta,meta_M00374,54,78,..KO: (nodes: 78; links: 54)
-0.8764652436520095,-7.054991686474022,meta_M00415,0,0,0,0,..KO,meta,meta_M00415,54,78,..KO: (nodes: 78; links: 54)
-5.010439839867571,-6.554991686474022,meta_M00417,2,0.75,2,2,..KO,meta,meta_M00417,54,78,..KO: (nodes: 78; links: 54)
-3.8423978891295265,-7.702204617318383,meta_M00432,0,0,0,0,..KO,meta,meta_M00432,54,78,..KO: (nodes: 78; links: 54)
-4.261525518515642,-3.922830872087242,meta_M00433,3,1,3,3,..KO,meta,meta_M00433,54,78,..KO: (nodes: 78; links: 54)
2.899054726424624,-9.299958237948955,meta_M00529,1,1,0,1,..KO,meta,meta_M00529,54,78,..KO: (nodes: 78; links: 54)
3.9827927932175013,-6.787571002115924,meta_M00530,1,0.5,0,1,..KO,meta,meta_M00530,54,78,..KO: (nodes: 78; links: 54)
3.8215182093943842,-7.702204617318381,meta_M00531,2,0.2894736842105263,4.5,2,..KO,meta,meta_M00531,54,78,..KO: (nodes: 78; links: 54)
-1.7737955967449903,-8.982042669598863,meta_M00534,0,0,0,0,..KO,meta,meta_M00534,54,78,..KO: (nodes: 78; links: 54)
-2.2084757521507954,-9.896942932125768,meta_M00535,2,0.2894736842105263,4.5,2,..KO,meta,meta_M00535,54,78,..KO: (nodes: 78; links: 54)
1.7957684910681935,-11.2173528334958,meta_M00537,1,1,0,1,..KO,meta,meta_M00537,54,78,..KO: (nodes: 78; links: 54)
2.9895601601324286,-6.554991686474021,meta_M00541,0,0,0,0,..KO,meta,meta_M00541,54,78,..KO: (nodes: 78; links: 54)
0.46819148870754507,-8.496875321326124,meta_M00542,2,1,1,2,..KO,meta,meta_M00542,54,78,..KO: (nodes: 78; links: 54)
2.416611143257271,-8.31834744335144,meta_M00544,1,1,0,1,..KO,meta,meta_M00544,54,78,..KO: (nodes: 78; links: 54)
4.2406458387805,-3.922830872087242,meta_M00545,0,0,0,0,..KO,meta,meta_M00545,54,78,..KO: (nodes: 78; links: 54)
-4.67280098688935,-4.748783355538258,meta_M00548,2,0.5,8,2,..KO,meta,meta_M00548,54,78,..KO: (nodes: 78; links: 54)
4.989560160132429,-6.554991686474021,meta_M00549,0,0,0,0,..KO,meta,meta_M00549,54,78,..KO: (nodes: 78; links: 54)
1.3576407334351044,-10.313762169617654,meta_M00550,0,0,0,0,..KO,meta,meta_M00550,54,78,..KO: (nodes: 78; links: 54)
0.9083077492152807,-11.469857184893531,meta_M00551,3,0.39285714285714285,29,3,..KO,meta,meta_M00551,54,78,..KO: (nodes: 78; links: 54)
4.6519213071542085,-4.748783355538256,meta_M00555,2,0.2619047619047619,1,2,..KO,meta,meta_M00555,54,78,..KO: (nodes: 78; links: 54)
3.6624245876535246,-4.970672622317394,meta_M00563,0,0,0,0,..KO,meta,meta_M00563,54,78,..KO: (nodes: 78; links: 54)
3.358038378365215,-2.8599471003707255,meta_M00565,0,0,0,0,..KO,meta,meta_M00565,54,78,..KO: (nodes: 78; links: 54)
3.4536617752701835,-8.55499168647402,meta_M00567,1,1,0,1,..KO,meta,meta_M00567,54,78,..KO: (nodes: 78; links: 54)
4.465376616907741,-8.783683465356713,meta_M00568,0,0,0,0,..KO,meta,meta_M00568,54,78,..KO: (nodes: 78; links: 54)
-0.010439839867571894,-3.554991686474021,meta_M00615,1,1,0,1,..KO,meta,meta_M00615,54,78,..KO: (nodes: 78; links: 54)
-4.819568055731666,-7.923306636834436,meta_M00627,0,0,0,0,..KO,meta,meta_M00627,54,78,..KO: (nodes: 78; links: 54)
1.7529159170098485,-8.982042669598863,meta_M00638,0,0,0,0,..KO,meta,meta_M00638,54,78,..KO: (nodes: 78; links: 54)
-1.336685156349161,-8.052013182816223,meta_M00660,1,1,0,1,..KO,meta,meta_M00660,54,78,..KO: (nodes: 78; links: 54)
2.1875960724156536,-9.896942932125766,meta_M00673,0,0,0,0,..KO,meta,meta_M00673,54,78,..KO: (nodes: 78; links: 54)
-2.8636093887530323,-5.6279407033491795,meta_M00698,0,0,0,0,..KO,meta,meta_M00698,54,78,..KO: (nodes: 78; links: 54)
-3.023613021763852,-10.54507782287522,meta_M00704,0,0,0,0,..KO,meta,meta_M00704,54,78,..KO: (nodes: 78; links: 54)
2.5607105988785857,-3.490813913998109,meta_M00761,0,0,0,0,..KO,meta,meta_M00761,54,78,..KO: (nodes: 78; links: 54)
-2.6426006542543523,-2.303906007825952,meta_M00773,0,0,0,0,..KO,meta,meta_M00773,54,78,..KO: (nodes: 78; links: 54)
1.6355278919197416,-5.418862193011709,meta_M00777,0,0,0,0,..KO,meta,meta_M00777,54,78,..KO: (nodes: 78; links: 54)
