"","exudate-EOD-Arabidopsis-1-451-1","exudate-EOD-Arabidopsis-2-452-1","exudate-EOD-Arabidopsis-3-453-1","exudate-EOD-Arabidopsis-4-454-1","exudate-EOD-Arabidopsis-5-455-1","exudate-EOD-Arabidopsis-6-456-1","exudate-EOD-Arabidopsis-7-457-1","exudate-EOD-Arabidopsis-8-458-1","exudate-EOD-Brachy-1-433-1","exudate-EOD-Brachy-2-434-1","exudate-EOD-Brachy-3-436-1","exudate-EOD-Brachy-4-437-1","exudate-EOD-Brachy-5-438-1","exudate-EOD-Brachy-6-439-1","exudate-EOD-Brachy-7-440-1","exudate-EOD-Medicago-1-442-1","exudate-EOD-Medicago-2-444-1","exudate-EOD-Medicago-3-449-1","exudate-EOD-TxCtrl-1-441-1","exudate-EOD-TxCtrl-2-450-1","exudate-EOD-TxCtrl-3-459-1","exudate-EOD-TxCtrl-4-460-1","exudate-EON-Arabidopsis-1-451-2","exudate-EON-Arabidopsis-2-452-2","exudate-EON-Arabidopsis-3-453-2","exudate-EON-Arabidopsis-4-454-2","exudate-EON-Arabidopsis-5-455-2","exudate-EON-Arabidopsis-6-456-2","exudate-EON-Arabidopsis-7-457-2","exudate-EON-Arabidopsis-8-458-2","exudate-EON-Brachy-1-433-2","exudate-EON-Brachy-2-434-2","exudate-EON-Brachy-3-436-2","exudate-EON-Brachy-4-437-2","exudate-EON-Brachy-5-438-2","exudate-EON-Brachy-6-439-2","exudate-EON-Brachy-7-440-2","exudate-EON-Medicago-1-442-2","exudate-EON-Medicago-2-444-2","exudate-EON-Medicago-3-449-2","exudate-EON-TxCtrl-1-441-2","exudate-EON-TxCtrl-2-450-2","exudate-EON-TxCtrl-3-459-2","exudate-EON-TxCtrl-4-460-2"
"glutamic acid",0.029901931835268,0.0246392204493899,0.023974201359536,0.0134404230354434,0.0237654238423061,0.0327184929679945,0.0109472411819363,0.0100027552622445,0,0,0,0,0,5.09665333869125e-07,0,0.000399967164055279,0.000311565975086498,0.00099102585993616,4.06202461868546e-05,0.000612805048300389,0.000830390089228833,0.000719520121953789,0.0172869525873537,0.0326914311599409,0.0457342695879978,0.0438785946548376,0.0423399623771655,0.0371236934792369,0.0308723965213636,0.00729960109454352,0,1.67787671703894e-05,0,0,0,0,0,0.000306828016433071,0.000551588059124997,0.000136158477597718,0.000122263036557916,0.000171378945958042,0.00128899288253663,0.00037627568838655
"glutamine",0.0864756477672533,0.156947926090135,0.077582854878005,0.0415866533260973,0.0541731031663957,0.109764096756935,0.0474427925529474,0.0424390645258185,0.00137493795164932,0.000976027791648756,0.00172678690777912,0.00145857493843977,0.000719544901447295,0.000941566936395449,0.000375821941351125,0.00220119420249511,0.00288191980581291,0.00153368684884,0,3.76748793763039e-05,0.00200727506165355,0.00011333027118363,0.0354196338992758,0.0982380954286613,0.0807312122428156,0.0479013191918834,0.0489123807477773,0.0672644049419882,0.0523260613873198,0.0267783431255362,0.00280704605788535,0.00297440676815697,0.00201169073813605,0.00250924317817185,0.00311019755139915,0.00666220829364613,0.00259446608906887,0.00200102541996996,0.00278820374819477,0.00140240558305292,0,0,0,0
"glyceraldehyde or lactic acid",0.00209983498783336,0.000671198620678019,0.000229744657249159,7.2425452887094e-05,0.00067480670891995,0.000433885545637345,0.00033203983713024,0.00123214442648473,0.000351014488174366,0,7.7681826541296e-05,0.00072902742814939,0.00119692793214385,0.000343050937865173,0.000356831459518582,0.000779904720491571,0.00181100893155552,0.000761748188228405,4.89981690470738e-05,0.00301649255090812,0.00412140436868176,0.00344922280773404,0.000667315183451587,0.00261310036879881,0.00162185912482387,0.000561443794084898,0.00134152409033432,0.001641119332612,0.000490473311989233,0.000482127455854929,0.000128429660202668,0.00299685181875828,0.00274839357460538,0.000304194513768237,0,0.00102866853612973,0.0070772875293354,0.0005492169749068,0.001134723453342,0.00167403185636021,7.67922889804256e-05,0.000137445543103254,0.000735750907146305,0.00191992584665313
"glycerol phosphoric acid",4.56409146336313e-06,3.47286959104396e-06,0,0,0,6.32713102411489e-06,0,0,0.000211219876699372,0.000288986946158999,0.000214566706489718,0.000142173327349588,0.000130068420250989,0.000281228844975209,0.000407844160067208,0.000921810244769889,0.000599714321642625,0.000546898021713418,0,0,0,0,0,0,0,2.90107144308919e-05,3.8508684229728e-05,0,0,0,9.59512470193289e-05,0.000104855359791795,0.000120754418579238,0.00013865285453447,7.61112125648057e-05,8.86025864615585e-05,0.000161554131436057,0.000786161932383511,0.000182770612381841,0.000482618128086684,0,0,0,0
"guanine",0.0357595118313631,0.052774374411364,0.0637235443449945,0.0856554266210675,0.0342084685785502,0.0444019736100022,0.0886638798925195,0.0881874424027438,0.0895033184533655,0.0993534433615811,0.0822974557880286,0.0899531287141295,0.0968145779032128,0.113599299217903,0.0215365121778368,0.0383716449835424,0.041111184582974,0.0378004919891736,0.00397586547073151,0.00371209541552381,0.00587145325883147,0.00193722079670455,0.0521437771392205,0.0284301841005256,0.0233265477333526,0.0380381815610246,0.0301820869465825,0.0297115278003294,0.0458828777859609,0.0808518653471158,0.0546148903882506,0.0490998974536712,0.0428438584580815,0.041551809779744,0.0551031693695648,0.0403023323425306,0.00842629547551861,0.0629902431884342,0.0190194003387686,0.0497256229453733,0.00522746182391476,0.00593780642003686,0.00726696815268392,0.00624932737524827
"guanosine",0.000986714159680434,0.00292318524496277,0.00222212369032198,0.00345416277897076,0.000979263896504574,0.00312665998106429,0.00213465209355752,0.00335933839463624,0.0384177083395304,0.0345704953399349,0.0273895730385975,0.030233235226574,0.0195420399601638,0.0338098492426077,0.00235553600894775,0.000387924955368057,0.000588299260083169,0.000369080305109331,0.00032170119631374,0.000299539015008158,0.000442928745373493,0.000367496617975979,0.0019530426048153,0.00202250631474381,0.0012557709375194,0.0020790614000745,0.000718490670149867,0.00125614980772586,0.00253087620363048,0.00298256331579394,0.0161245041639802,0.00881506440204786,0.00732854427204063,0.0137926528346828,0.0122954366926331,0.014054349638559,0.00180745164797068,0.000649642005858637,0.000301184522466562,0.000600207485389806,0.00133183317735917,0.00131428746142321,0.00169077277964831,0.00132190515538088
"histamine",0.000461131501277951,0.000373648990213853,1.69095772262305e-05,1.14579530443045e-05,0,3.20663514970986e-05,0.000209130947965212,0.000416631372002728,0.0140534825646945,0.00575779774093168,0.00783676984403426,0.0195943217150677,0.0174087911857662,0.0123195732634044,0.0303226520033807,0.00139155037215127,0.00256118909851386,0.00120083703729581,0.000454458651953621,0.00115118742145696,0.00056180079433592,6.46882483657558e-05,0.000213357057236652,0.000385369099922401,5.94587315958075e-05,4.59409173649786e-05,1.99756111152598e-05,3.43002245268889e-05,0.000306732778699119,0.000237415383308553,0.00995961481963436,0.0239770234554795,0.0151620376261357,0.0144558400728506,0.00583843847508044,0.0180945382815009,0.0336824027585107,0.00100343021034224,0.00212310585620249,0.00168469437035547,0.000156539837591657,0.000247733794144413,0.000181034620810474,7.79254750277045e-05
"histidine",0.00293581684547783,0.00329570395759947,0.002026469167802,0.00118868015464595,0.000497242811298757,0.00543955121087642,0.00247770355292183,0.000692236112325931,5.0417071921828e-05,8.8012706451658e-05,9.75766206172154e-05,6.33334330276412e-05,5.09431570048273e-05,8.37557578588803e-05,0.000353169861048728,0.000200652938429445,0.000170151864219491,0.000216727078175641,0.000222687857324229,0.000527949532212543,0.00100642068490138,0.000703105023005043,0.00174774317751183,0.00407109812232607,0.00420272668990629,0.00251347475867853,0.00160464552430172,0.00616735941909224,0.00254676437844019,0.00132797263848021,0.000172765020524668,0.000183778598663621,0.00018909197402116,0.000166911480511689,5.16807693337285e-05,0.000105768134661263,0.00185787345018945,0.000302930037230199,0.00060971671066458,0.00129721897300894,0.000627935333012699,0.000372564861913123,0.00178834229851844,0.00140178984368208
"histidinol",0.000305299933341976,0.00117953907508577,0.000424175875028152,0.000380213388330782,0.000945347689243689,0.00120291970116348,0.000397397536077203,0.000555867727624989,0.000736649771142446,0.000691286405862246,0.000647432389977255,0.000798914353247311,0.000683718824840283,0.000960517122629545,0.00271756026543158,0.000245053208846866,0.000302861419512462,0.000197801811523577,7.55669078537195e-05,0.000121899373149886,7.31549230587833e-05,8.60995854871793e-05,0.000229398273091753,0.000437582060018374,0.000302662207560265,0.000466475196641858,0.000211202608527449,0.000230397590697278,0.000559712105818406,0.000394618115655747,0.000865365046797431,0.000751191164555449,0.000645256119610539,0.000656226647470695,0.00106483220350763,0.000837271900349784,0.00187818037165406,0.000231853983472674,0.000166717119993533,0.000137720377125486,2.46284953195603e-05,5.8614874188858e-05,0,0.000221498977826822
"hydroxycinnamic acid",0.00128552613184861,0.00557275632889898,0.00351010841243881,0.00287715479743623,0.00370871621803917,0.00764769990960956,0.00277732257547287,0.0051084976354762,0.000347006371474239,6.71438990379188e-05,0.000305369502842234,1.46300020507605e-05,0.000133213626274958,0.000327455296675032,0,0.000467789115168347,0.000926450545476014,0.000249616418790655,0,0,0.00489423392156796,0.00108250012880325,0.00233247491860108,0.00240244786137575,0.00106876699167097,0.00158167726549819,0.000963843685459183,0.00112788967803968,0.00153039250004131,0.00113586689119113,0,0,0.000180615338188219,0,0,0.000205664614353393,0,0.000282495302406157,0,0.000119721319636203,0,0,0,0
"hypoxanthine",0.0258350038631092,0.0082927216072117,0.00653940053780499,0.00977911246121092,0.0684119594665881,0.00700440845929841,0.0192671828433953,0.210101341067468,0.0105086956474629,0.062707419308982,0.0530534028215254,0.00910350148573291,0.0375277749210684,0.0133599347200875,0.0582733491242445,0.0128256903163888,0.0253712634314973,0.00393537698356317,0.0247122257892091,0.0219359356289672,0.0252037369623134,0.0097427082212482,0.0212296086765862,0.00711068520871834,0.00633489495836835,0.00974971566882007,0.0589602363839668,0.00826995826892771,0.00971701314044325,0.106866383004176,0.0105622320809245,0.0239143771485132,0.0225365621338573,0.0103213183674172,0.0331238724024358,0.00772381491762985,0.0435942478768313,0.00539032192025359,0.022649089659936,0.00591260640007092,0.02185055138168,0.0192161239905873,0.132894131677381,0.136487011501854
"indole-3-acetic acid",0.000243264723522777,0.000495017338136696,0.000481854754110932,0.000538547104486659,0.000730131949742891,0.000333576304150334,0.000551317964116264,0.000390696733447188,0.0168638043011043,0.0122413881476341,0.0120574523980959,0.00624864784032707,0.0311712861522749,0.0180592592752272,0.0254072876390277,0.000147228574717612,0.000283143691902431,0.000111216708984654,0.00166000924364188,0.000242255950040281,0.000187711324981724,0.000241129019327578,0.000269954956677692,0.000221361780901162,0.000444569173406376,0.00068175473031737,0.000155867644493627,0.00086633925637895,0.000529120123914541,0.000487445344941668,0.00511507686233231,0.01771863433006,0.00975952570718263,0.0107717830377676,0.0110871401159945,0.0224668582229211,0.00653757096075346,0.000115129476218221,0.000232007624113799,0.000124256169494623,0.000204172245294883,0.000271566950108777,0.000620303517510991,0.000329013001198852
"isoleucine",0.0011296723510908,0.00193213611379455,0.00158144167147051,0.00209623032918996,0.00101180943187929,0.00174810510948578,0.000786056593007622,0.000596440347662097,0.000176124107871405,0.000105789458699843,0.000222564784853612,0.000189131605747016,0.000123182794131932,0.000109327998932285,0.000254839192786302,0.000214935777754563,0.000296763462581045,0.000256636527776986,0.000839367344429443,0.000992352258176594,0.00105670499255117,0.00125336286770051,0.00069476455453729,0.00151737728114301,0.00101297646748796,0.0012667056230908,0.000931643012022016,0.00113301277767564,0.000786591042213964,0.000861114623598557,0.000344876340731585,0.000404572729437859,0.000325088757024558,0.000297224679852808,0.000305462950266038,0.000377101522446916,0.00138905376498054,0.000319739758370233,0.000347490155593286,0.000258629528524498,0.000497859925313428,0.00044869338190318,0.000466689205506134,0.000391883815530912
"isomer of 5-methylcytosine",0.00083249651672835,0.000968742664898993,0.00105727580578377,0.00159269213099982,0.000273752418283101,0.00112837334241758,0.000863257624781795,0.000225163717877267,0.00289803265218414,0.00324215144599914,0.00392810447481258,0.00308208577227395,0.00351053213575131,0.00315591634373607,0.000538288751706993,0.00203917789779641,0.00344028990444357,0.00282481694369011,0.000119249825487696,0.000292523600590831,0.000198238465142432,0.000129196540555141,0.000482613326930594,0.000508893657475188,0.000306075697438625,0.000465368507768743,0.000265929711869999,0.000345025332305638,0.00037197845844052,0.000309646730042151,0.00293653112234786,0.00193259633857982,0.00314995774089157,0.0023403874373736,0.00263095167789063,0.00215152735766729,0.0016111410821772,0.00346372326105141,0.0016586486400837,0.00446867397976287,0.000126102765191438,0.000137162348159419,0.000545474775508685,0.000495743529591951
"isomer of kynurenine",2.44095427783408e-05,0,3.00217857013921e-05,1.92777175551052e-05,4.49356336361684e-05,1.86335228288414e-05,2.75455825452883e-05,1.57851694594584e-05,0.000439697852081555,0.000441241195846598,0.000436942242108796,0.00054119895322254,0.000270368560066653,0.000572394030656867,0.000719040309359301,4.5497456994991e-05,7.17092631154193e-05,4.73132153500181e-05,0.000113119296233414,0,0,5.98422745811608e-05,4.87973221137861e-05,0,0,4.99040531498295e-05,2.48916290481674e-05,1.06696166425865e-05,1.78901727423375e-05,2.3535328149839e-05,0.000111784799602854,0.000103097955952453,5.42937767244277e-05,0.000148914426048747,0.00021597374403854,0.000221850082455747,0.000689759571266655,0,0,0,0,0,0.000121864915919548,0
"leucine and/or norleucine",0.000599552556779124,0.00192549882747778,0.000875083778987909,0.00118126488201961,0.000656047914653624,0.00101762034209617,0.000610331319548355,0.000598664061909101,7.2008483628756e-05,4.51748444853145e-05,8.88381619160512e-05,6.92926413213854e-05,7.12833597648322e-05,5.61546858771754e-05,0.000194452051462303,8.53674500628161e-05,0.000210525567305415,0.000113243632648926,0.000135153450663694,0.000143790354070413,0.000204683306441404,0.000140856162806437,0.000700090954567305,0.00089407286638825,0.000732000376260597,0.00114154245377212,0.000716860105343152,0.00100225330877987,0.000624734509477891,0.000699605222262919,0.000267536764875362,0.00036933964593121,0.000252991750623108,0.000191945537757892,0.000259896876574676,0.000361337227826156,0.00104329262103632,0.000210071024317049,0.000184281625412445,0.00019315099847915,0.00025593675969245,0.000205459883579728,0.000379832095675098,0.000284441341618686
"lysine",0.000432678549220245,0.000247477214226343,0,0,0,0.00019951090956969,0,0,0.000102700703547352,0.000132544315491741,0.000250262649462292,0.000118742010477309,0.000530197377594911,0.000252373033993537,0.000219010693795928,0.000308856029242175,0.00031279642209749,0.000580829912752516,0,0,0,0,0,0,0,0.0018507948245652,0.000874221042188287,0.000300355599134167,0,0,0.000659829385839148,0.00123633973194157,0.00156226601210824,0.000581184043525277,0.000332577876125699,0.000449351346789302,0.00104788767345206,0.000381991053560094,0.00126076919578065,0.00141211313846304,0,0,0,0
"methyl indole-3-acetic acid",0.00438419777620852,0.0036517768821445,0.00735739814234428,0.0046519611744434,0.00973425192649207,0.00567977147633776,0.00475702454039752,0.00397488864507224,0.00191587546935792,0.00198046465139363,0.0018183266741932,0.00172408111252251,0.00173069411358818,0.00221343594972805,0.00564061886616041,0.00224747578975737,0.0022468806305744,0.00152913561939143,0.00983520723976669,0.0156709648010644,0.0120734901481233,0.014952857548299,0.00233982741780923,0.00112281250028016,0.00149130854810603,0.00111681400689868,0.00203185830507364,0.000918411457281067,0.00198391586774429,0.00180004820422373,0.000909272442829123,0.00101939755463817,0.000736205115234419,0.00132373021073294,0.00103165005049701,0.00199790424406747,0.00244661247570158,0.00173770807963892,0.000979585417717907,0.0016622566254754,0.00481081750725723,0.00483795814963958,0.00430891517858275,0.00360439915314264
"N-acetyl-glutamic acid",0.000631140245132002,0.00112003842432131,0.00130754619682735,0.00059307704620024,0.00212208420671988,0.000459872847872505,0.000524802811936138,0.00148244240607233,3.20608229222056e-06,4.25091225632047e-05,0.000107883825177557,1.11410782604121e-05,0.000162019906940514,0,0.00186153567208841,4.97273921352787e-05,0.000399928138396492,0.000155930300709889,0.000220775894621839,8.4122827692526e-05,0.000125908707701905,0.000106026300254726,0.000401258881707159,0.00052884126179337,0.000308116696551013,0.000244218289463498,0.000524559815575495,0.000145653885535256,0.000384441176482139,0.000774653551477421,0,0,4.98892036576113e-05,0,0,0,0.000120007658154411,0,0.000442783258469782,5.70997398762043e-05,0.000114645421443008,0.000155729619910274,7.75552430922314e-05,0.000177777090012741
"N-acetyl-hexosamine",0.000998949895411666,0.000500063671711007,0.00043385436502876,0.000483537735405251,0.000248645744266762,0.000619303993075437,0.000615422609659069,0.00123824566296758,0.00129811172034299,0.000961034844086615,0.00101719694282618,0.00142114804912563,0.00123764295963574,0.00155633935845525,0.000332450839273381,0.00214794527841512,0.00195723191772182,0.00112128638254872,4.22013563887529e-05,0.000156890208284687,0.000195400013054967,9.96273719073754e-05,0.000457347861790074,0.000689734699431742,0.000601657134304518,0.000417516635009003,0.000334147380038867,0.000487916519188614,0.0003896606826036,0.000840979737193621,0.000733612711716421,0.000635955437854757,0.000619346821297996,0.000688308653221768,0.000408452704638246,0.000641525830431855,0.000460274948652021,0.00195340091012823,0.000770544520261859,0.00105699579398278,8.37482507459565e-05,5.47184653518231e-05,0.000164851781942853,0
"n-alpha-acetyl-asparagine",0.000179071245560433,0.000857993447966291,0.000133662514620073,0.000248564602348593,0.000255257281888855,0.000663534971816017,0.000112141262161965,0.000379251663387113,1.04496232627992e-05,0,0,1.19742111039676e-05,0,0,0,2.23589470914725e-05,0,2.5845898463371e-05,0,0,0,0,5.96166816112201e-05,2.03309751890882e-05,1.30235169076084e-05,9.43127504116098e-05,2.41887065423831e-05,5.19494714196565e-05,6.92891939189621e-05,5.44933725772846e-05,2.74709255794425e-05,0,0,0,0,0,0,1.38802100189784e-05,5.3851499939089e-05,2.99807882684799e-05,0,0,0,0
"N-trimethyllysine",0.00151195902174246,0.00619947141451114,0.0035634077377151,0.00540714038099683,0.00154576679977189,0.00489401778441604,0.00367537379479466,0.00432918978130845,0.000132995616811438,0.000181936780802897,0.000168232985857972,0.000106874252364327,7.72416000738265e-05,0.000122497477867069,0.000847861790408064,0.0036179568994257,0.00342031335576726,0.0029561062124655,5.26376725553879e-05,0.000122504124785945,0.000243486220801416,7.25510889907951e-05,0.00226378450676454,0.00154171914672193,0.00154748557818701,0.00252293101419922,0.00098752460595113,0.00207014716160981,0.00239030508260623,0.00282992779363372,0.000150951059322896,0.000178419749058366,0.000183409511692594,0.000199197728971974,0.000160704585317363,0.000276771163708563,0.000684467577170427,0.00288122415740571,0.00429187646930334,0.00305962752977714,0,7.98767479752771e-05,0.000291254032513837,0
"nicotinamide",0.00191040603535272,0.0020703092610813,0.00373539499894103,0.00403672427137441,0.00387091574472603,0.00175883603616646,0.00220270121147299,0.00275367711845533,0.00787814647105771,0.0135018904926808,0.00700741212427233,0.00676773007553839,0.00505420646877127,0.0128140273304508,0.0340772342980275,0.0103863226482627,0.0076031012673756,0.00471003459970337,0.00285291896797942,0.00382211417446547,0.00338688204996443,0.00223433100872936,0.0058442363281505,0.00175386748490357,0.00367659412062876,0.0028994409210228,0.00318267778417665,0.00162519817352918,0.00133576997897736,0.00245076529356002,0.0102223177251944,0.00726871734976711,0.00465413750220222,0.00847478779766541,0.0173302583213099,0.0118816758991768,0.197309232393126,0.0113057915085633,0.00304906191994666,0.0077232848484183,0.0111186743657622,0.00302470454274008,0.00689777605349111,0.00671788255802528
"nicotinic acid and/or isonicotinic acid",0.00402969599910747,0.00199180340287376,0.00386486641521777,0.00624347951112978,0.00210690649890201,0.00269909900797355,0.00203679116463766,0.00199360863856679,0.000600414792172977,0.000451678343692793,0.000583786252772724,0.00044615788114263,0.000338771281850647,0.000291380473442111,0.000306191895847723,0.000137029231217492,0.000358727705375484,0,0.000374457523801169,0.000378189561069054,0.000382053018722413,0.000135613510286678,0.000760334566658643,0.000703452814389246,0.000668913046206724,0.000984070420834472,0.00077310516398911,0.000583638760822024,0.000484507925768528,0.000585716024984973,0.000821895579376223,0.00035375524897216,0.000334492835140059,0.000576041951189026,0.000523343956575925,0.000240308211488092,0.000468484573973324,0.000165340182132533,8.28483635490832e-05,0.000164383055664519,0.000200070279519391,0.000132742537979899,0.000535353998132262,0.000573154526902688
"pantothenic acid",0.00477236890419148,0.0107489447951772,0.00919680567218529,0.011356005359838,0.00431035703411584,0.0104101569942762,0.0116894767849603,0.00805043879060198,0.00373181738264492,0.00353750959673586,0.00392232307025533,0.00325816388585252,0.00288978684847377,0.00392709679221181,0.016980132350865,0.0151977322694369,0.017220083888009,0.00693971464856894,0.000760507448797382,0.00173118390112012,0.000873264347786667,0.000361842095174822,0.00642386791764249,0.00286429219831687,0.00490555006734755,0.00613195501737756,0.0021867995322994,0.00393970636555135,0.00843431972232744,0.0103281466568161,0.0021236291902577,0.000956494424413468,0.001192331758327,0.00143411983859698,0.00150911028461199,0.00130013507314137,0.00303746951991233,0.0114922525723271,0.00963618948648218,0.00510386545036457,0.000447760126757729,0.000463157780746074,0.00212915861203348,0.00100708473737563
"phenylalanine",0.0071931868686904,0.0387036097957233,0.0149705866623446,0.0120543229038818,0.0149672332544413,0.0242405707902054,0.0123325602045352,0.0146774199580257,8.86588726019661e-05,7.93134651614419e-05,8.56028666403403e-05,0.000115000829680436,0.000484937120186999,7.43295742529054e-05,0,0.000216965878698037,0.00044671990126009,0.000750174666410679,0.00196486272110235,0.00500895731881696,0.00831969444547056,0.00625676486539177,0.0156478349032532,0.015495357517008,0.0138518834960003,0.0142788045539578,0.00835961568271673,0.0554976677852597,0.0176653187872242,0.0171689672729127,0.000207509902613257,0.000624028402131072,0.00118556641509,0.000200503833997851,0.000109889049740378,0.000270755805346905,0,0.000253178648761882,0.00116216801160183,0.00597207382973634,0.00489716984889955,0.00465248436370813,0.0100604719427957,0.00970849332746281
"pipecolic acid",0.00162629009373938,0.000351113372101041,0.000449896555602035,0.000373450021570679,0.00206248054713455,0.00026852193017788,0.00037929824596899,0.000952467853760273,1.1614957030407e-05,1.0852219726662e-05,0,2.4657167419448e-05,1.37179826013307e-05,1.03400906303966e-05,0.000122119178931159,0.000362510994076513,0.000539588395287914,0.000280727153772157,1.80603338176347e-05,5.4506875808889e-05,2.72183412379358e-05,1.8347759477439e-05,0.00109108310582728,0.00109660453458354,0.000873124781208283,0.000460981789887495,0.000823730640100724,0.0003668439444779,0.000349435088442645,0.000617889789240067,5.08069062200813e-05,5.97910008509207e-05,8.47150742721298e-05,5.27676749356523e-05,1.37044551246007e-05,4.23286444065986e-05,0.000496861745569536,0.000316853409004928,0.000817422627428447,0.000535166465295016,1.0048442476818e-05,1.14115159436166e-06,3.21395948661002e-05,0
"proline",0.00303204750944286,0.00462391445249963,0.0016210009405655,0.000904982727641691,0.00135465744868592,0.00229093527215088,0.000897581718266051,0.00316325799394798,0.000181656941020485,4.65966910074564e-05,9.62394770390885e-05,0.000171041090581097,0.000166552207812256,0.000140517976519437,0.000648419122839899,0.000689443011530829,0.000995436648842252,0.000615616316539511,0.000118556663394869,0.000828195779421766,0.00107866237851383,0.000842091472975171,0.00131795707594523,0.00651766173872646,0.00305040538860891,0.00117494222049538,0.00228115526527005,0.00372406937030347,0.00117552347151295,0.000920490610477113,0.000158894997854791,0.00058980508914131,0.00063122598735882,0.000277471504833745,0.000115065496248258,0.000444242996833691,0.00306425421954522,0.000474963139081643,0.00123566436213018,0.000945548687298261,0.000262995298674304,0.000291519776302286,0.000998594389631532,0.00050839827628377
"pyridoxine",0.0127690590377654,0.0216304042695769,0.015189272019248,0.0184373352389219,0.0180797540210442,0.0151317668526271,0.0130091202247485,0.0159031339047124,0.00179278497430377,0.00132416482819407,0.0015079827129189,0.0015086812775791,0.00172673025433627,0.00187136046132329,0.00342030650423893,0.0281612003626799,0.0235428612313342,0.020171971046849,0.00263865105047987,0.00314218465347902,0.00342264775967959,0.00326042849757987,0.00583637097595187,0.0059117698074295,0.00481262820906268,0.00543516165181133,0.00338457803007759,0.00699901739602584,0.00439387617015045,0.00610628266626485,0.000742155729971284,0.000997214435978461,0.000809021457654203,0.000938803028574595,0.000638770733233301,0.00111090795874936,0.000416763105168164,0.0190821673662834,0.0144651523759042,0.00877780177580087,0.00115887045749571,0.00130490772686234,0.00394227034878591,0.00438517332961064
"quinic acid",8.28006276449056e-05,0.000195420660270526,0.000105798221963484,3.91068682809687e-05,0.000109532758941255,0.000225671361438965,8.58147910306374e-05,0.000134313844424813,0.00195557599618181,0.00175856126688553,0.00165726048978076,0.0012668448484368,0.00118074269148132,0.00164909169439551,0.00398347740548179,2.40797531669869e-05,5.08596501491203e-05,0,3.08662636733764e-05,0.000115687141212095,0,9.97407225388346e-05,7.55827430886815e-05,8.78974085920517e-06,5.91795980503417e-05,7.49323116345348e-05,6.21856167180515e-06,0,0.000137576085341337,5.21521958582555e-05,0.000782832716093456,0.000474963943635544,0.000338765299801985,0.000567467441575326,0.000486668244277706,0.00046195180394271,0.000266550649037488,5.20690480696728e-06,0,0,0.000155349432422511,0,6.28721601764368e-05,0.000186352607792444
"salicylic acid",0.00104744577738927,0.00123477128588785,0.000398421598829823,0.000406500419810075,0.000890127944557126,0.000685593441990439,0.00104512575345298,0.00143853839949153,0.00017899085819862,0.000140381531165096,0.000209019552115158,0.000131887508425998,0.000113439234216538,9.12022422915297e-05,0.000177319544215295,0.000133427492193657,0.000727310436363242,1.1239127365872e-05,0.00170405817630866,0.00383792229637574,0.0039658516598094,0.00321297104167883,0.000853320685142258,0.000937388951978011,0.000561728561438945,0.000309099662303587,0.000420177020516981,0.000421134153152017,0.000870287914950475,0.00101199375783558,0.000124832773134336,0.000305888601857231,0.000502129918108666,0.000109087866498114,5.36296738106791e-05,0.000533108051951433,0.00114711413089423,0.000233819721656164,8.0245654500264e-05,6.55573689321773e-05,0.000667618408510786,0.00199163754337359,0.00237143307464855,0.0028003794668747
"serine",0.000850880028127966,0.00056357191574193,0.000248850614546588,0.000120932913989825,0.000163371298044068,0.00025167094369717,9.74274791627922e-05,0.000156513163095984,0.00014285800348154,4.29300366265565e-05,0.000140949179434008,0.000156481681987328,0.000101402805016511,8.39620024111418e-05,0.000371786624723448,0.000702567460322093,0.00112834285307593,0.000872820969139514,0,0.000181828027792161,0.000214915162643465,0.000162253303763348,0.000127458088454082,0.000756926848306056,0.000543456539567943,0.000187934377100361,0.000338587628415264,0.000562806170299887,0.000152340869681626,9.91304525303912e-05,0.000257407511983142,0.000424833171408976,0.000289332132582059,0.00018163783659206,4.12101552952771e-05,0.000317688772216003,0.00490195070446678,0.000641701322331205,0.000846353645835793,0.000505828283255338,3.45118873953155e-06,0.000140077332947472,0.000119965492592992,0
"sn-glycero-3-phosphocholine",0.00555258323035853,0.00289609942715383,0.00345844483756488,0.00327244881505491,0.0042239848900759,0.00419952052087614,0.00273122696465071,0.00411956612860258,0.00458625431571306,0.00662881854397163,0.0063613943861132,0.00331026089387646,0.0024524368247739,0.005010633263336,0.00306363387655929,0.0320147486981013,0.0244934588087766,0.0216018488072532,0.000770187868195235,0.00318531369706909,0.00133491543878547,0.000817532294323703,0.00612139657620537,0.00197170616839673,0.00290705016349284,0.00332310988179562,0.00308786259977043,0.00606260626805325,0.00390291010236473,0.0039632901487769,0.00360130006199649,0.00400274843107624,0.00350316375866754,0.00552088668764733,0.00331061537231822,0.00392266960637386,0.00251793973752693,0.0264399592253474,0.00612082261535533,0.016681244178751,0.00289587511838109,0.00145315995172301,0.00538472421365284,0.00168431608476025
