"","exudate-EOD-Arabidopsis-1-451-1","exudate-EOD-Arabidopsis-2-452-1","exudate-EOD-Arabidopsis-3-453-1","exudate-EOD-Arabidopsis-4-454-1","exudate-EOD-Arabidopsis-5-455-1","exudate-EOD-Arabidopsis-6-456-1","exudate-EOD-Arabidopsis-7-457-1","exudate-EOD-Arabidopsis-8-458-1","exudate-EOD-Brachy-1-433-1","exudate-EOD-Brachy-2-434-1","exudate-EOD-Brachy-3-436-1","exudate-EOD-Brachy-4-437-1","exudate-EOD-Brachy-5-438-1","exudate-EOD-Brachy-6-439-1","exudate-EOD-Brachy-7-440-1","exudate-EOD-Medicago-1-442-1","exudate-EOD-Medicago-2-444-1","exudate-EOD-Medicago-3-449-1","exudate-EOD-TxCtrl-1-441-1","exudate-EOD-TxCtrl-2-450-1","exudate-EOD-TxCtrl-3-459-1","exudate-EOD-TxCtrl-4-460-1","exudate-EON-Arabidopsis-1-451-2","exudate-EON-Arabidopsis-2-452-2","exudate-EON-Arabidopsis-3-453-2","exudate-EON-Arabidopsis-4-454-2","exudate-EON-Arabidopsis-5-455-2","exudate-EON-Arabidopsis-6-456-2","exudate-EON-Arabidopsis-7-457-2","exudate-EON-Arabidopsis-8-458-2","exudate-EON-Brachy-1-433-2","exudate-EON-Brachy-2-434-2","exudate-EON-Brachy-3-436-2","exudate-EON-Brachy-4-437-2","exudate-EON-Brachy-5-438-2","exudate-EON-Brachy-6-439-2","exudate-EON-Brachy-7-440-2","exudate-EON-Medicago-1-442-2","exudate-EON-Medicago-2-444-2","exudate-EON-Medicago-3-449-2","exudate-EON-TxCtrl-1-441-2","exudate-EON-TxCtrl-2-450-2","exudate-EON-TxCtrl-3-459-2","exudate-EON-TxCtrl-4-460-2"
"betaine",212375385.2,126235553.2,163330345.2,148473769.2,119542313.2,161620073.2,117830225.2,113882833.2,85717881.2,76894401.2,83158401.2,89316985.2,129926665.2,67371929.2,57370469.2,129672297.2,82046393.2,99349841.2,190825993.2,147306553.2,172971961.2,147951785.2,139093337.2,204955593.2,206331241.2,123023057.2,154942249.2,235484089.2,157981545.2,79683601.2,68907521.2,94639153.2,119107153.2,71455081.2,85710017.2,87158105.2,12310193.2,84167753.2,65778033.2,64971369.2,164097001.2,156995641.2,39162825.2,34278225.2
"caffeic acid",930335.421874,1733280.546874,481815.953174,531403.984374,524812.609374,726317.859374,730960.109374,1253078.421874,110566.070274,32449.570314,55966.179684,65035.609374,92957.249974,56552.054684,11229.888674,47255.316404,71801.304684,668.783203999999,201260.624974,521216.484374,671801.296874,529234.359374,391916.453174,441065.859374,509322.484374,285245.390674,253713.453174,411575.515674,437013.765674,294009.171874,46688.480464,60701.921874,86882.437504,48153.660154,25617.496094,44471.730464,5470.125004,27372.250004,30523.921874,44649.296874,238131.078174,292024.515674,321022.484374,228819.359374
"citrulline",186258.1875,337178.2813,153840.8125,71503.3125,57371.90625,245633.6563,113690.4609,265528.7813,17975.53711,0,0,26650.5625,48861.38672,0,61429.34375,35167.17969,49496.89453,34752.90234,11312.53711,77465.64063,98654.05469,59094.00781,73677.75781,177831.6563,260702.3906,47712.70313,72277.01563,375294.1563,114136.6484,78630.63281,0,24092.05664,28848.5332,16663.88086,12324.14258,0,25645.41602,25680.01563,140674.9063,75943.17969,29342.19531,28186.01953,21906.17188,28913.66602
"cytidine",14419957.091992,25553231.091992,8953090.091992,19592885.091992,789891.404492,16472457.091992,9294924.091992,4105567.591992,10390509.091992,3863898.841992,3471065.091992,7367728.591992,12248093.091992,8075693.091992,118880.334192,1343081.091992,742684.091992,2030491.466992,32228.900582,83739.334182,124150.584192,38578.767772,3092788.341992,13197800.091992,8931532.091992,3531316.841992,955001.154492,7254443.091992,4617853.091992,1891472.591992,1174166.091992,2158501.841992,1953934.716992,1101543.466992,640133.341992,1226254.591992,15188.650582,1089842.216992,297714.529492,1587279.966992,36864.060742,32913.408402,46340.373242,19497.386912
"cytosine",14195484.849216,19963185.849216,15416437.849216,17050875.849216,9471212.849216,16015346.849216,11007214.849216,14505007.849216,1236460.974216,1085367.224216,1194495.974216,896030.036716,2777104.849216,2211446.349216,698659.349216,1266713.099216,1380022.974216,998097.474216,2826403.849216,3062809.599216,1953976.724216,1445425.724216,1465319.849216,4632975.349216,4329461.849216,1561270.724216,2600530.099216,1744930.099216,2634464.349216,1739491.974216,884748.224216,982738.724216,1188142.974216,891986.099216,1062215.599216,1007303.224216,197537.302316,901391.161716,1162704.599216,622211.286716,1689301.849216,2115813.849216,280724.911716,171821.255516
"deoxycarnitine",6163061.84668,21995985.34668,8910092.34668,8771870.34668,5395760.84668,11627929.34668,6537962.34668,14102385.34668,51785.62012,39171.15918,41696.90137,41720.69434,86249.63574,47404.94043,33505.58496,40960.75293,25787.63965,12765.21387,46402.67871,91710.65918,166562.00298,42559.51465,2232052.59668,1860269.84668,3484466.34668,1639741.84668,913421.47168,3048846.09668,3887091.09668,2062977.59668,23843.58496,12331.96973,14215.61035,9988.03613,14722.86621,0,0,17007.13379,13964.66113,8756.29004,15290.64941,21755.16309,24857.56738,16978.58301
"deoxycytidine",116351.6406,239653.5469,86958.03125,134683.6875,0,126957.2969,58355.71875,41635.99219,162387.3438,167632.0938,83214.51563,191288.6563,307295.5625,185265.3125,12558.13867,61942.51953,51660.07813,101254.4141,0,0,0,0,34247.0625,138757.6875,97644.83594,31162.74805,20741.10352,111790,46615.60938,29861.32031,35074.97656,78307.85156,150415.2969,47543.125,36309.23047,53131.98828,0,78613.42188,11215.33105,114864.1641,0,0,0,0
"dihexose (ex. sucrose, palatinose)",1885298.885938,23803822.135938,4779515.635938,11008607.135938,4650517.135938,5594388.635938,4302125.135938,2575647.385938,956131.698438,1250603.510938,1519538.260938,391629.354738,389783.354738,1077661.635938,344283.479738,715484.510938,467280.323438,417698.698438,2587886.385938,3958934.135938,3914769.385938,2813964.135938,3606050.635938,1732057.385938,3079581.385938,2523694.135938,1350839.635938,1788114.010938,4508471.135938,7053077.135938,446589.510938,325747.604738,662923.885938,660877.885938,893004.573438,650953.635938,35209.159378,417266.135938,701802.948438,488986.979738,3351706.635938,3173108.385938,6554431.635938,2058057.260938
"dihexose (ex. trehalose, melibiose)",105004.9857182,285005.4076182,151869.1420182,169600.6732182,102407.8060182,294002.0326182,115250.2826182,147087.4545182,0,0,6008.8646492,0,0,0,0,0,0,0,0,0,0,0,51012.0755882,114438.7748182,139789.6264182,102699.6264182,39103.8099582,132946.1732182,137169.5639182,78696.1576182,0,0,0,1866.9803722,0,0,0,0,0,0,0,0,0,0
"ferulic acid",39062.874224,114771.335194,96871.225794,149879.639894,113709.241394,336531.514894,71850.850784,115915.475794,21693.678904,0,29762.471874,14087.135934,19424.645704,24358.749224,0,69181.366404,103189.561694,31049.655474,18993.563674,0,51628.385934,23029.514844,56499.604684,61250.514844,41483.581254,31623.991404,19043.194534,38964.214064,39544.296094,35466.510934,38768.964064,18749.786324,14777.425004,19268.786324,17672.540234,16522.397654,0,63778.155474,0,11450.026564,0,33815.495314,43376.354684,0
"fumaric acid",1106437.8887694,42238.5411094,204201.0762694,331517.4200694,219851.0137694,865246.8887694,164591.8106694,519801.5137694,9337.6231494,0,10009.3106494,8645.8477494,64967.1543994,10061.1055694,0,16222.1954094,25774.9395494,11218.0235394,0,51398.0918994,25135.0059594,19712.5508794,180367.1856694,621921.6387694,642562.6387694,171564.1387694,171090.5918694,303956.6075694,527972.7637694,145865.5137694,5853.0215794,4502.7295894,30119.9122094,0,8218.7422894,0,0,10463.3282194,20766.2481494,17879.6270494,0,0,11459.7149394,0
"gluconic acid",840062.525778,2003201.963278,1010102.338278,144084.525778,343353.244578,1481215.463278,1477300.338278,777628.838278,149563.885178,248164.338278,121322.338278,137804.322678,75395.041378,225279.838278,149735.166378,1036001.088278,611245.900778,348789.338278,0,0,0,0,339801.244578,264730.307078,594181.838278,561104.400778,118055.541378,0,1306957.588278,466079.650778,0,0,15630.291408,12398.221088,14159.713278,24370.049178,0,434628.057078,328333.900778,393674.025778,0,0,0,0
"glucuronolactone",218445.3906,487411.5625,738667.8125,109317.3516,134301.4375,77305.47656,70443.53906,197009.9375,15776.52051,15385.11816,21379.41406,11656.77344,0,16234.56152,0,61267.97656,0,14910.96973,13225.06543,0,36141.32031,0,372648.9375,247481.7656,70983.82031,176300.9063,136085.0156,302338.3438,211568.4531,598587.875,10115.7627,0,22699.47852,13923.95801,10079.33398,12805.10938,0,31686.5332,52507.29297,39359.64453,13935.74414,0,20501.55469,15113.49512
"glutamic acid",14825310.4044914,26557430.4044914,15280504.4044914,9928044.4044914,8976059.4044914,27955624.4044914,6246745.9044914,8891522.4044914,0,0,0,0,0,170.6603514,0,114473.5372914,63098.7638714,238420.5294914,9199.6935514,150755.4200914,207227.6232914,135387.2013914,6799230.9044914,19128856.4044914,26629174.4044914,19256690.4044914,14559625.4044914,24759252.4044914,19417450.4044914,3459634.9044914,0,2966.1017614,0,0,0,0,0,62528.2169914,112595.3419914,29571.7951214,24423.4826214,32659.1544914,93939.2247914,19612.7560514
"glutamine",42874431.2455056,169166619.245506,49449203.2455056,30718835.2455056,20460859.2455056,93785611.2455056,27071941.2455056,37724395.2455056,536135.2455056,325480.2768056,517759.2455056,496818.9955056,291451.6518056,315281.6830056,32439.9837856,629997.9330056,583650.3080056,368973.6518056,0,9268.3509756,500924.6205056,21324.5853456,13931100.2455056,57482415.2455056,47006447.2455056,21022115.2455056,16819711.2455056,44861279.2455056,32910911.2455056,12691555.2455056,421045.7455056,525806.9955056,435650.1205056,404183.8393056,557061.3705056,1147538.3705056,56403.1673856,407787.2455056,569154.3705056,304583.6830056,0,0,0,0
"glyceraldehyde or lactic acid",1041093.453906,723452.703906,146433.000806,53498.547656,254870.485206,370724.328906,189469.516406,1095262.203906,136872.532006,0,23292.094536,248320.922706,484815.641406,114869.875806,30800.774216,223214.453906,366767.985206,183261.016406,11097.129686,742083.641406,1028515.203906,649016.766406,262465.578906,1529012.953906,944341.516406,246396.891406,461315.672706,1094527.078906,308487.266406,228503.578906,19263.938286,529774.766406,595189.891406,48999.039846,0,177183.985206,153858.797706,111924.453906,231630.422706,363577.266406,15340.164846,26192.571096,53620.055466,100073.000806
"glycerol phosphoric acid",2262.86626,3743.239063,0,0,0,5406.083301,0,0,82361.84063,96369.74688,64335.61406,48427.00078,52684.21172,94168.87969,35204.05938,263828.85625,121454.95785,131572.46565,0,0,0,0,0,0,0,12731.72832,13242.14727,0,0,0,14392.30547,18536.02617,26150.4793,22333.92266,13632.12969,15261.43633,3512.154102,160211.26255,37308.85625,104818.18435,0,0,0,0
"guanine",17729485.363476,56882959.363476,40615655.363476,63271139.363476,12920335.363476,37938327.363476,50593635.363476,78390463.363476,34900399.363476,33131829.363476,24676043.363476,30639785.363476,39214743.363476,38038483.363476,1858976.363476,10982246.363476,8325892.863476,9094024.363476,900455.988476,913208.050976,1465247.863476,364513.644776,20508969.363476,16635457.363476,13582084.363476,16693549.363476,10378844.363476,19815787.363476,28858417.363476,38319619.363476,8192016.363476,8679737.363476,9278231.363476,6693081.863476,9869420.363476,6941913.363476,183185.957276,12836727.363476,3882418.863476,10799738.363476,1044247.113476,1131549.363476,529602.113476,325735.988476
"guanosine",489210.6563,3150760.75,1416321.25,2551488.25,369862.1563,2671508.5,1218081.25,2986140.5,14980376,11528375,8212481,10298028,7915503,11321156,203323.8125,111026.9688,119143.1641,88793.16406,72859.04688,73689.22656,110534.8828,69149.33594,768162.4375,1183436.5,731183.5,912423.0625,247070.4844,837775.75,1591815.625,1413581.375,2418611.5,1558301.5,1587063.625,2221692.75,2202211.5,2420804.75,39293.63281,132389.9844,61480.61719,130357.0156,266049.375,250459.6875,123220.1406,68902.14844
"histamine",228627.9589358,402738.2714358,10777.7049758,8463.6522458,0,27398.4159158,119334.8964358,370346.6776358,5479932.6151358,1920078.1151358,2349774.6151358,6674207.1151358,7051430.6151358,4125182.8651358,2617373.3651358,398271.9276358,518695.4901358,288896.8026358,102926.0214358,283202.2089358,140199.9432358,12171.9471658,83916.6932358,225492.4276358,34620.3612258,20161.7674758,6869.0995158,22876.1698258,192922.1307358,112522.6620358,1493902.6151358,4238588.6151358,3283478.6151358,2328517.6151358,1045711.2401358,3116710.8651358,732248.6151358,204488.1776358,433388.3339358,365893.0214358,31270.6776358,47209.8612258,13193.4413058,4061.7381858
"histidine",1455571.3746096,3552280.7496096,1291616.3746096,878042.9996096,187805.6559096,4647709.4996096,1413834.2496096,615333.7496096,19659.3374996,29349.9839896,29257.3433596,21572.5992196,20634.5249996,28045.4371096,30484.7144496,57428.3433596,34459.3863296,52140.0972696,50434.4566396,129880.2184096,251156.8590096,132298.4840096,687414.9371096,2382136.4996096,2447073.9996096,1103070.9996096,551796.3746096,4113254.7496096,1601808.6246096,629390.6246096,25914.0660196,32487.8472696,40949.6050796,26885.7652396,9256.4410196,18218.1324196,40389.7925796,61733.8511696,124461.1090096,281738.5621096,125437.4840096,70998.5308596,130330.8121096,73066.0074196
"histidinol",151367.0188,1271368.425,270358.175,280852.425,357052.2063,1027809.3,226764.1125,494114.8938,287244.8938,230526.3156,194125.925,272125.7688,276940.3,321627.1125,234572.8156,70136.02656,61335.90547,47587.06563,17114.43086,29988.31563,18256.14375,16200.77266,90225.95625,256043.9875,176227.6906,204718.6906,72627.15156,153661.2219,352035.5813,187028.6594,129801.3156,132793.3938,139736.1438,105703.6672,190720.0031,144216.6906,40831.26094,47249.32344,34031.86641,29911.01875,4919.832227,11170.05488,0,11545.27266
"hydroxycinnamic acid",637360.958574,6006605.958574,2237247.708574,2125269.458574,1400760.083574,6534415.458574,1584803.708574,4540980.958574,135309.630474,22390.771074,91561.896074,4983.263274,53958.177374,109647.708574,0,133884.677374,187626.021074,60052.599174,0,0,1221378.333574,203686.677374,917399.146574,1405753.083574,622298.833574,694139.583574,331441.083574,752234.021074,962553.083574,538342.396074,0,0,39113.911674,0,0,35424.896074,0,57569.474174,0,26001.864874,0,0,0,0
"hypoxanthine",12808936.682816,8938325.682816,4168036.182816,7223542.182816,25838790.682816,5984768.682816,10994294.682816,186760620.682816,4097699.182816,20911318.682816,15907515.682816,3100829.682816,15200624.682816,4473545.682816,5030005.682816,3670806.682816,5138222.682816,946771.120816,5596837.182816,5396432.682816,6289707.182816,1833219.057816,8349939.682816,4160701.182816,3688547.432816,4278789.182816,20274910.682816,5515560.682816,6111596.182816,50649160.682816,1584292.807816,4227514.182816,4880499.682816,1662537.182816,5932751.682816,1330395.807816,947730.120816,1098489.057816,4623345.182816,1284138.807816,4364905.182816,3661957.182816,9685058.682816,7114162.682816
"indole-3-acetic acid",120610.1016,533555.375,307121.125,397808.875,275766.5,285017.2188,314594.625,347293.1875,6575773,4082189.5,3615302.75,2128411,12625929,6047104.5,2193091.75,42137.89844,57342.64453,26756.46289,375959.7188,59597.08984,46844.21484,45371.60547,106177.5391,129526.2266,258854.25,299196.9063,53598.87891,577795.75,332794.5,231023.9844,767241.1875,3132248.75,2113515,1735097.125,1985795.875,3869825.25,142125.4688,23462.13672,47359.57813,26986.77344,40785.8125,51751.67188,45206.48047,17149.26563
"isoleucine",560089.0053712,2082556.5678712,1007967.9428712,1548423.5678712,382154.4116712,1493631.4428712,448541.8491712,530180.1928712,68676.8022512,35278.0756812,66733.7553712,64421.9038112,49895.1889612,36608.2475612,21997.0639612,61516.1967812,60100.9389612,61741.4936512,190100.3334712,244127.3647712,263705.5366712,235836.7553712,273261.8491712,887868.5053712,589814.3178712,555910.1928712,320368.0991712,755650.8178712,494732.9741712,408123.9741712,51730.0795912,71519.1928712,70400.9585012,47876.3530312,54710.8686512,64954.2085012,30197.7475612,65159.4897512,70932.9585012,56170.8647512,99453.3881712,85506.1069312,34011.3764612,20426.3042012
"isomer of 5-methylcytosine",412749.8965334,1044161.1152334,673878.8652334,1176474.7402334,103394.6621334,964114.7402334,492594.5215334,200149.6777334,1130041.8652334,1081174.4902334,1177801.6152334,1049818.3652334,1421940.9902334,1056751.8652334,46463.7011734,583627.6777334,696732.1777334,679593.1152334,27007.7597634,71963.3730434,49471.3105434,24310.0332034,189819.4277334,297770.8027334,178215.2246334,204233.0058334,91446.3965334,230110.9746334,233958.9433334,146756.5996334,440467.9902334,341638.7715334,682152.3027334,376984.8965334,471224.5840334,370591.8652334,35025.8808634,705869.1777334,338578.9590334,970536.0527334,25190.5136734,26138.6035134,39753.1113234,25839.8222634
"isomer of kynurenine",12102.19629,0,19135.07031,14239.88184,16971.92188,15921.01953,15718.13867,14031.55273,171453.2031,147142.6406,131012.625,184342.8906,109512.7813,191664.9219,62065.71094,13021.70605,14522.65723,11382.59082,25619.31445,0,0,11260.11328,19192.75586,0,0,21901.04102,8559.591797,7115.987305,11252.17285,11154.5332,16767.27539,18225.35742,11757.81641,23986.83594,38682.63281,38212.77734,14995.2334,0,0,0,0,0,8881.271484,0
"leucine and/or norleucine",297256.80625,2075402.55625,557754.61875,872565.55625,247785.40005,869484.18125,348268.99375,532156.86875,28078.56602,15064.65391,26637.20664,23602.42148,28873.32383,18803.27695,16784.60117,24432.79063,42635.92344,27244.09922,30609.6207,35373.68906,51079.65,26503.94492,275356.80625,523152.11875,426213.55625,500980.71255,246509.77505,668442.18125,392931.96255,331576.83755,40129.45078,65290.79063,54787.68906,30918.20078,46549.61875,62238.87266,22680.97031,42810.19297,37617.29844,41949.80625,51126.38438,39153.85313,27681.40391,14826.04063
"lysine",214521.049439,266743.783839,0,0,0,170467.877539,0,0,40046.510349,44200.135349,75038.674419,40445.838479,214756.440039,84506.572849,18904.440039,88396.861939,63347.955669,139735.783839,0,0,0,0,0,0,0,812245.315039,300622.158839,200318.971339,0,0,98971.783839,218556.549439,338323.065039,93615.955639,59567.369729,77398.947849,22780.865819,77845.627539,257360.065039,306692.033839,0,0,0,0
"methyl indole-3-acetic acid",2173675.375392,3936074.625392,4689405.625392,3436266.625392,3676569.125392,4852960.625392,2714466.875392,3533307.625392,747065.250392,660434.250392,545206.500392,587255.562892,701017.625392,741164.312892,486883.719192,643244.062892,455041.312892,367878.719192,2227482.625392,3855194.875392,3012994.375392,2813577.375392,920291.000392,656995.375392,868327.312892,490128.312892,698703.875392,612524.750392,1247800.375392,853130.125392,136387.250392,180206.140992,159431.984792,213223.797292,184776.812892,344130.906692,53188.859772,354126.031692,199962.187892,361019.844192,961017.500392,921954.687892,314025.125392,187873.422292
"N-acetyl-glutamic acid",312917.9109362,1207235.5359362,833394.4109362,438088.5359362,801498.5984362,392928.6297362,299464.4734362,1317753.9109362,1250.1609362,14175.7039062,32347.8523462,3794.8679662,65626.1609362,0,160682.9734362,14232.3445262,80993.9890362,37513.6374962,50001.4343762,20694.9539062,31421.0906262,19950.2468762,157821.4422362,309442.8172362,179403.6140362,107178.3640362,180382.6453362,97142.3093362,241797.4734362,367145.8797362,0,0,10803.9656262,0,0,0,2608.9421862,0,90385.0828362,12401.2976562,22901.7742162,29676.9109362,5652.0710962,9266.3406262
"N-acetyl-hexosamine",495277.106496,538994.575196,276526.981496,357175.075196,93912.020506,529151.200196,351174.200196,1100685.637696,506178.075196,320480.512696,304996.012696,484070.668996,501307.262696,521136.918996,28696.301756,614757.700196,396381.262696,269758.543996,9557.784176,38596.368166,48762.961916,18746.204106,179882.122096,403586.981496,350320.075196,183232.590796,114904.700196,325410.731496,245080.325196,398581.075196,110038.989296,112422.356496,134125.247096,110871.372096,73157.161136,110500.223596,10006.284176,398081.887696,157290.793996,229565.309596,16729.700196,10427.528326,12014.068356,0
"n-alpha-acetyl-asparagine",88783.1199194,924789.8621094,85192.8542994,183607.3465094,96409.1589894,566943.4246094,63990.3660194,337119.5809094,4074.6648434,0,0,4078.6492184,0,0,0,6399.2947264,0,6217.9939454,0,0,0,0,23448.1804694,11896.3376994,7583.0554684,41390.3738294,8317.8748044,34647.1472694,43580.0144494,25827.0515594,4120.5295894,0,0,0,0,0,0,2828.6360354,10992.6746094,6511.4250974,0,0,0,0
"N-trimethyllysine",749625.875,6682112,2271219.25,3994095.25,583826.9375,4181590,2097252.25,3848248.5,51859.53125,60671.25781,50442.92578,36403.44922,31286.70898,41018.01953,73185.25,1035485.813,692686.5,711178.625,11921.40625,30137.08984,60763.09375,13651.44434,890382.125,902111.75,901036.875,1107221,339584.3438,1380662.625,1503402.25,1341240,22642.05859,31540.52539,39719.01563,32086.36914,28783.48242,47672.71094,14880.18652,587162.1875,876098.1875,664510.0625,0,15221.86426,21226.01172,0
"nicotinamide",947175.006242,2231486.756242,2380839.256242,2981809.256242,1462021.881242,1502800.256242,1256911.631242,2447763.756242,3071958.256242,4502534.756242,2101100.256242,2305220.506242,2047206.256242,4290749.756242,2941459.256242,2972641.756242,1539790.381242,1133137.881242,646130.506242,940273.631242,845211.818742,420418.850042,2298630.256242,1026246.881242,2140728.756242,1272457.256242,1094441.131242,1083908.631242,840143.631242,1161536.506242,1533307.006242,1284942.756242,1007896.256242,1365101.756242,3103988.506242,2046570.506242,4289462.756242,2303997.506242,622403.193742,1677393.881242,2221086.256242,576408.568742,502696.131242,350158.662542
