,ID,group,dd,stat,y
1,exudate-EOD-Arabidopsis-1-451-1,exudate,0.646756284133728,b,1.03094831204195
2,exudate-EOD-Arabidopsis-2-452-1,exudate,0.699181685671934,b,1.03094831204195
3,exudate-EOD-Arabidopsis-3-453-1,exudate,0.742485009248457,b,1.03094831204195
4,exudate-EOD-Arabidopsis-4-454-1,exudate,0.762836080864415,b,1.03094831204195
5,exudate-EOD-Arabidopsis-5-455-1,exudate,0.769813034174371,b,1.03094831204195
6,exudate-EOD-Arabidopsis-6-456-1,exudate,0.716477496921143,b,1.03094831204195
7,exudate-EOD-Arabidopsis-7-457-1,exudate,0.741337630457449,b,1.03094831204195
8,exudate-EOD-Arabidopsis-8-458-1,exudate,0.543525150437041,b,1.03094831204195
9,exudate-EOD-Brachy-1-433-1,exudate,0.981461666210163,b,1.03094831204195
10,exudate-EOD-Brachy-2-434-1,exudate,0.915183006252405,b,1.03094831204195
11,exudate-EOD-Brachy-3-436-1,exudate,0.923435441148262,b,1.03094831204195
12,exudate-EOD-Brachy-4-437-1,exudate,0.981575813732771,b,1.03094831204195
13,exudate-EOD-Brachy-5-438-1,exudate,0.94783036437385,b,1.03094831204195
14,exudate-EOD-Brachy-6-439-1,exudate,0.983369590026063,b,1.03094831204195
15,exudate-EOD-Brachy-7-440-1,exudate,0.895488246393303,b,1.03094831204195
16,exudate-EOD-Medicago-1-442-1,exudate,0.542271255708725,b,1.03094831204195
17,exudate-EOD-Medicago-2-444-1,exudate,0.549323452881187,b,1.03094831204195
18,exudate-EOD-Medicago-3-449-1,exudate,0.617057195884527,b,1.03094831204195
19,exudate-EON-Arabidopsis-1-451-2,exudate,0.582882416473424,b,1.03094831204195
20,exudate-EON-Arabidopsis-2-452-2,exudate,0.577144887861813,b,1.03094831204195
21,exudate-EON-Arabidopsis-3-453-2,exudate,0.546560277251022,b,1.03094831204195
22,exudate-EON-Arabidopsis-4-454-2,exudate,0.693569224415693,b,1.03094831204195
23,exudate-EON-Arabidopsis-5-455-2,exudate,0.617844040938404,b,1.03094831204195
24,exudate-EON-Arabidopsis-6-456-2,exudate,0.550389888603525,b,1.03094831204195
25,exudate-EON-Arabidopsis-7-457-2,exudate,0.613950887241116,b,1.03094831204195
26,exudate-EON-Arabidopsis-8-458-2,exudate,0.640879452418886,b,1.03094831204195
