,exudate-EON-Arabidopsis-1-451-2,exudate-EON-Arabidopsis-2-452-2,exudate-EON-Arabidopsis-3-453-2,exudate-EON-Arabidopsis-4-454-2,exudate-EON-Arabidopsis-5-455-2,exudate-EON-Arabidopsis-6-456-2,exudate-EON-Arabidopsis-7-457-2,exudate-EON-Arabidopsis-8-458-2,exudate-EON-Brachy-1-433-2,exudate-EON-Brachy-2-434-2,exudate-EON-Brachy-3-436-2,exudate-EON-Brachy-4-437-2,exudate-EON-Brachy-5-438-2,exudate-EON-Brachy-6-439-2,exudate-EON-Brachy-7-440-2,exudate-EON-Medicago-1-442-2,exudate-EON-Medicago-2-444-2,exudate-EON-Medicago-3-449-2,exudate-EOD-Arabidopsis-1-451-1,exudate-EOD-Arabidopsis-2-452-1,exudate-EOD-Arabidopsis-3-453-1,exudate-EOD-Arabidopsis-4-454-1,exudate-EOD-Arabidopsis-5-455-1,exudate-EOD-Arabidopsis-6-456-1,exudate-EOD-Arabidopsis-7-457-1,exudate-EOD-Arabidopsis-8-458-1,exudate-EOD-Brachy-1-433-1,exudate-EOD-Brachy-2-434-1,exudate-EOD-Brachy-3-436-1,exudate-EOD-Brachy-4-437-1,exudate-EOD-Brachy-5-438-1,exudate-EOD-Brachy-6-439-1,exudate-EOD-Brachy-7-440-1,exudate-EOD-Medicago-1-442-1,exudate-EOD-Medicago-2-444-1,exudate-EOD-Medicago-3-449-1,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R
arginine,0.0112189315207886,0.0171272144340056,0.0119075454524628,0.0179695504048779,0.0119688356179191,0.0411419807660179,0.0119891019822255,0.0139820921686184,0,0,0,0,0,0,0,0.00585340327077265,0.0878376449439304,0.0224178037709735,0.0151315239818449,0.00199719858065693,0.0336948573347359,0.0269617611883917,0.0100868945927439,0.0292590652091503,0.0190324055463498,0.00756396586408634,0,0,0,0,0,0,0.00456688929379174,0.00594460250951566,0.0109844416569186,0.0053249450374652,0.001593243996111,0.00186619355910593,0.00193517826678846,0.00103797039402299,0.00120137573543584,0.00236233648729331,0.000207179627516499,0.000199835620195634,0.000268842066466835,0.00019515172635637,0.0001425205732758,0.000250228234892687,0.00161821868994875,0.00138924926934483,0.00207559650935967,0.00200965042667455,0.00227440089516605,0.000531569463271539,0.00116789583348892,0.00101792963723628,0.00126886755172459,0.00129621177426854,0.000500703044966699,0.00020269331327657,0.000278501861776333,0.00093713278871634,0.000188273783698972,0.000148462734739761,0.000206834464322082,0.00165446354798829,0.00127296137655693,0.00110919557274377,0.00159116945127129
asparagine,0.00132933795962399,0.00601931778146258,0.00550353213250321,0.00356096119352584,0.00557376603717107,0.00260737642221818,0.00320758008501347,0.000993909304275523,0.00176403434418164,0.00693020504172942,0.00365868267678274,0.00266767871021024,0.00127557479398041,0.00509074296831781,0.0083056292876622,0.0547447768392616,0.113208945196279,0.0966448135142934,0.00543543586849649,0.00300346196435406,0.00236175415466753,0.00196860985470581,0.00175689879749324,0.00638256530603708,0.00193238157473292,0.00147703624074484,0.000762695741804888,0.000249741562024458,0.000403275930769591,0.000386215789053952,0.000237757323581839,0.000292533849166872,0,0.0623665787356515,0.0863911128899354,0.0317634190241124,1.27546612281633e-05,2.19927531787551e-05,2.08896764106283e-05,2.09736765632206e-05,1.6702029995203e-05,2.40289062517938e-05,9.05021317171295e-06,1.84090824634785e-05,2.01549805360151e-05,1.05735437989697e-05,8.12272605084564e-06,1.73383596894573e-05,2.38096475146437e-05,2.38683287479912e-05,2.34574824649269e-05,2.73144573597383e-05,2.47226570184076e-05,1.43093393524609e-05,1.17567017624168e-05,1.21188720236188e-05,1.67230555247897e-05,9.83625249323491e-06,1.64500062830971e-05,1.01406774021885e-05,1.87035557234933e-05,9.0377376580417e-06,2.27094005684538e-05,1.75417394642019e-05,1.01440496744854e-05,2.04698045105707e-05,2.65340368518078e-05,1.68946827726172e-05,1.83579073477545e-05
citrulline,0.00017550783224248,0.00032664845765189,0.000510406601597275,6.56250204260923e-05,0.000206520387485515,0.000642617908928405,0.00017380466012545,0.000141209391799106,0,0,1.80658442689893e-05,0,0,0,0,0,0.000981322797451277,0.000369261068127753,0.000449864495598082,0.000303602760608955,0.000212557905268803,1.7960112400614e-05,0,0.000283731433704493,0.000126553423260801,0.000278418055552323,0,0,0,0,0,0,0,0,0,0,0.000106719944709679,4.0238347747774e-05,1.36636519982764e-05,0.000238762321188486,5.71160692066631e-05,2.52393985567093e-05,0.000338712581377437,9.36415399502061e-05,6.59485148360559e-05,0.000410108918086271,0.000404106519117985,7.89725577952587e-05,1.05725931716222e-05,1.04297094270905e-05,7.68736395006223e-06,9.1908452422138e-06,9.49081480158632e-06,0.000215541303159944,0.000115422410203426,2.83150350002689e-05,0.000183376043357335,0.000108949165819072,0.000219163009516123,0.000365254557495945,6.22165733806664e-05,0.000204413121070662,0.000109420718859023,5.16986102845749e-05,0.000446693239379407,1.23330256161231e-05,7.56657119977009e-05,3.98609698277366e-06,2.89975887607804e-05
cytidine,0.0115228506880628,0.0285248372958482,0.0194396801499306,0.0111277636021177,0.00420945719753904,0.0133255389735529,0.00915238467669819,0.00508901315461121,0.0175980850020114,0.0334636223050548,0.0196915045587483,0.0147479509673504,0.0083487338346874,0.0176006154666674,0,0.0104900687605702,0.0022791467362895,0.0117406129247637,0.0518001876406672,0.028078280619758,0.0204777739962242,0.0355194339241996,0.00331511163875306,0.0252931088611795,0.0224262692938013,0.00551094089964295,0.0374463480620128,0.0165710925593084,0.0181300951206556,0.0323680344749848,0.0496666189437805,0.0335719596901094,0.00410556929727726,0.0103981597081579,0.00790330588526302,0.0176185692956884,0,4.62329092504135e-06,0,0,5.01930746750032e-06,4.15131057302166e-06,0.00051308730301163,0.000310867455652351,0.000289619378766094,0.000178922684800021,3.25049599047198e-05,7.47846172786776e-05,0,3.18668216617992e-06,0,0,0,0,0,1.76243215482344e-05,0,0,0.00139254784088392,0.000265722027974889,7.52242010812329e-05,0.000247259227955827,0.000132998973106073,0.000133543502412193,0.000279060031550555,0,4.09566765693438e-06,0,0
cytosine,0.00151021108866292,0.00773270981752742,0.0071335253986385,0.00158085070263749,0.00702011445062726,0.00125589293319204,0.00313478410083417,0.00184944603770252,0,0,0.00126892789674318,0,0,0,0,0,0.000849151825192352,0,0.0428591394541472,0.0194372335592977,0.0301845365602128,0.0267966100244286,0.0329066490039008,0.0211149183939096,0.0211130885828302,0.0166354718633614,0,0,0,0,0.00185540276714795,0,0,0,0,0,0.000410640083291477,0.000195253977523595,0.000849052197854129,0.000805584919592163,0.000247098104879572,0.000278723470611831,0.00122854802614866,0.00250588808592941,0.00236071471445841,0.00146286704772863,0.00116598377687281,0.0020179589232646,0.00032073700295048,0.000194786633989337,0.000319563476570583,0.000228284999437345,6.8253481793554e-05,0.000396099800030172,0.000196303246905445,0.000574460220302146,0.000243013327482243,0.000513546928628589,0.0015840275120442,0.000927077962828335,0.00262064851111596,0.000524423422660925,0.00208405731322613,0.00204108597638366,0.00118018380862369,0.000284623085717507,0.000351908824630836,0.000198126771382063,0.000126757265403965
deoxycytidine,0.000129009049939556,0.000300673932238112,0.000213335994518564,9.91509124188193e-05,9.47877960626558e-05,0.000206308967117831,9.30734531491239e-05,8.18083578524659e-05,0.000541324945362399,0.00123339301146169,0.00154263324079754,0.000656741879140176,0.000500035190635529,0.000784295785033208,0,0.000780973770321116,9.68928971081934e-05,0.000868157838802737,0.000419994291635052,0.000264054959903495,0.000200452953252455,0.000245035942780304,0,0.000195768290713925,0.000141860774151854,5.68532122018806e-05,0.000589178412048765,0.000732125097581967,0.000443550070819982,0.000848395703305531,0.00125322769627553,0.000776880474544618,0.00104780665024468,0.000505799296619712,0.000606656044278698,0.000909803335725316,0.000169330011677665,0.000191121655130115,0.000116454074576218,0.000378002366990676,0.000207362832440672,0.000265643831017222,0.000187234849446606,0.000156829882400141,9.99510741445743e-05,0.000201320234208387,0.000191530725803441,0.000190720836089449,1.02670895656016e-05,2.30490564697518e-05,1.38259589741718e-05,2.3825784370993e-05,1.33250813131927e-05,0.000208596617422683,0.000229611791741939,0.000119291838365169,0.00022522735030506,0.000308121089390123,0.000175895705595213,0.000195545475515224,0.000168598553617618,0.000200512328306201,0.000174159855615976,0.000108519071507444,0.000308227547997057,1.30119627726664e-05,3.00083309012396e-05,2.75949237064379e-06,1.12162257782965e-05
ferulic acid,0.000140138983143843,9.09069551973186e-05,4.84714936067818e-05,3.92178831732369e-05,0,3.62941591139764e-05,4.04241456094256e-05,4.4295509460161e-05,0.00030050309057296,0,0,0,0,0,0,0.000441882100806297,0,0,5.6491803955382e-05,0.000100660546034373,0.000169333929568898,0.00023008655108148,0.00041562829173041,0.000482829298979114,0.000117751098794986,0.000126310680274475,0,0,3.38446731756878e-05,0,0,3.96640963287405e-06,0,0.000373728344119341,0.000936835876341625,6.86189979629679e-05,0.000374296899230345,0.000996704394307343,0.000342792712786152,0.00170973545793706,0.00107162212444182,0.000400982081219994,0.000524008122708831,0.000717310594501805,0.00071927434820145,0.00094690608935316,0.000428132758977174,0.000531326140960347,0.000294033322880498,0.000938915365921666,0.000449337030350224,0.000449510993753113,0.000395087863645463,0.000869333212031766,0.00041512347311096,0.000296379784927965,0.00113899449077425,0.000587846697490173,0.000951595878309444,0.000711420805232115,0.00109002217668592,0.00074046866019866,0.00102248007738417,0.000695130065368265,0.00113488144542407,0.000753367012505252,0.0018445489383746,0.000305761935272366,0.000871732799987191
fumaric acid,0.000668652896266745,0.00134143353523729,0.00139762175692861,0.000536752425441494,0.00076879900986593,0.000555666099544948,0.00104843849801296,0.000391765766287996,4.61163300578925e-05,2.57962910222377e-05,0.0002795223913508,0,7.37304301612342e-05,0,0,7.54852104378978e-05,0.00015465532781887,0.000113482983497678,0.00390705227035447,2.00279157621428e-05,0.000415252359611274,0.00055936820675134,0.0009012066917642,0.00129710892516958,0.000341624635047946,0.000676924355825837,0,0,0,0,0.000166823785749777,0,0,0,2.01223414782164e-05,0,7.31765934985545e-05,0.000123814456570141,5.4503023574354e-05,9.65815627791082e-05,2.41184712213964e-05,0.000195664074381225,4.63156689661827e-05,3.34775123050655e-05,4.29390509202095e-05,4.43584582073286e-05,2.09814395896168e-05,3.67774774554144e-05,8.25101840319633e-06,1.09463276359828e-05,3.32165854057456e-05,2.52171724942417e-05,8.53719998054707e-06,1.46773312588475e-05,5.13284949020067e-05,1.83543260646903e-05,6.53345995302842e-05,4.73032583833831e-05,1.67949880054398e-05,5.1103043457077e-05,4.62048175337155e-05,3.74721032713944e-05,2.05156180735839e-05,1.46496687265432e-05,5.19574498835702e-05,2.47141866829297e-05,2.15911042091257e-05,1.65800627336012e-05,2.5282066705378e-05
gluconic acid,0.0012800349148569,0.000573643910084226,0.00129817795455969,0.0017852730192501,0.000539519248308746,0,0.002609491916514,0.00127687625539552,0,0,0.000160301562316253,0.000171264110538137,0.000195001514398913,0.000359732949398245,0,0.00431775012849176,0.00283658348767284,0.00297543793654092,0.00303237207162581,0.0022071670581729,0.00232845654259261,0.000262139300381609,0.00158043245988497,0.00228403586485756,0.00359126704514992,0.00106183844869534,0.000542651972173079,0.00108384579742179,0.000646672414396084,0.00061118415236076,0.000307479721633628,0.000944674992339688,0.012493372404078,0.00845959489094531,0.00717799960182815,0.00313398389839431,0.00106759808618726,0.00727728647288754,0.00230711432723776,0.00531635102740902,0.00691011225581504,0.00326470409796276,0.00442929878536589,0.00600003500351109,0.00667410781646472,0.00482388686189171,0.00327582131766714,0.00684128242194399,0.00211240830453931,0.0019539309679931,0.0023157865011942,0.00208844703255999,0.00256494929501648,0.00171361037014206,0.00220025694788738,0.00249010756325753,0.00398755864472072,0.00188816811253674,0.0125316430025394,0.00420990368788176,0.0100645542173497,0.00304256631338546,0.00897053293980119,0.00639314013265384,0.00675870187359939,0.00294050891898162,0.00288826015895318,0.00158291126211399,0.001949359478565
glucuronolactone,0.00135710793225112,0.000509425163233323,0.000128021741278927,0.000521524741207954,0.000565302422633939,0.000535105270145545,0.000397687402979385,0.00160595959306105,0,0,0.000105755830542305,2.12212799569578e-05,0,6.16151614521698e-06,0,0.00019172150693595,0.000346606241303534,0.000203857369859716,0.000743972466458077,0.000523441369691025,0.00167430463801939,0.000176432246805596,0.000561373147524608,0.000100174374224689,0.000141243852994426,0.000252161359182389,1.24626899157185e-05,1.32924345773963e-05,4.81733819788243e-05,0,0,1.63245268194521e-05,0,0.000399514402080274,0,2.3086641854506e-05,0.00106759808618726,0.00727728647288754,0.00230711432723776,0.00531635102740902,0.00691011225581504,0.00326470409796276,0.00442929878536589,0.00600003500351109,0.00667410781646472,0.00482388686189171,0.00327582131766714,0.00684128242194399,0.00211240830453931,0.0019539309679931,0.0023157865011942,0.00208844703255999,0.00256494929501648,0.00171361037014206,0.00220025694788738,0.00249010756325753,0.00398755864472072,0.00188816811253674,0.0125316430025394,0.00420990368788176,0.0100645542173497,0.00304256631338546,0.00897053293980119,0.00639314013265384,0.00675870187359939,0.00294050891898162,0.00288826015895318,0.00158291126211399,0.001949359478565
glutamic acid,0.0254520797753323,0.0413578680386084,0.0580866435353065,0.0611335295655003,0.0663432050479247,0.0456145892050636,0.0386840115618347,0.00936118071577598,0,0,0,0,0,0,0,0.000197391320351065,0.00060420581755967,0,0.0530613628089495,0.0291230603078945,0.0349345170803776,0.0178339399562149,0.0407378884709022,0.0429138625671245,0.0148801949219757,0.0119696542584746,0,0,0,0,0,0,0,0,0,0.00101334684880368,0.00343303259973736,0.00103783390048803,0.00153652618897765,0.00215980767914871,0.00123337182465005,0.00119561180829422,2.61768796709988e-05,1.44641052424375e-05,1.40109960751186e-05,2.21643067545245e-05,1.36021184849198e-05,1.23529809013749e-05,5.1738920691397e-06,6.71758811599606e-06,4.48409812582493e-06,3.66149462116883e-06,6.14281992849942e-06,0.00361111871851756,0.00153071713495471,0.00152310542558068,0.00243945375797008,0.00352892633067157,0.00036524781429324,3.42952597225078e-05,2.08126074563991e-05,0.00387108982918263,1.27801572183785e-05,5.11478573401206e-05,3.40305322428086e-05,4.3607047274916e-06,9.15271439271771e-06,3.28628251507539e-06,1.46671025113224e-05
glutamine,0.0524786033046014,0.124558603835266,0.102700435464569,0.0668863318543389,0.0768668531948846,0.0827917003732432,0.0657104389847952,0.0347699057660543,0.00649815302915457,0.00828175796825902,0.00446795220366576,0.00558323530781055,0.00767161090969981,0.0169391271865917,0.0114831097953381,0.00405110393359423,0.00491710994657422,0.00230208188989659,0.154284096921183,0.186244676857286,0.113682458289896,0.0556463716445614,0.0935683577077261,0.144412614980598,0.0654879461982333,0.0513305511783103,0.00146310444831324,0.000841175102161243,0.00205148688574493,0.00161413020624942,0.000646697107284188,0.000764874863255993,0,0.00405928289158985,0.0052935053986225,0.00212138255469978,1.00021469474133e-05,6.13935812028834e-06,2.13083358840855e-06,1.52141966396826e-06,4.93035478709503e-06,7.93773491516198e-06,1.34581546159342e-06,2.84507562072163e-06,9.6510972945349e-07,4.53268694183047e-06,8.36256922218614e-06,4.04338626780029e-06,1.00225574670609e-05,7.89133523416201e-06,5.01277294825339e-06,6.05339738618034e-06,9.30194846404331e-06,8.94523429199715e-06,6.83644927308578e-06,6.05257124838073e-06,6.77280995342394e-06,8.57501848006908e-06,5.40407856725181e-06,3.03505499608229e-06,6.94349230317933e-06,5.67165609728918e-06,5.29987360025663e-06,4.11470060537522e-06,1.02006029885064e-05,9.57002924770541e-06,2.00626969592921e-05,4.8052532607755e-06,1.0904456134625e-05
glycerol phosphoric acid,0,0,0,4.0508702171294e-05,6.05172214511185e-05,0,0,0,0.000222121715715459,0.000291952909994367,0.000268194787780046,0.000308511952807052,0.000187735858900658,0.000225278228326291,0.000715038765388727,0.00159159582129081,0.000322323358422454,0.000792229056864942,8.16826395427345e-06,4.12437392842802e-06,0,0,0,8.33618636451817e-06,0,0,0.000298827589270518,0.000420890228947731,0.000342921736148067,0.000214781473091071,0.000214859312470377,0.000394882144712882,0.00293730213555387,0.0021543271234649,0.00142627318723564,0.00118222073775226,0.000295584421277002,0.000829436214465154,0.000372059610822694,0.00164179126695128,0.00109037793490439,0.000425726513532062,0.000405098480201888,0.00036126373569909,0.00040096750621272,0.000447037981772569,0.000360959586978954,0.00028816965171111,0.000293829190882986,0.000243245606939144,0.000272009890482188,0.000222726403605849,0.000360029748457207,0.000520591739603621,0.000494704017160369,0.000366281011483821,0.00105780301464095,0.000590536390964515,0.00067125076558913,0.000546490524251982,0.00059921562477417,0.000661207524595128,0.000598013544496488,0.000450580893757772,0.00073322297361362,0.000527851917807547,0.00054479452955736,0.000306001789880885,0.000616158323682537
guanine,0.0744029273972231,0.0344053196462379,0.0280187366951059,0.0507030287756219,0.0439686895365008,0.0351716348738089,0.0561061638079731,0.102904763291595,0.114735233348042,0.124775257642494,0.0873842364992955,0.0819878564027757,0.125481563356907,0.0912856271621955,0,0.119996534840174,0.0269947411628996,0.0758983602439758,0.0607101724294799,0.0616711565439686,0.0915262696123252,0.11345479927705,0.0552788438745452,0.0570964007547224,0.120777151556013,0.105797035330746,0.123321833392702,0.140723547919095,0.126673216646095,0.131852542097554,0.156212773277583,0.155688769122702,0.0791077756636145,0.082239179238659,0.0870764594224217,0.0735283847923206,0,4.4236085558344e-07,7.87865207251068e-07,0,0,5.26782138824431e-07,8.50699699921702e-05,0.000147627488977133,0.000111471416932873,0.000159870063927869,7.47944694510762e-05,0.000235507278809099,1.24076848383968e-05,8.63964559403152e-06,1.00102319576918e-05,1.35193414685033e-05,1.0711103094655e-05,0,0,1.72641436997355e-06,0,0,0.000388133067660336,7.93658057201179e-05,0.000148834363455786,1.24450360392643e-05,0.000182511837020806,0.000118011622782905,9.08458452013779e-05,1.8756408650806e-05,7.10928811909783e-06,1.90608120131444e-05,5.39673774575882e-06
guanosine,0.00222632063425115,0.00218050450188876,0.00121044410058445,0.00233940273089637,0.000319504006798591,0.00121917344223977,0.00282452781423001,0.00338731771172363,0.0345931743988812,0.0217537948844378,0.0144597496293372,0.0282423946711559,0.0278881728110293,0.0331190846275359,0,0,0,0,0.00147150255943764,0.00338170741505643,0.00307685451067076,0.00449365226401226,0.00132704455154333,0.00399370631472831,0.00276284919601512,0.00396615595183359,0.0540563177691936,0.0499934215046092,0.04333945094316,0.0453116735420291,0.0319487746943817,0.0471314571222796,0.0101596982272037,0.000240631501078267,0.000441369683435258,6.50091604209527e-05,2.24395234604738e-05,4.46202416590397e-05,4.65648685009146e-05,2.13061840680781e-05,2.99383377241441e-05,6.28500945738474e-05,1.07434410685913e-05,1.56360343691425e-05,1.26924146723426e-05,9.97517550391564e-06,6.30733499199912e-06,1.5831127028693e-05,1.36047199699931e-05,6.6333210637193e-06,8.06628182825833e-06,1.09017238106323e-05,1.2267427784209e-05,2.78953297184122e-05,1.65356469755724e-05,3.43676102717385e-05,2.39452323375532e-05,2.64490609723679e-05,5.01427562028178e-05,1.24310964956904e-05,2.71183849586579e-05,2.43442508738954e-05,3.83714186455726e-05,2.13933711285305e-05,2.12198120828965e-05,1.07342913498602e-05,5.5336620746509e-06,1.09608527424239e-05,7.25175812062919e-06
histamine,0.00022595571082667,0.000436756962989525,2.33478862378507e-05,0,0,0,0.000337404479560545,0.00024269853611712,0.0226865645092376,0.0663831982530584,0.0334293259091426,0.0318346053247921,0.0140714800521267,0.0456533247318902,0.14420564803013,0.00179369029451985,0.00353740993414001,0.00258456994366681,0.000339322189745097,0.000295412407125465,0,0,0,0,0,0.000321873747633282,0.0193939980857587,0.00779788037248481,0.011807191904436,0.0290040896809784,0.0282084526645359,0.016733766416786,0.207151735189166,0.00215284131634007,0.00451022674349597,0.00138618127835716,3.68827759813329e-05,8.99231800463038e-05,7.10117218798974e-05,7.28662586802864e-05,7.12906221970365e-05,9.22609995481069e-05,6.11530639403788e-06,1.87447608109839e-05,1.1251738966617e-05,6.338688335846e-06,1.12522555086192e-05,1.1927770125394e-05,2.37359508035894e-05,1.24631935045629e-05,2.06582495489812e-05,3.06238773497927e-05,3.05444877443005e-05,3.72796838168769e-05,3.42609707085051e-05,4.62899958298054e-05,9.17300794190319e-05,6.1504255518514e-05,1.94358068648819e-05,7.64075135521844e-06,2.1459283169255e-05,2.83485307220951e-05,1.92542385046114e-05,1.2039352825933e-05,1.52246801122781e-05,2.47643079670578e-05,2.01744444227765e-05,1.52061630904129e-05,1.34844312267171e-05
histidine,0.00221295576593393,0.00494525048081701,0.00512801600519895,0.00319161674471228,0.00206492117894218,0.00740655751063009,0.00299861797776844,0.00145043809510115,0,0,0,0,0,0,0,0,0.000211688535781424,0.00137391883775559,0.00474541328519512,0.00375867912316369,0.00265249767243866,0.00134103927573872,0.00021570801150937,0.00694943963693663,0.00309435668411378,0.000647772869225295,0,0,0,0,0,0,0,0,0,0,0.000585481761211845,0.00202220906663642,0.00373509873699499,0.000142571768849352,0.00188506811380741,0.00611276109545975,0.000235810875582254,0.000709818413794447,0.00106097069459437,0.000158540505216204,0.000211665964253482,0.000966313279461372,0.000869964178446403,0.000658063934966616,0.00071972831642121,0.000905545122891166,0.00113528921760848,0.00130072847935259,0.000406053201354515,0.00319565035111313,0.000607627044903934,0.00111217349459521,0.00372805563558142,0.000275793249294237,0.00150004657523703,0.00107434113369596,0.00161947483282277,0.00552278108481095,0.00055468135602605,0.000634107091699001,6.61746415739506e-05,0.00109310658245572,0.000187138105410304
histidinol,0.00031385665468632,0.000539850878595522,0.000369930633965258,0.000629374280608141,0.000300335932108715,0.000270832298589644,0.000689085537510344,0.000493458111831893,0.00189664530847514,0.0019827538050948,0.00136225434229033,0.00136471326485178,0.00253136940174137,0.00202683940925585,0.00690626922312749,0.00040075724716556,0.000234325089984375,0.000173853746347129,0.000472787795193288,0.00137835256093489,0.000576219068794168,0.000473870872588956,0.00154963443755396,0.00155344179269141,0.000501688676732621,0.000646863093376645,0.000968210875000077,0.000917760607628989,0.000926047801089717,0.00111648866298604,0.00104627624443343,0.00126319003391988,0.017870663221281,0.000406208014475791,0.000480838068135881,0.000244375101329933,0.0149875643923531,0.00114983724925489,0.0109186662990586,0.000242542182418278,0.000485539377684442,0.000856655836346324,0.0566877494603545,0.0371777375923694,0.055246322886737,0.0567989959648875,0.0988926882565564,0.0416161481890547,0.0475184843080371,0.0382875276310616,0.0504554261994295,0.0658350524270697,0.0571941435786909,0.04667647217783,0.0117696761524112,0.00999323531980345,0.00160355678406602,0.0104442110712946,0.0285182762469357,0.0365307667623999,0.00976103425413514,0.0239482077107579,0.0253473346472232,0.05090100961095,0.0204848695072347,0.0315081981293025,0.0676277899030806,0.027294126315876,0.0682844910520029
hydroxycinnamic acid,0.00345585237609419,0.00304612533553534,0.00135960841421075,0.00220855275494169,0.00151470098041331,0.0013882513992188,0.0019218485078092,0.00147484796144219,0,0,0.000401145505606694,0,0,0.000522916562611228,0,0.000571915688515669,0,0.000196525374042683,0.00101466701502079,0.00622565467428062,0.00433598004020622,0.00321842515875317,0.00480773658170397,0.00952671283443421,0.00298653291044566,0.00571415404464465,0,0,0,0,0,0,0,0,0,0,0.00120970525365306,0.00599135264708585,0.00646413362391969,0.0019086430022634,0.00596393579025729,0.0056708612076309,0.00154089568361255,0.00327775206968001,0.00470199323137233,0.00154110561450481,0.00119049503635841,0.00383342362494467,0.00161642580154264,0.00148098627348111,0.00207461053147848,0.00167106964750003,0.00186650909417629,0.0013538775961759,0.00138747806076017,0.00339375048924724,0.00162592369732933,0.00135368641064299,0.00577794820224146,0.00160599661310803,0.00461995857784185,0.00167598289531624,0.00438376644840684,0.00595875722726279,0.00188931101897642,0.00226899199061351,0.00104506922703842,0.00134997839896789,0.000802798484615182
indole-3-acetic acid,0.000254100809891,0.000196760779170634,0.000480945592922117,0.000828752166808196,6.79820442722528e-05,0.000994860710162844,0.000587147131840989,0.000526828767715985,0.0112434829670367,0.0487247777253464,0.0212787043496237,0.0234330353452857,0.0268142505310184,0.0565519417343583,0.0210516257320743,0,7.46115532562862e-05,0,0,0.000442504187523171,0.000403814811328959,0.00048370116689073,0.00066200941153297,0.000236040370395826,0.000444019526651115,0.000294056664059417,0.0233796880066416,0.0172525106834155,0.0185670057965736,0.00885465334092249,0.0509535802197739,0.0248042835917992,0.171974944646715,0,0,0,0.0149875643923531,0.00114983724925489,0.0109186662990586,0.000242542182418278,0.000485539377684442,0.000856655836346324,0.0566877494603545,0.0371777375923694,0.055246322886737,0.0567989959648875,0.0988926882565564,0.0416161481890547,0.0475184843080371,0.0382875276310616,0.0504554261994295,0.0658350524270697,0.0571941435786909,0.04667647217783,0.0117696761524112,0.00999323531980345,0.00160355678406602,0.0104442110712946,0.0285182762469357,0.0365307667623999,0.00976103425413514,0.0239482077107579,0.0253473346472232,0.05090100961095,0.0204848695072347,0.0315081981293025,0.0676277899030806,0.027294126315876,0.0682844910520029
isoleucine,0.000803927373198659,0.00179423422770258,0.00115787603462854,0.00157832328090235,0.00119058290976738,0.00128410496217024,0.000868295542534973,0.000954136634798013,0,0.000183807517356006,0.000108216044720657,0,0,7.53550375578501e-05,0,5.27533790503293e-05,9.57553874251272e-05,0,0.0011790952663071,0.00203739000739177,0.0017854120044784,0.00239240276443436,0.000684511184695894,0.00194321273232752,0.000522899232348805,0.000405190083670921,0,0,0,0,0,0,0,0,0,0,3.46048585296379e-06,5.89518735312315e-06,3.21278879029895e-06,6.13181836510835e-06,5.46796106891339e-06,4.85760831835843e-06,9.18249972450935e-06,1.17048621674868e-05,1.43210114049174e-05,1.80769938746563e-05,1.22995654265406e-05,1.92187999943551e-05,2.27392512639798e-05,2.46588038219935e-05,2.32830141814654e-05,4.3723757821543e-05,3.37711623309662e-05,3.60351678899388e-06,3.46150092413448e-06,3.29602094063495e-06,3.57000525334274e-06,2.47497806855706e-06,1.71346263869071e-05,1.29885789265446e-05,2.27894056864094e-05,4.91452031457603e-06,2.61619803390353e-05,1.76084206540657e-05,1.30638811049112e-05,2.32484386972895e-05,3.8674374739774e-05,1.54614467922521e-05,1.73232021822726e-05
