"","id","group","Azoles","Benzene and substituted derivatives","Carboximidic acids and derivatives","Carboxylic acids and derivatives","Diazines","Fatty Acyls","Imidazopyrimidines","Indoles and derivatives","Organonitrogen compounds","Organooxygen compounds","Pteridines and derivatives","Purine nucleosides","Pyridines and derivatives","Pyrimidine nucleosides","Quinolines and derivatives","Tetrapyrroles and derivatives","Unknown"
"31","root.EON.Medicago.2.444.4b.R","root.Medicago",0.000106930631967797,0.00296760189513312,0,0.0254761306042739,0.199508204931542,0.045511649527257,0.000605422801209513,0.0728671765300789,3.28515395956096e-05,0.00831522625033043,0.000922473802600166,0.00374621528232015,0.000245294675021595,0.000125586933876016,0.00348117933901987,2.65470471418062e-05,0.636061508208632
"32","root.EON.Medicago.3.444.4c.R","root.Medicago",3.71274009661856e-05,0.00115281859286672,0,0.0131392965776285,0.105121439814327,0.141376212692259,0.00211431458419954,0.0293266019026689,1.94520189928529e-05,0.0103812879711059,0.000121463201518557,0.00116442074075359,2.69385830460454e-05,0.000297007013016731,0.00110630241270186,1.69020765242909e-05,0.694598414417424
"33","root.EON.Medicago.4.449.4c.R","root.Medicago",7.26225664778899e-05,0.00347156373141548,0,0.023697797243734,0.162065058049404,0.0434846980929257,0.000935717275629552,0.0741238713349733,1.86530572966837e-05,0.0058196758567563,0.00056325184166546,0.00299003707858092,0.000104073059969867,8.74700779946153e-05,0.00245348522889514,1.83657328043674e-05,0.680093659771476
"34","shoot.EOD.Arabidopsis.1.451.3.S","shoot.Arabidopsis",2.29267948121535e-05,0.00110179862250488,0,0.00264397805825173,0.0115336101875834,0.0276935158730761,0.000173793971875763,0.0396886561292815,0.000130587081626735,0.0711426413811899,0.000237745152094295,0.000222225204380538,0.000182584360391605,4.09353497866158e-05,0,2.454521212243e-05,0.845160456621022
"35","shoot.EOD.Arabidopsis.2.452.3.S","shoot.Arabidopsis",5.32985414680108e-05,0.00655733032982083,0,0.00341662698847081,0.0835628466193047,0.0103259620862842,0.000780205604400434,0.0245808090777499,0.000119009735877107,0.0407701289320597,0.000364289097309722,0.000471655466522746,0.000504420392010025,5.08533717103942e-05,0,1.68275405718379e-05,0.828425736216439
"36","shoot.EOD.Arabidopsis.3.453.3.S","shoot.Arabidopsis",2.56174008507636e-05,0.00258640315379913,0,0.00700476002730821,0.0859214688389608,0.0170380656758594,0.0014774324448868,0.0171869098379929,0.000132278962665598,0.0556355238572686,0.000174727462745891,0.000218468270551816,0.000732777584665,5.62173633000515e-05,0,2.40681511931781e-05,0.811785280967952
"37","shoot.EOD.Arabidopsis.4.454.3.S","shoot.Arabidopsis",8.38223054474068e-05,0.00686934638782685,0,0.00229820640471221,0.0279773420624471,0.0122814461804544,0.000217379683458731,0.00946919722750342,0.000146438356828509,0.0312650120134237,0.000280048116265776,0.000992307069069999,0.000438048787378073,0.000108081377814752,2.4410541624669e-05,1.69696543057315e-05,0.907531943831439
"38","shoot.EOD.Arabidopsis.5.455.3.S","shoot.Arabidopsis",3.50052194043999e-05,0.00812962319172984,0,0.00195255535495585,0.00387068363212458,0.0426024725988648,0.000303907986658355,0.00776373004963271,0.000131700990778159,0.0474606280096727,0.000207477945561033,0.000437264971736196,0.000298826930619237,6.03008681522747e-05,0,1.87339192971267e-05,0.886727088330813
"39","shoot.EOD.Arabidopsis.6.456.3.S","shoot.Arabidopsis",7.44801305711259e-05,0.00146001390448847,1.99935300322287e-06,0.00535833785959781,0.0245035837449731,0.00524927692241384,0.000218540064178337,0.0567996370549693,0.000151212891591833,0.0456540176741709,0.00128545929242925,0.000560059094518131,0.000495215913777274,7.75494820078063e-05,0,1.88654156781326e-05,0.858091751201631
"40","shoot.EOD.Brachy.1.433.3.S","shoot.Brachy",0.000203003302169438,0.0115973637860049,0.000554531084035843,0.0106522098241838,0.0801933617642105,0.0103093419597438,0.000298024654293612,0.113550236171539,0.000606734068337541,0.0241487941890692,0.000315416193760033,0.000679129139822056,0.00161227515004269,0.000254544912946169,0.000763481876870331,5.59776274583922e-05,0.744205574295512
"41","shoot.EOD.Brachy.2.434.3.S","shoot.Brachy",0.000144460556151933,0.0175101568423732,0.00037417498861171,0.0135913596165823,0.133901449263946,0.00821510536218427,0.000360900761846643,0.0591348608072626,0.000336992278682666,0.0159391988800556,0.000263686421056782,0.000599856358021999,0.00136948076278687,0.000263294857098207,0.000127408182147371,4.1169010499517e-05,0.747826445050693
"42","shoot.EOD.Brachy.3.436.3.S","shoot.Brachy",0.000120243446272685,0.0084512984883779,0.000309772901687336,0.00850912341908365,0.034433914633159,0.0384383545295247,0.000385140627406323,0.0840565075973749,0.000438168773400836,0.0555977372088898,0.000307076097325908,0.000394682690027871,0.00161552967661914,0.000151691206875933,0.000309058311714577,8.82796315480525e-05,0.766393420760711
"43","shoot.EOD.Brachy.4.437.3.S","shoot.Brachy",0.000198584645585751,0.0189708280431111,0.000475076099644898,0.00826943753829844,0.0670109791020489,0.0104971421173117,0.000283753935684533,0.106693466459126,0.00028221887978578,0.0275188505167822,0.000526202218981152,0.000939684377677367,0.00193102045239069,0.000221971990858857,0.000856626870657783,5.27642424741445e-05,0.75527139250958
"44","shoot.EOD.Brachy.5.438.3.S","shoot.Brachy",9.54035734518291e-05,0.0111675082097302,0.000229849454696756,0.00803420181278371,0.0590510358924176,0.0601936778816909,0.000323286056993753,0.0886046957249304,0.000419748773291244,0.0358115628687979,0.000189391852089745,0.000313734806461886,0.00122902570274162,0.00015121177097626,0.000280802784981539,8.22724388732152e-05,0.733822590395091
"45","shoot.EOD.Brachy.6.439.3.S","shoot.Brachy",0.000152902099140617,0.0177079296917497,0.000352597587404562,0.00995624681626439,0.0837557266868717,0.0080208118129543,0.00035319147214639,0.113519020065426,0.000289658627730265,0.0172929107136292,0.000394950397587994,0.000698715365125451,0.00136309953230324,0.000218972959132384,0.000538785218252896,4.50639284171179e-05,0.745339417025864
"46","shoot.EOD.Medicago.1.442.3a.S","shoot.Medicago",0.000122965558178131,0.0045053843890413,3.1619329493998e-06,0.0153111254354946,0.225441139160845,0.0200967895835301,0.00293162329412861,0.09707542132687,6.12469997497314e-05,0.0339865898405246,5.8856464807785e-05,0.00140017771032682,0.000100316724839749,0.000164229741502383,0,4.0271313043178e-05,0.598700700524169
"47","shoot.EOD.Medicago.2.442.3b.S","shoot.Medicago",0.000246411243036131,0.00315461282540617,2.60097820222494e-06,0.0136591878257402,0.131666882556398,0.0459443754671253,0.00176296080861143,0.0543961634819241,4.31921081793309e-05,0.0464520978160631,1.54249835415577e-05,0.000835657794365023,5.03587867359731e-05,0.000160036659030427,0,3.53440814988027e-05,0.701574692584142
"48","shoot.EOD.Medicago.3.444.3a.S","shoot.Medicago",7.21391742647232e-05,0.00369444655523875,2.42211936833795e-06,0.0140074729503381,0.109087433676229,0.173842061857315,0.000908508386730337,0.0614885404032379,5.22680187704757e-05,0.0538441979606141,9.63398614901005e-05,0.000608839665047911,9.50122860883259e-05,9.00179060610007e-05,0,3.72827926092181e-05,0.582073016386596
"49","shoot.EOD.Medicago.4.449.3a.S","shoot.Medicago",0.000213888369740407,0.00367457110761753,4.47984936806675e-06,0.0183730334009891,0.17172002662936,0.0275048101189189,0.0020639647282906,0.103351918014928,8.88619937358686e-05,0.0352828431389847,2.47601754989249e-05,0.00124572110394532,6.76915736403061e-05,0.000113046593975059,4.89903801995906e-05,4.38581065056587e-05,0.636177534714302
"50","shoot.EOD.Medicago.5.449.3b.S","shoot.Medicago",0.000159062604621123,0.00335380536957268,3.62007372621862e-06,0.011445014479361,0.114584642522935,0.108934110756593,0.000967412591485013,0.0652734929861152,7.84306879896884e-05,0.0514312795748263,0.000109245784855391,0.000570658244599486,0.000120382379828211,0.000127081487462725,0,4.47107810508211e-05,0.642797049674979
"51","shoot.EON.Arabidopsis.1.451.4.S","shoot.Arabidopsis",4.01137078077481e-05,0.00318571742009335,0,0.00687713847098627,0.172743985078761,0.00523181892967429,0.00130302942530555,0.0142945200305999,0.000146250044471605,0.036859414215616,0.000121098886861216,0.000593090458190138,0.000438751155732005,8.30928616674887e-05,0,1.52753912841055e-05,0.758066703922949
"52","shoot.EON.Arabidopsis.2.452.4.S","shoot.Arabidopsis",3.28851926225366e-05,0.00493756765043895,0,0.00517813726194844,0.102258715984069,0.00874724679439559,0.00122372060823361,0.0101702766359178,0.000140707254651103,0.0385904248657013,0.000300093782245874,0.000976012038122222,0.000635158503143009,6.62699510129284e-05,0,1.17881034243762e-05,0.826730995374073
"53","shoot.EON.Arabidopsis.3.453.4.S","shoot.Arabidopsis",3.91871803308808e-05,0.00525797017571948,0,0.0032066201081932,0.0436819991484529,0.0248491074594121,0.000945630420648734,0.0100040878098086,0.000148188972154854,0.0614273345751447,0.000115200051261686,0.000395817151993748,0.000661726359515507,7.82182678411138e-05,0,1.90152912478784e-05,0.849169897028275
"54","shoot.EON.Arabidopsis.4.454.4.S","shoot.Arabidopsis",6.19396026858017e-05,0.00496213344696399,0,0.00179104174882893,0.0211460482559172,0.038416895781194,0.000407623982480498,0.0110821442339515,0.00015752644848745,0.0574671112848058,6.36287411844844e-05,0.000558649320041641,0.000539046835833652,7.05763796724194e-05,0,2.38905830185923e-05,0.863251743354934
"55","shoot.EON.Arabidopsis.5.455.4.S","shoot.Arabidopsis",2.89440432236891e-05,0.00149303044224385,0,0.0023416159725431,0.0106758176476358,0.0248979725931774,0.000408704151119934,0.0244368145167129,0.000114109293074345,0.0547702265938713,0.000290243436049645,0.000289650953530585,0.000481834183941332,5.58588943117759e-05,0,1.81117561246051e-05,0.87969706552244
"56","shoot.EON.Arabidopsis.6.456.4.S","shoot.Arabidopsis",5.34238384692754e-05,0.00215409470740424,0,0.00382733394743222,0.040902821314872,0.00666589772491072,0.000439773732432841,0.0293319152772193,0.000146299375367342,0.036265856139403,0.000752073090867727,0.000607646184546713,0.000739534917158157,5.05242875158746e-05,0,1.15640914273493e-05,0.878051241370973
"57","shoot.EON.Brachy.1.433.4.S","shoot.Brachy",0.000192820758113039,0.0171944338145552,0.0004687150621544,0.010147083684327,0.0732702352821005,0.0131483781774089,0.000425118081160691,0.0399290310430927,0.000482148537361365,0.0382614715082021,0.000357514962594632,0.000742064429748795,0.00191585273853995,0.000224813608562153,0.000113406635789491,7.09080140299296e-05,0.803056003662259
"58","shoot.EON.Brachy.2.434.4.S","shoot.Brachy",0.000192602781136379,0.0184995566066644,0.000580426144026164,0.0092600410082412,0.075543539734944,0.0112248730236289,0.000404954560586333,0.0416665938187693,0.000607238258357627,0.0339800503377021,0.000200453252497798,0.000480183559359435,0.00136202408098331,0.000242524674256993,0.000131389580954604,9.69579613656831e-05,0.805526590616526
"59","shoot.EON.Brachy.3.436.4.S","shoot.Brachy",0.00016393352182358,0.0116042989568168,0.000417319848103523,0.00783835263464418,0.0300256169835865,0.0585259456728128,0.00041051749944843,0.0263974301011631,0.000767282336696114,0.0656572593319114,0.000188234796972361,0.000501678922215928,0.00171619587156169,0.000174843620652348,0.000230262382640261,0.000105218115870191,0.795275609403081
"60","shoot.EON.Brachy.5.438.4.S","shoot.Brachy",0.000163587251832371,0.0122374037301583,0.000335959777417883,0.0072699541827084,0.077128128733166,0.0502228793998857,0.00025945713100232,0.049815441034731,0.000542612842558846,0.0478862939020226,0.000179247550699858,0.00034010577143708,0.00147141459964759,0.000239210018256794,0.000290565275759385,0.000103514645729198,0.751514224152987
"61","shoot.EON.Brachy.6.439.4.S","shoot.Brachy",0.000178133130797524,0.00959418259578441,0.000282182335216828,0.00619999903406327,0.0417339469004044,0.04997110592899,0.000262237332818963,0.0296771090214203,0.000462612446515121,0.0594112588767383,0.000291034159690106,0.000478602854277241,0.00218097759405712,0.000159380293347788,0.000229038236924279,8.24177730001236e-05,0.798805781485954
"62","shoot.EON.Medicago.1.442.4c.S","shoot.Medicago",0.000130048143169818,0.0061375169598002,1.31383674611969e-05,0.0148421307443407,0.141872788221812,0.0853113885313077,0.002087158986525,0.0344665134774333,8.96596909643106e-05,0.0437541255094634,7.62729246137897e-05,0.00153390101044167,9.8922441818838e-05,0.000212381994809148,0,4.44694256488894e-05,0.66932958357039
"63","shoot.EON.Medicago.2.444.4b.S","shoot.Medicago",0.000127557850960239,0.00548796417864981,1.72824223840403e-06,0.0165930173400821,0.116259186785397,0.172273419273408,0.00145407964270834,0.0263668306301361,6.15233363185944e-05,0.0243884180844973,6.13464710103275e-05,0.00098516987912591,0.000242127977637636,0.000108706174446743,0,3.43161796753434e-05,0.635554607953709
"64","shoot.EON.Medicago.3.444.4c.S","shoot.Medicago",8.59215645480648e-05,0.00528016675696267,0,0.012064797139086,0.161348159267404,0.126073856750403,0.00175890962228755,0.0339734503066235,4.78527510771772e-05,0.0417359457151517,8.90960784402163e-05,0.00111529019579807,0.000101595742211277,0.000258961848609444,0,2.98930036735257e-05,0.616036103257724
"65","shoot.EON.Medicago.4.449.4c.S","shoot.Medicago",0.000180703498797886,0.00830066213874336,2.14454524398366e-06,0.0207655278449069,0.230022324796889,0.0209670419109936,0.00369435151470975,0.048300536962069,6.83664121527456e-05,0.0398260558280523,3.73806253163748e-05,0.00311284495210614,7.75813041592129e-05,0.000221896380487126,7.70793028090443e-05,3.40545071112957e-05,0.624311447475452
