"","id","group","Alcohols and polyols","Alloxazines and isoalloxazines","Amines","Amino acids, peptides, and analogues","Benzoic acids and derivatives","Bilirubins","Carbohydrates and carbohydrate conjugates","Carboximidic acids","Dicarboxylic acids and derivatives","Fatty acids and conjugates","Hydroxyindoles","Imidazoles","Indolyl carboxylic acids and derivatives","Purines and purine derivatives","Pyridinecarboxylic acids and derivatives","Pyridoxamines","Pyrimidine 2-deoxyribonucleosides","Pyrimidines and pyrimidine derivatives","Quinoline carboxylic acids","Tryptamines and derivatives","Unknown"
"43","shoot.EOD.Brachy.4.437.3.S","shoot.Brachy",0.0275010224084296,0.000526202218981152,0.00028221887978578,0.00775315221498909,0.0189708280431111,5.27642424741445e-05,1.782810835263e-05,0.000475076099644898,0.000516285323309343,0.0104971421173117,0.00346244426130344,0.000198584645585751,0.103210690984857,0.000283753935684533,0.0005371536038374,0.00139386684855329,0.000206470715803616,0.0670109791020489,0.000856626870657783,2.03312129659677e-05,0.756226578162313
"44","shoot.EOD.Brachy.5.438.3.S","shoot.Brachy",0.0357956242283037,0.000189391852089745,0.000419748773291244,0.00742963696787069,0.0111675082097302,8.22724388732152e-05,1.59386404941971e-05,0.000229849454696756,0.000604564844913021,0.0601936778816909,0.00195148476212807,9.54035734518291e-05,0.0865811973012085,0.000323286056993753,0.000911767038085709,0.000317258664655915,0.000111166135022253,0.0590510358924176,0.000280802784981539,7.20136615938111e-05,0.734176370837507
"45","shoot.EOD.Brachy.6.439.3.S","shoot.Brachy",0.017281844895169,0.000394950397587994,0.000289658627730265,0.00934681827479926,0.0177079296917497,4.50639284171179e-05,1.10658184602469e-05,0.000352597587404562,0.000609428541465136,0.0080208118129543,0.00285816662139128,0.000152902099140617,0.110644133140433,0.00035319147214639,0.000480246755655488,0.00088285277664775,0.000193758417037,0.0837557266868717,0.000538785218252896,1.67203036012344e-05,0.746063346933085
"46","shoot.EOD.Medicago.1.442.3a.S","shoot.Medicago",0.0339306808381421,5.8856464807785e-05,6.12469997497314e-05,0.0153032292935334,0.0045053843890413,4.0271313043178e-05,5.59090023824174e-05,3.1619329493998e-06,7.89614196122214e-06,0.0200967895835301,0.00516653464444031,0.000122965558178131,0.0918922965045973,0.00293162329412861,5.70724627528769e-06,9.4609478564461e-05,0.000136998372677937,0.225441139160845,0,1.65901778323961e-05,0.60012810960332
"47","shoot.EOD.Medicago.2.442.3b.S","shoot.Medicago",0.0463944834323017,1.54249835415577e-05,4.31921081793309e-05,0.0136591878257402,0.00315461282540617,3.53440814988027e-05,5.76143837613818e-05,2.60097820222494e-06,0,0.0459443754671253,0.00374655589774857,0.000246411243036131,0.0506146552341943,0.00176296080861143,6.37624240688907e-06,4.3982544329084e-05,9.64368873390328e-05,0.131666882556398,0,3.49523499812233e-05,0.702473950150198
"48","shoot.EOD.Medicago.3.444.3a.S","shoot.Medicago",0.053786159422317,9.63398614901005e-05,5.22680187704757e-05,0.0140027658908218,0.00369444655523875,3.72827926092181e-05,5.80385382971029e-05,2.42211936833795e-06,4.70705951629688e-06,0.173842061857315,0.00618512985517292,7.21391742647232e-05,0.0552981447817593,0.000908508386730337,2.95199157730792e-05,6.54923703152466e-05,7.35707127201565e-05,0.109087433676229,0,5.26576630573529e-06,0.582698303244985
"49","shoot.EOD.Medicago.4.449.3a.S","shoot.Medicago",0.0352292511959111,2.47601754989249e-05,8.88619937358686e-05,0.0183730334009891,0.00367457110761753,4.38581065056587e-05,5.35919430735626e-05,4.47984936806675e-06,0,0.0275048101189189,0.00772084021388974,0.000213888369740407,0.0956143641494625,0.0020639647282906,1.63328027694369e-05,5.13587708708692e-05,0.000101443891305862,0.17172002662936,4.89903801995906e-05,1.67136515756403e-05,0.637434858520916
"50","shoot.EOD.Medicago.5.449.3b.S","shoot.Medicago",0.051379191943378,0.000109245784855391,7.84306879896884e-05,0.0114408524470795,0.00335380536957268,4.47107810508211e-05,5.20876314483487e-05,3.62007372621862e-06,4.16203228148532e-06,0.108934110756593,0.00541290954608276,0.000159062604621123,0.0598282308051031,0.000967412591485013,3.15814048767125e-05,8.88009749514984e-05,0.000109493515590795,0.114584642522935,0,3.23526349292967e-05,0.64338529589145
"51","shoot.EON.Arabidopsis.1.451.4.S","shoot.Arabidopsis",0.0314926558988732,0.000121098886861216,0.000146250044471605,0.00683077617528341,0.00318571742009335,1.52753912841055e-05,0.00536675831674282,0,4.63622957028601e-05,0.00523181892967429,0.00226273208722031,4.01137078077481e-05,0.0120317879433795,0.00130302942530555,0.000326331162292464,0.000112419993439541,3.1072346652529e-05,0.172743985078761,0,0,0.758711814896154
"52","shoot.EON.Arabidopsis.2.452.4.S","shoot.Arabidopsis",0.0372666351123384,0.000300093782245874,0.000140707254651103,0.00516094517756794,0.00493756765043895,1.17881034243762e-05,0.0013237897533629,0,1.71920843805011e-05,0.00874724679439559,0.00349047186022557,3.28851926225366e-05,0.0066798047756922,0.00122372060823361,0.000368185883055055,0.000266972620087954,3.62860381968294e-05,0.102258715984069,0,0,0.827736991325011
"53","shoot.EON.Arabidopsis.3.453.4.S","shoot.Arabidopsis",0.0596820024705486,0.000115200051261686,0.000148188972154854,0.00320114985299531,0.00525797017571948,1.90152912478784e-05,0.00174533210459609,0,5.47025519789484e-06,0.0248491074594121,0.00393463004273465,3.91871803308808e-05,0.00606458763915539,0.000945630420648734,0.000506980781325011,0.000154745578190496,3.90366667355634e-05,0.0436819991484529,0,4.87012791853364e-06,0.849604895781374
"54","shoot.EON.Arabidopsis.4.454.4.S","shoot.Arabidopsis",0.0563303935311539,6.36287411844844e-05,0.00015752644848745,0.00178682690797005,0.00496213344696399,2.38905830185923e-05,0.00113671775365184,0,4.21484085888768e-06,0.038416895781194,0.00371849571189181,6.19396026858017e-05,0.00736364852205969,0.000407623982480498,0.000277096113889259,0.000261950721944394,4.74689263760057e-05,0.0211460482559172,0,0,0.863833500128272
"55","shoot.EON.Arabidopsis.5.455.4.S","shoot.Arabidopsis",0.0511844385744152,0.000290243436049645,0.000114109293074345,0.00233571794711391,0.00149303044224385,1.81117561246051e-05,0.00358578801945614,0,5.89802542918599e-06,0.0248979725931774,0.00235532183797539,2.89440432236891e-05,0.0220814926787375,0.000408704151119934,0.000185357487037204,0.000296476696904128,2.40072534395687e-05,0.0106758176476358,0,0,0.880018568116842
"56","shoot.EON.Arabidopsis.6.456.4.S","shoot.Arabidopsis",0.0322034821312895,0.000752073090867727,0.000146299375367342,0.00381290909395079,0.00215409470740424,1.15640914273493e-05,0.00406237400811353,0,1.44248534814279e-05,0.00666589772491072,0.00289373130533294,5.34238384692754e-05,0.0264381839718863,0.000439773732432841,0.000182739866188478,0.000556795050969679,3.75585327411634e-05,0.040902821314872,0,0,0.878671853310295
"57","shoot.EON.Brachy.1.433.4.S","shoot.Brachy",0.0382444799969585,0.000357514962594632,0.000482148537361365,0.00964164227762227,0.0171944338145552,7.09080140299296e-05,1.69915112436176e-05,0.0004687150621544,0.000505441406704749,0.0131483781774089,0.00391705263921683,0.000192820758113039,0.0359799694337654,0.000425118081160691,0.000568928234996111,0.00134692450354384,0.000205704456212514,0.0732702352821005,0.000113406635789491,3.20089701104245e-05,0.803817177244358
"58","shoot.EON.Brachy.2.434.4.S","shoot.Brachy",0.0339626891430307,0.000200453252497798,0.000607238258357627,0.00845650801926915,0.0184995566066644,9.69579613656831e-05,1.73611946714822e-05,0.000580426144026164,0.000803532988972051,0.0112248730236289,0.00401129778618253,0.000192602781136379,0.0376115242836928,0.000404954560586333,0.000644227508963605,0.000717796572019706,0.000217545039384135,0.075543539734944,0.000131389580954604,4.37717488939156e-05,0.806031753810758
"59","shoot.EON.Brachy.3.436.4.S","shoot.Brachy",0.0656343628754734,0.000188234796972361,0.000767282336696114,0.00711667128481388,0.0116042989568168,0.000105218115870191,2.28964564379823e-05,0.000417319848103523,0.000721681349830296,0.0585259456728128,0.00314800224153641,0.00016393352182358,0.022955308218003,0.00041051749944843,0.000938549396534213,0.000777646475027481,0.000138808335266338,0.0300256169835865,0.000230262382640261,0.000294119641623737,0.795813323610683
"60","shoot.EON.Brachy.5.438.4.S","shoot.Brachy",0.0478714526119628,0.000179247550699858,0.000542612842558846,0.00664741106069609,0.0122374037301583,0.000103514645729198,1.48412900597297e-05,0.000335959777417883,0.000622543122012302,0.0502228793998857,0.00337677776481933,0.000163587251832371,0.0463289445345805,0.00025945713100232,0.000919962429499994,0.000551452170147597,0.000186545828550614,0.077128128733166,0.000290565275759385,0.00010971873533124,0.75190699411413
