,ID,group,dd,stat,y
1,exudate-EOD-Arabidopsis-1-451-1,exudate,0.646756284133728,b,1.03586390792573
2,exudate-EOD-Arabidopsis-2-452-1,exudate,0.699181685671934,b,1.03586390792573
3,exudate-EOD-Arabidopsis-3-453-1,exudate,0.742485009248457,b,1.03586390792573
4,exudate-EOD-Arabidopsis-4-454-1,exudate,0.762836080864415,b,1.03586390792573
5,exudate-EOD-Arabidopsis-5-455-1,exudate,0.769813034174371,b,1.03586390792573
6,exudate-EOD-Arabidopsis-6-456-1,exudate,0.716477496921143,b,1.03586390792573
7,exudate-EOD-Arabidopsis-7-457-1,exudate,0.741337630457449,b,1.03586390792573
8,exudate-EOD-Arabidopsis-8-458-1,exudate,0.543525150437041,b,1.03586390792573
9,exudate-EOD-Brachy-1-433-1,exudate,0.981461666210163,b,1.03586390792573
10,exudate-EOD-Brachy-2-434-1,exudate,0.915183006252405,b,1.03586390792573
11,exudate-EOD-Brachy-3-436-1,exudate,0.923435441148262,b,1.03586390792573
12,exudate-EOD-Brachy-4-437-1,exudate,0.981575813732771,b,1.03586390792573
13,exudate-EOD-Brachy-5-438-1,exudate,0.94783036437385,b,1.03586390792573
14,exudate-EOD-Brachy-6-439-1,exudate,0.983369590026063,b,1.03586390792573
15,exudate-EOD-Brachy-7-440-1,exudate,0.895488246393303,b,1.03586390792573
16,exudate-EOD-Medicago-1-442-1,exudate,0.542271255708725,b,1.03586390792573
17,exudate-EOD-Medicago-2-444-1,exudate,0.549323452881187,b,1.03586390792573
18,exudate-EOD-Medicago-3-449-1,exudate,0.617057195884527,b,1.03586390792573
19,exudate-EON-Arabidopsis-1-451-2,exudate,0.582882416473424,b,1.03586390792573
20,exudate-EON-Arabidopsis-2-452-2,exudate,0.577144887861813,b,1.03586390792573
21,exudate-EON-Arabidopsis-3-453-2,exudate,0.546560277251022,b,1.03586390792573
22,exudate-EON-Arabidopsis-4-454-2,exudate,0.693569224415693,b,1.03586390792573
23,exudate-EON-Arabidopsis-5-455-2,exudate,0.617844040938404,b,1.03586390792573
24,exudate-EON-Arabidopsis-6-456-2,exudate,0.550389888603525,b,1.03586390792573
25,exudate-EON-Arabidopsis-7-457-2,exudate,0.613950887241116,b,1.03586390792573
26,exudate-EON-Arabidopsis-8-458-2,exudate,0.640879452418886,b,1.03586390792573
27,exudate-EON-Brachy-1-433-2,exudate,0.985831691266715,b,1.03586390792573
28,exudate-EON-Brachy-2-434-2,exudate,0.983013556245328,b,1.03586390792573
29,exudate-EON-Brachy-3-436-2,exudate,0.771652964955937,b,1.03586390792573
30,exudate-EON-Brachy-4-437-2,exudate,0.991880243119886,b,1.03586390792573
31,exudate-EON-Brachy-5-438-2,exudate,0.989335982983014,b,1.03586390792573
32,exudate-EON-Brachy-6-439-2,exudate,0.991631084130929,b,1.03586390792573
33,exudate-EON-Brachy-7-440-2,exudate,0.941202872010373,b,1.03586390792573
34,exudate-EON-Medicago-1-442-2,exudate,0.652646202989924,b,1.03586390792573
35,exudate-EON-Medicago-2-444-2,exudate,0.791212123892907,b,1.03586390792573
36,exudate-EON-Medicago-3-449-2,exudate,0.77290135187008,b,1.03586390792573
37,root-EOD-Arabidopsis-1-451-3-R,root,0.323734477798143,a,0.460683529585048
38,root-EOD-Arabidopsis-2-452-3-R,root,0.25381782580599,a,0.460683529585048
39,root-EOD-Arabidopsis-3-453-3-R,root,0.274507352076948,a,0.460683529585048
40,root-EOD-Arabidopsis-4-454-3-R,root,0.299096208006591,a,0.460683529585048
41,root-EOD-Arabidopsis-5-455-3-R,root,0.231104340650698,a,0.460683529585048
42,root-EOD-Arabidopsis-6-456-3-R,root,0.312179573831996,a,0.460683529585048
43,root-EOD-Brachy-1-433-3-R,root,0.336046799763482,a,0.460683529585048
44,root-EOD-Brachy-2-434-3-R,root,0.277641192932941,a,0.460683529585048
45,root-EOD-Brachy-3-436-3-R,root,0.362898266099265,a,0.460683529585048
46,root-EOD-Brachy-4-437-3-R,root,0.340625463500012,a,0.460683529585048
47,root-EOD-Brachy-5-438-3-R,root,0.416699864779202,a,0.460683529585048
48,root-EOD-Brachy-6-439-3-R,root,0.327014164732822,a,0.460683529585048
49,root-EOD-Medicago-1-442-3a-R,root,0.243403641769211,a,0.460683529585048
50,root-EOD-Medicago-2-442-3b-R,root,0.219774562942244,a,0.460683529585048
51,root-EOD-Medicago-3-444-3a-R,root,0.285030475168605,a,0.460683529585048
52,root-EOD-Medicago-4-449-3a-R,root,0.308575813631103,a,0.460683529585048
53,root-EOD-Medicago-5-449-3b-R,root,0.308208481862528,a,0.460683529585048
54,root-EON-Arabidopsis-1-451-4-R,root,0.312329607423396,a,0.460683529585048
55,root-EON-Arabidopsis-2-452-4-R,root,0.307170432814121,a,0.460683529585048
56,root-EON-Arabidopsis-3-453-4-R,root,0.25416424792339,a,0.460683529585048
57,root-EON-Arabidopsis-4-454-4-R,root,0.277352521659706,a,0.460683529585048
58,root-EON-Arabidopsis-5-455-4-R,root,0.328807743507781,a,0.460683529585048
59,root-EON-Arabidopsis-6-456-4-R,root,0.352527521768746,a,0.460683529585048
60,root-EON-Brachy-1-433-4-R,root,0.291119284720276,a,0.460683529585048
61,root-EON-Brachy-2-434-4-R,root,0.23787041889873,a,0.460683529585048
62,root-EON-Brachy-3-436-4-R,root,0.325262298991168,a,0.460683529585048
63,root-EON-Brachy-4-437-4-R,root,0.281337998268416,a,0.460683529585048
64,root-EON-Brachy-5-438-4-R,root,0.313322109132621,a,0.460683529585048
