"","Medicago-1d.1","Medicago-1d.2","Medicago-1d.3","Medicago-1d.4","Medicago-00h.1","Medicago-00h.2","Medicago-00h.3","Medicago-00h.4","Medicago-02h.1","Medicago-02h.2","Medicago-02h.3","Medicago-02h.4","Medicago-04h.1","Medicago-04h.2","Medicago-04h.3","Medicago-04h.4","Medicago-4d.1","Medicago-4d.2","Medicago-4d.3","Medicago-4d.4","Medicago-p5h.1","Medicago-p5h.2","Medicago-p5h.3","Medicago-p5h.4","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","id","PCone"
"choline o-sulfuric acid",0,0,0,0,0,4.31604128655258e-06,4.50664587895504e-05,0,0,6.36102166068185e-07,0.00014678058362626,8.36082609961115e-05,0,0,0,0,0,0,0,0,0,2.05063406665967e-05,0,7.77981600852458e-05,0.000123877947545794,7.72971241631373e-05,9.05311879131144e-05,0.000113084364766912,0.000114079833361847,-0.000191423902019308,-0.000141990894555066,8.27627182087508e-05,-0.00019350544809714,0.00040899232709107,0.000326843276860085,-0.00096645243572422,-0.000683196421197114,0.00016895153136818,0.0015026379446878,0.000105493528855684,0.000981902028104575,0.00147103268411986,0.000340718507775343,-0.00129088964070489,0.000423001942213907,-0.000245344506854656,-0.0018607267509375,0.000429448581698957,"choline o-sulfuric acid",1.53457458881584e-08
"cytosine",0.0053845775202876,0.00508488470854257,0,0,0,0,0,0,0.010601992239139,0.00194422125052059,0,0,0.00309359031957817,0,0,0,0.00833666934553672,0.0133666686696737,0.00918396498263254,0.00518769434413854,0,0.00298430206083339,0,0,-0.0152534752265416,0.0149449910545411,-0.00125429269741323,-0.00529870902352381,-0.0178898312748581,-0.00586981603959388,-0.0175347427685264,-0.00184013198155902,0.0112590805880596,0.0366701461546772,-0.00926871591801199,0.0199299396575568,-0.083791314166772,0.00259948878775101,-0.00693228418640064,0.140139860197574,0.0439171562299118,-0.103244841526656,-0.21407377531971,-0.17862248271045,-0.143729807507964,0.190775734354046,-0.214973191342352,-0.0408185902014755,"cytosine",0.000232668506486719
"deoxycarnitine",6.72245394937126e-06,7.17962026255007e-06,1.27715255956113e-05,0,9.04430970849655e-06,8.69007896805344e-06,5.44501272294495e-05,5.42112992939297e-05,0,0,0,0,1.28187577183868e-05,6.92861813101619e-06,2.43607910127105e-05,1.06856593761111e-05,2.29019168334836e-05,2.77363808660139e-05,4.36408099925576e-05,3.52536657496001e-05,5.63194377224315e-06,6.26896943662773e-06,9.15380285651921e-05,3.0467538561021e-05,3.81321579583793e-05,-2.87914902733875e-06,-0.000104889480610725,-4.27925796215977e-05,-0.000122632437503068,7.21303574033841e-05,-8.91194807850249e-05,0.000261716202828758,-0.000182266184278931,-0.000174074903317891,-2.93696112005841e-05,-0.000141578074544458,-0.000275256148975573,9.75275789959986e-05,-0.00011175723946595,0.000265573833815084,-0.00123116331461597,-0.000599323360090305,-0.000417788770601187,0.000619070832525367,-0.00268352370143486,-0.00329605212082207,0.00139813676761453,-0.000279285334335515,"deoxycarnitine",1.45406147056279e-09
"deoxycytidine",0.00824649761598939,0.0239031556470063,0.000996166945798353,0.000625042441035513,0.000102295141156838,5.73081700415616e-05,5.95942863660127e-05,0.000296062682833582,0.00334567362740335,0.0226699080848709,0.000117794555469901,0.000539311835623619,0.0160306003813113,0.0193412475088993,0.00135926443617298,0.000977533011772643,0.00957382475904027,0.00841726514793768,0.000325155312137405,0.00684611570477516,0.000208030787894045,0.000259245053837637,0.00543215799042443,0.000257946206465227,-0.020929665102546,-0.00678226961465628,0.0345112995605089,-0.0246263973094894,-0.0245673912575287,-0.0139446795184639,0.0464115102495278,-0.0197681726368268,0.0948063754184481,-0.167491196874292,0.00791038190339403,-0.149404148064534,0.000903590344601646,-0.0455272195254266,0.311841574958875,-0.19363603089475,-0.154990594737403,0.0273110181378886,-0.136510756693535,-0.199019450907326,-0.0198055759970603,0.119364805118754,-0.0545079634916477,-0.0587542189660451,"deoxycytidine",0.000438050881304732
"dethiobiotin",0.000137998539902352,0.00160907229472959,9.01355673088244e-05,0.00247264135827912,9.88563622826913e-05,2.82285313633502e-05,0.000491567892700424,0.000496086858380069,1.98391847292445e-05,1.13600860295436e-07,0,2.7827410206919e-05,0.0013402683122783,0.000188596976749487,7.09595368586131e-05,0.000167939570641862,0.00289394083779279,0.0195385556778636,0,0.00797515259981726,2.27414570311478e-05,1.36469006574564e-05,0.000545987623831146,0.000193300605656011,-0.00779605156250637,0.00938170464926631,-0.00358984607345302,0.00832480188853963,-0.0158163496012904,-0.0125799975975784,0.0088104456699487,-0.0255453163374962,0.0143759768522509,-0.00175217282203235,0.00133304959660139,-0.0212616493498968,-0.136817251426426,0.208116707780975,-0.137441334016252,0.069575442947705,-0.215127718389429,0.0317534862171559,-0.338097476285392,0.100448212547286,-0.320326545198191,0.50734402106773,-0.196878782560894,-0.130086972042012,"dethiobiotin",6.0778419965258e-05
"dihexose(s)",0.00481119476599213,0.00473120333681677,0.000333061876566768,0.0437934475150156,0.000492317801347082,0.0315822099893233,0,0.000215859332073451,0.0082254705132958,0.00689490578718584,0.00102730383441401,0.00412774585409554,0.000251580865849765,0.0109449722179201,0.00194713062739321,0.0216131278244029,0.00442289696237995,0,0,0,0,0.0106024766055688,0,0,0.00149329887735431,-0.0219461515593335,0.0325449387300745,0.03925339625248,-0.00253506971480154,0.00862075232607618,0.041886436621608,-0.129801107911335,-0.0111017941133075,0.051822297906091,-0.0470687166505027,0.588383269891845,0.34645328108524,0.162531955660319,0.218619116765054,0.061718364871688,-0.00562860076174447,0.4505504697906,-0.196246747866119,0.205122746871123,0.201549226703074,-0.0741718974728452,-0.118373480159252,-0.137069841769028,"dihexose(s)",2.22994153710765e-06
"ferulic acid",0.000309679787986993,0.000555411259976961,0.00130995460248359,0.00111407184601871,8.01997449772625e-06,6.86683635111997e-06,4.42909614918898e-05,3.94953421718595e-05,3.81319833087571e-06,2.94687605280978e-06,0,5.32916265903896e-05,1.25110261307868e-05,1.38322568088961e-05,0.000194994557177072,0.0010127943644363,2.26691180656017e-05,6.57269721670964e-05,1.06505953895858e-05,0.000126972188730803,2.3097424875769e-05,5.63646044216271e-06,1.28545391155993e-05,0.000111901289101971,0.000505111250469004,-0.000397820765674211,-0.000343170978057387,0.000100891836893033,-0.000801318872362887,-0.00178409117396417,0.00194608000559905,-0.00895875876090436,9.82652022256665e-05,-0.00122644573541054,-0.00639031469927176,0.0081624651676117,0.00536999593638234,-0.0130261600037622,-0.0181501524829083,-0.0113924609944551,0.00548039955541936,0.0159705695200822,-0.00169789022315989,-0.00668586456316282,0.0110790481783732,0.00938905187821799,0.00628406402598478,-0.00115658694827483,"ferulic acid",2.55137375350361e-07
"glucuronolactone",0,3.71120417213241e-06,1.69182236825327e-05,0,1.39433478549217e-05,4.10983443761099e-06,0,4.60858550149966e-05,6.18057172223063e-06,2.47926343843318e-05,0,1.56086444027327e-05,1.95998387787923e-05,2.52113041294827e-05,4.48884817072846e-05,8.93171631605146e-07,0,0,1.37910592107557e-06,0,5.20593105808947e-06,3.31074530382455e-05,0.00013913958233981,4.09510197276038e-05,5.20603277195835e-05,-0.000144954623111636,-4.65799047277738e-05,-8.93278391299418e-05,-6.56052257494905e-05,0.000130552829050808,-0.00020603564675706,0.000348189572375934,-6.31617600020422e-05,-0.000196090587715357,1.77002459883964e-05,-0.000278995151646243,-0.000375653917408965,0.000540191052240843,-6.82971451852005e-05,-0.000664295596564558,0.0002339498280651,5.71944408120706e-05,-0.000943130656935352,-0.00077993879491642,-0.00316459304661469,-0.00383267855566681,0.00126385337278315,0.000578155870305074,"glucuronolactone",2.71027772227043e-09
"glutamine",0.00237999745403735,0.00565103338303323,2.45454872756241e-05,0.000140370102313861,0.00278760406811062,0.027719260966489,4.89889349179295e-05,0.000211828110311861,0.0164934206534547,0.0258945323097424,0,0,0.0106637142775935,0.0178103587444858,0.000944092823818296,0.000413264396832605,9.50953118853628e-05,0.00136136661699973,0.000109710976805308,0.0074480232214467,0.0267363848955815,0.00612062725112353,0.00972909230239911,0.000267713081655606,-0.0180555170331022,-0.0236710892265324,0.0371387814517227,-0.000398146967408628,0.0153429342625585,0.0817883861572483,0.0286613163853144,0.065817885469467,0.139643333889881,0.142776753884278,0.099442615971585,-0.00947589344060003,0.245017334539443,0.0474731147896201,0.120098683857029,-0.306122835117497,-0.52479002335849,-0.28418478083144,0.01191894592372,-0.0532552668327452,0.0932711977423118,-0.0390735833670972,0.187651863167623,-0.210513994670785,"glutamine",0.000326001695332642
"glyceraldehyde or lactic acid",0,1.02395365442664e-05,0,0,0,0,0,0,0,0.00109023630721593,0,0,0,0.000636778581912164,0,0,0,0,0,0,0,0,0,0,-0.000161417492023891,-0.000509275009085279,0.00106992046340796,-0.000202130637480694,-0.000537750073079333,-0.00021012916580167,0.00139457924148929,0.000404662994201156,0.00223122552607594,-0.00279718870366502,0.00123029694550389,-0.00336284945612313,0.0057902210593163,0.00907169338688222,0.0100994344531326,-0.0115617458197723,-0.00382250493422285,-0.0215918452690851,0.00415037466085393,-0.0236432274647596,0.0157917419167988,0.0192194978696103,0.011681892589181,-0.00225697281210044,"glyceraldehyde or lactic acid",2.6055606731283e-08
"guanine",0.141267380248713,0.0948076029710286,0.33887882793724,0.377877964043279,0.159542629405599,0.0837794606482999,0.530478129313741,0.246577590516155,0.101198925396045,0.151445730147708,0.46035428299707,0.121237265720183,0.140810879663824,0.132005881047287,0.139097174726307,0.121128121172035,0.0660356592381421,0.0726570236128185,0.20209702571602,0.140807009739281,0.141885093291408,0.165485286846383,0.237610016683579,0.614535992035894,0.840882198810255,0.385615534005382,0.168136531580035,-0.201378284540356,-0.0665620616836897,-0.0807084809609613,-0.111277411432921,0.0422968998857119,0.0051755571128109,-0.00432753041380016,-0.0551292554011896,-0.00991162007491841,-0.00360984146017385,0.0140503567728525,-0.0273436164881855,0.0257259443883713,-0.027594668671286,0.0059985666287052,0.0989702849768438,0.0328386374069921,0.00827053375550675,-0.0152799098870505,-0.00475853210419202,-0.108069892400749,"guanine",0.70708287227597
"histamine and unresolvable, unidentified isomers",4.85255063483579e-05,9.57165269234809e-05,9.20375812439702e-05,7.86280656882087e-05,6.26016122589438e-05,9.58441246340166e-05,0.000860758666732956,0.00018709623770792,6.29503208718963e-05,6.22599973919632e-05,0.000175558400065474,0.000111832127170527,5.27159898324045e-05,0.000125179988029427,0.000133371435202113,0.000342857501180123,0,0,0,0,0.000121006545902306,0.000101251551497545,0.000350806883618515,0.000339234404533475,0.000726119465915962,1.01661555605337e-05,0.000118553113050096,0.0001716068033305,0.000115694761737052,-0.0010703448567284,-7.34262004056168e-06,0.00165302921849213,7.48241341588295e-05,-0.000960458245123384,-0.00239296238758903,0.000320735825575114,-0.000428247150566677,-0.00506790858184499,0.000852787066199413,0.00300293039672758,-0.0121321874189802,-0.0110011289674321,-0.000387997524435654,0.00991032910153612,-0.004483167235254,-0.025469441304088,0.0064303286360893,-0.00133556312337031,"histamine and unresolvable, unidentified isomers",5.27249478782082e-07
"histidinol and unresolvable, unidentified isomers",1.84691266672364e-05,1.16402492862386e-05,1.23697484716447e-05,6.90946269887532e-06,1.39291825291527e-05,1.99336481487999e-06,1.40178551712225e-05,2.1583472826948e-05,2.4871659994777e-05,1.72359903853554e-06,0,8.83900018288486e-06,1.64740132145703e-05,8.1798338653292e-06,1.75276172671665e-05,2.69020883858985e-05,2.13736226748867e-05,9.33975540346957e-05,0,0,2.13377859175707e-05,2.78397907134837e-06,7.35606901691769e-05,2.14589609906327e-05,-1.24427849387491e-05,-3.57043655772909e-05,-3.83984405301841e-05,-4.07588395780783e-05,-3.74194948025933e-05,-5.88547724423115e-05,-7.9066390237589e-05,1.286121821592e-05,-3.50338681233258e-05,6.06590525630466e-05,-0.000139510760849629,-9.86823107620317e-05,-0.00082120489570779,0.000565939148330437,-0.000887920481712333,0.000641464098045582,-0.00140994032968833,-0.000217725017041071,-0.00285733001597053,-0.000915568128457614,-0.00204554378862331,-0.000906290835400447,-0.000101468015529585,-0.000931774319070385,"histidinol and unresolvable, unidentified isomers",1.54822897031962e-10
"homovanillic acid",5.12157943963581e-05,1.92570306647228e-05,6.68441970671775e-05,0.000123764752414181,4.12549373451193e-05,1.0863499548584e-05,9.8301378046695e-05,6.46241840952541e-05,1.16090267753462e-05,4.18015462255268e-06,3.98088689685626e-05,3.90204189024012e-05,1.17062200284906e-05,1.28121133482433e-05,2.58659008371913e-05,7.02230741153204e-05,5.69642969230716e-05,7.54946244938207e-05,0.000106834480013968,0.000122044589468038,2.44809371524832e-05,9.26078981302523e-06,3.36479509288148e-05,8.5864200194712e-05,7.81521981312116e-05,0.000155043275242563,-0.000161197075145928,6.09700235863997e-06,-0.00015456622982406,-0.000101239152052842,4.10029489759325e-05,-0.000496372931543091,-0.000272426334066275,-7.53219731292564e-06,-0.000280172247344402,0.000427045642720758,0.000415297139564821,0.000910648293558447,-0.000377966606677026,0.000786510303447121,-0.000816753468460874,-0.000225480510444609,0.000825258688506123,0.00179357457605499,-0.00232017421977559,0.000951207939337287,-0.000859409366253327,-0.00102753215086455,"homovanillic acid",6.10776607274015e-09
"hypoxanthine",0.021349980981914,0.0026102153273111,0,0,0.0610814909162962,0.00019097908592038,0.0173647623363107,0.0210925247222376,0.0414699059862321,0.00608345648151307,0,0,0.0820497494495043,0,0,0,0,0,0,0,0.0434678546719345,0.00526629435413047,0,0,-0.0277369325230489,0.0272064804848794,-0.0445258587516173,-0.106212237382452,0.195154163686838,0.126328761380498,0.1753137133047,0.168957976478895,0.254653558621312,-0.0819337002574384,-0.0895783109592039,0.239037345672465,-0.362918407762446,-0.280707964537726,0.0862884997127849,-0.161366280745951,-0.167964283306112,-0.202167704451189,-0.0561972999325329,0.168912794539717,0.173826282509408,-0.112990122859866,-0.222005988532182,-0.0866851450873007,"hypoxanthine",0.000769337425788169
"inosine",0,5.56178975114465e-06,0,0,3.53666308814805e-05,5.4904086367397e-05,0,5.94877959818035e-06,2.30798715228166e-05,7.99148754194005e-06,0,1.75548184769034e-05,0,6.49502869803234e-07,0,0,0,1.14486060568284e-05,0,0,3.2457600498492e-05,2.55532542831027e-05,0,0.000435745399121257,0.000257180029950226,2.23438086306496e-05,0.000375627874016055,-0.000277049125087774,4.98593525774281e-05,0.000750328557350007,-0.000617768087636937,-0.000236329626280024,-0.000544025178004516,0.000825641728449261,-0.00126780929609923,-0.00143862644606751,-0.000600430377270149,0.00127082662709733,0.000241627271895211,0.00376254032034737,0.000521337593766404,-0.00105912982870241,0.000388796616389521,0.00416328197199179,-0.00229735449376268,0.0121570827109076,-0.0079708423647101,-0.00119122316789971,"inosine",6.6141567805199e-08
"isoleucine",0.00405083848465767,0.0048489297994846,0,0,0.000323681602860302,0.000311065471437782,8.55845248595422e-05,0.00346936320483987,0.000453334615747164,0.00731021878730564,0,0,0.000726274246710834,0.00533586439314409,0.000115472547190119,0.000143985935799419,0.00214403953028357,7.89427420211767e-05,0,0,0.000509597311772903,0.000229912734516902,0.000322938240308221,9.89335616141215e-05,-0.00389123579913954,-0.00356660832586818,0.0103648421539192,-0.00791477940104887,-0.00617937049612545,-0.00589795249964709,0.0249836117782107,0.00702136290859366,-0.00409407416506049,-0.0374805850243786,0.0170368822077389,-0.0340809963354074,0.0486310639473113,0.00352603853579845,0.0485478060278076,-0.0354531566922781,-0.00641423538451605,-0.0755124058779735,0.0209279595249042,-0.109194063043398,0.127618453844744,-0.0127248579449869,-0.100826259359821,-0.0527313311899769,"isoleucine",1.51417160445051e-05
"leucine/norleucine",0.000674643136124901,0.00370161296998075,0.000148822220128044,8.89267899213248e-06,0.00065763220196824,0.00307770865384648,9.87862639193197e-05,0.003301888714765,0,0,0,0,0.00914966235472462,0.00288653572010792,1.11041251947648e-05,0.000232406470886573,0.00426690220021536,0.000154905492255071,0,5.87587828645224e-06,0.00104524172608453,0.000253133521077372,0.0045404807249955,0.000151951588709487,-0.0035224579300287,-0.00279016796123425,-0.000200055481714042,-0.00866385673865916,0.00256249808736576,0.0164042468085781,0.00889346807145165,0.0130009964996879,-0.00456956197016769,-0.0360294877382756,0.00268154261295663,0.00124984638560572,-0.0371270945862433,-0.0708684153747855,0.119243210769247,-0.0598026225608975,-0.0758023484365755,0.164452029952936,-0.155406242547636,0.148227510376912,-0.0643870370935795,-0.134092898906128,0.256774122509642,-0.00764668531154189,"leucine/norleucine",1.24077098688221e-05
"malonic acid",5.35831840315248e-06,7.24058840190293e-06,0,0,1.1165457709433e-05,1.8296059383284e-05,0,8.47347417810708e-06,1.94604166073393e-05,3.14470822895546e-06,0,1.15309579113e-06,0,0,0,0,1.59989773025153e-05,1.85080688496304e-05,0,2.97389910887828e-06,0.00011858198550679,1.95378196691126e-06,0,0,-3.16196265872885e-05,-1.65849863382131e-05,-1.10728884526617e-05,-5.43834574749856e-05,0.000115986541239826,1.01224348096557e-05,8.00867144457419e-05,5.90296955889468e-05,0.000158933276487737,0.000649727076387016,0.0004533269357358,-0.000262581632281969,0.000592765117404528,-0.000264903000763815,-0.00104009935885236,0.00069788975880503,-0.00138101008480982,-7.27900624882705e-05,-0.000271074806274875,0.000993618203826952,-0.000592785555214079,0.00203369385753445,0.00226977255577921,-0.000139072250182251,"malonic acid",9.9980078551956e-10
"N-acetyl-hexosamine",0.0140297875598322,0.00891668998027967,0.032127415685425,0.00135547120901827,0.00270033882177236,0.00750990162825334,0.00176045307794019,0.00172743359725042,0.000593433708073196,0.00467447915858028,0.0030500933780873,0.0197108977565446,0.00903436904278571,0.0119864889040399,0.000881109500025182,0.00198142131757169,0.00695858509285125,0.0103085172338476,0.0167331995494244,0.025802169733535,0.0014582116456744,0.00612504403935678,0.00120753400985329,0.0016693963868038,-0.0120476193982879,0.0234908304713119,-0.021093632501561,0.0236875712579683,-0.0239217747168699,0.0266003487957845,-0.0177659803970049,-0.100922768153222,-0.011750396366879,-0.0406795589324416,-0.0707199609089094,-0.278925603321646,0.149583657532363,-0.0764158011827535,-0.202167528711641,-0.629545290999233,0.330600639775361,0.0975982219230782,-0.0914263923900048,0.205354997391678,0.104149895360915,0.00428747394095906,-0.377676853577772,-0.094703993905402,"N-acetyl-hexosamine",0.000145145133166002
"N-acetyl-phenylalanine",0.00308261074944705,2.9351640025424e-05,8.31423301089543e-06,2.01345715415662e-05,0.000177889493476017,3.59259120153097e-06,2.16659975117869e-05,2.36749982097306e-05,0.00295724148608504,3.50386673093729e-06,5.01828548390853e-05,4.51474719581279e-05,0.000132370445338461,3.42123055539167e-05,2.37487863610507e-05,7.14835087456669e-06,0.000223278267771413,0.00320367166066838,0.00543811450696665,0.000165720534623948,0.000125454574276712,7.99675053994665e-06,2.23319681765268e-05,1.90809192724423e-05,-0.00292731501061848,0.0048382896532789,-0.00498130179670569,-0.000997132881123085,-0.00450941912825719,0.00449717052019723,-0.00586679543900261,-0.00395388889149955,0.00283172550439474,0.0139905931560756,0.00438636627861141,0.00486814066174216,0.00348820690210937,-0.00670652237046951,0.00292452208346393,0.0851603567995353,0.0391311634314178,-0.0918265902803521,-0.0847680313886732,-0.149066000571011,0.0356404239663408,-0.0596563336036167,-0.21905450257448,-0.0951732990148389,"N-acetyl-phenylalanine",8.5691731713923e-06
"nicotinamide",4.92148728242776e-05,0.000820536678097095,0.000392914017628373,0.000366329715424981,0.000164009044318876,0.000287830535361234,7.95595241855386e-05,0,2.31523368617547e-06,2.43827217696724e-05,0.000257949440194299,0,1.33167003958231e-05,4.6816710446418e-05,0.000303670307212401,0.00442044113947242,8.79552074126681e-06,8.20900900864278e-05,0.00238824668225704,0.003914970348619,6.17646705413656e-05,0.000213778154325735,0,4.31846251671844e-05,-0.000771693896889887,7.23484218131431e-05,-0.00422134609014864,0.0034803686117228,-0.00443757647869303,0.000487612681697235,0.00458932901750418,-0.0248817909991317,-0.000725228567678909,0.00969998750721292,-0.00851089236748173,0.0030850218931684,-0.0147779077347143,-0.018449758682748,0.0254952695206548,0.00774181033720144,-0.017731695377281,-0.0575712237467488,0.135673336989672,0.0695183104713819,-0.0512354578430476,-0.0574084114663268,0.00184287941816435,0.0172697760828071,"nicotinamide",5.955114704971e-07
"pantothenic acid",0.0205713255026537,0.000268528934988376,0.00279477317090284,0.00247890671989517,0.00110491941118048,0.0367094433369404,0.00192032777920846,2.98174899856358e-05,0.000572632398424486,0.00400413629837458,0.0689521863402171,0.00422846068536741,0.00493439156970761,0.00390920672148387,0.000461353560962466,0.00349878194012813,0.0170582317283177,0.0287356198894477,0.0341090780730859,0.0346275693841351,0.0336915809593824,0.0312984279454513,0,0.0016797248642698,-0.00764960041958804,0.0519470609488455,0.00790717545338073,0.0825003835238246,0.00259374316978242,0.0480371042983927,-0.0394820253356896,-0.0821861103958899,-0.0375507656868311,0.353402028784679,0.792314343665397,-0.128367592802104,-0.255733431328176,-0.0109225421013455,0.154397470392976,0.0332306684736611,0.0220113045699239,0.134031456935511,0.101939143311959,0.158502190216677,0.0583845681011896,-0.0049449425046661,-0.0754292751369205,-0.114551595804989,"pantothenic acid",5.85163865793615e-05
"phenylalanine",0.0259846021252981,0.00354655420765501,5.51667684591085e-05,2.95597541115909e-05,0.0339471209839693,0.00347340215312066,8.26818632036576e-05,0.000136607141288886,0.0516386356654743,0.00766617428406408,0,0.0435473888622057,0.0223011859967899,0.0130835963560698,5.09737766927067e-05,0.000270314726233339,0.017465958244172,0.000357888372541868,0.000973314878559291,0,0.0807800885031183,0.00394553507422004,0.000117615104951155,0.000202837967183818,-0.0458427384518018,-0.00208173380439226,-0.0131702396234077,-0.0678467970908917,0.182380586768924,-0.0400742818437747,-0.0147884854989933,0.0975800358990199,0.152361561920503,0.467462957636321,-0.0235018183885537,-0.273518578990346,0.531440381225641,-0.00276654341960342,-0.210544751149435,0.190578590069285,0.00811616774058159,-0.0768393909291157,-0.107905091919168,-0.0286230805856321,0.0575966110358561,-0.0630971651229166,-0.00316390859037312,-0.0134266169782101,"phenylalanine",0.00210155666876031
"pipecolic acid",9.38489697455398e-05,0.00166322957345209,1.07223723638065e-05,4.77281362855459e-06,0.00322569327371789,0.0134324027632792,1.53493820243593e-05,6.91642253799045e-05,0.000121221859945196,0.000115003472034753,5.51911101141604e-05,0.00019234501257404,5.26480714411883e-05,5.67022294349909e-05,2.45222294676845e-05,8.38606710746814e-05,3.18671015867282e-05,2.6779453153818e-05,1.80781532238079e-06,0,0.000271732427568561,0.0143631159384003,0.000116206381715705,3.30615476404245e-05,-0.00297339657825879,-0.00484882119254567,0.0172359858154372,0.0239499918527951,0.00639082996785172,0.0392951519525261,-0.0069654371021559,0.0282988567654142,-0.0183197472023103,0.00106340968478006,0.0406326348232255,0.0883285116072405,-2.69198489490875e-05,-0.0596517480422004,-0.0900724523427181,0.0106784419254581,0.193984700729925,-0.0568592822910772,-0.0136982444089994,0.278290332140388,-0.171410695012243,-0.013459807254002,0.146274468933952,0.121220823270637,"pipecolic acid",8.84108721160106e-06
"proline and unresolvable, unidentified isomers",0.0018043466719924,0.0328264981258836,3.5078485433814e-06,0,0.0186785883127857,0.0882395123808037,0,0,0.00383667906027494,0.0361163574623821,0,0.000272416522553609,9.69847712638021e-05,0.00942722314961195,1.46058524609863e-05,6.38331181905086e-05,1.87802818509664e-05,1.207420044642e-05,0,0,0.00124150272937204,0.0445119548293378,0,1.25400801139738e-05,-0.0294292619911295,-0.0351593175305354,0.137940270312948,0.115775778919123,0.00622004918806272,0.234614446839042,0.0406659052108306,0.140627294519691,-0.0365317422452489,-0.0955436593028465,0.138086617856217,0.315891792899316,0.28932560652583,-0.347747025663694,-0.189027294064701,-0.0482056310742778,-0.0485870660357465,0.0324334521912427,0.480446919815088,-0.168708841523289,-0.3219886139076,0.235865759907067,-0.109800935719451,-0.0788302874701205,"proline and unresolvable, unidentified isomers",0.000866081461342537
"pyridoxine",0.0708430595848121,0.0393443960560934,0.137248186323185,0.0743447492786102,0.000565338393419075,0,0.0611337185109165,0.166282682475022,0.101092434649672,0.0128613346195449,0,0.0325137552050174,0.0980437396444594,0.0546549698288602,0.17680936797745,0.0449126392821946,0.114653327183451,0.139824625847319,0.299583412070421,0.210154954667078,0.0374022404209232,0,0.141410022896712,0,-0.088832829702523,0.121024486858229,-0.66108596032794,-0.117304907727903,-0.589816891675256,0.158067382021414,-0.247497713868291,0.122794213760267,0.0687043933721033,0.0119151340208702,-0.077649352700564,-0.0109356591637265,0.0256685179494653,-0.0192025438131369,0.00358674935082552,0.0645668680471249,-0.0540883910327347,0.0345971345117542,0.120868810506949,0.0631219877110791,0.0110817774332513,-0.0189425230014151,-0.000525314907842619,-0.109972292145241,"pyridoxine",0.00789127163295745
"sarcosine",1.18316782419081e-05,8.39170721532686e-05,0,1.96992749011915e-06,2.28791056872993e-05,4.36957250757763e-05,0,0,0,2.30351764375937e-06,0,0,0,1.31727377418319e-06,0,5.64497329770284e-06,0,6.24050897662726e-07,0,3.26174310160913e-07,3.23726937336638e-05,2.18621111423263e-05,0,3.45998970941563e-06,-3.23528661288291e-05,-2.34436134770182e-05,0.000103243754827524,2.7580119896346e-05,2.23753656090853e-05,8.78189517562198e-05,0.000137364568939885,-2.31408392444523e-05,9.47987055652505e-05,-0.000117077564945093,0.00011606832329225,-0.000137714233514271,0.000278134783415999,-0.0010690556252354,-0.000747751126226271,0.00110681419266286,-0.000109689070700461,0.00128175413541282,0.000776043968331008,0.000378942806654502,-0.00129601487132463,-0.000721849800263233,-0.000144198087762713,-2.45652855459288e-06,"sarcosine",1.04670794674994e-09
"threonine",1.93181290769893e-05,0.000142966680831869,4.75419591279273e-06,0,8.71947956925288e-05,0.000147983507357041,0,3.38488369551812e-05,0,0.000773917873198941,0,0,3.13074670449119e-05,0.000110121143483302,1.644630811661e-05,5.51460146839166e-05,4.05474552374207e-06,5.82995623380732e-06,0,8.7989379594659e-06,0.000112193493698327,7.49934000229102e-05,6.84319299126533e-05,1.86298592583369e-05,-0.000133051706963061,-0.000400266816840984,0.000754385547321406,-3.95623765595788e-05,-0.000113595194431765,0.000274080349896519,0.00105191118252602,0.000571989678198564,0.000866182473863209,-0.00141693425699883,0.00131203188591294,-0.000781322411702695,0.00304175851728848,0.00120594880919803,0.00321110226136087,-0.00648496726180706,-0.00519571989754425,-0.011739345098912,0.00766658855212404,-0.0209398571588423,-0.00452944294814135,0.020767647082149,0.000845309055818256,-0.00171516202212181,"threonine",1.77027567257843e-08
"thymidine",0.000108997501710829,0.00194331712635415,0.000174453633023856,0.00155078705853907,2.6458342397225e-05,1.25658369481509e-05,1.46190309549727e-05,4.77813066715557e-05,1.02157176322791e-05,0.00022440498076264,0.0001365552262701,1.87987671099173e-05,0.000198571434160514,0.00184675329444263,0.000457360380529603,0.000202864587838555,5.48755076734325e-05,8.72038322446942e-05,2.94025050359217e-05,8.48098025331271e-05,4.65754362074505e-05,3.75796317033767e-05,8.15226003079566e-05,5.03914775551034e-05,-0.000164103334099758,-0.000996332637936447,0.00191869039581169,-0.000581014549221503,-0.00209150389483233,-0.00254925835891014,0.00473425821847327,-0.00569755027450649,0.00948132960444677,-0.0103499101791502,-0.00129653725737083,0.000164535195815262,0.0150125520038565,0.0042028629774524,0.00802971466046999,0.0189927560151291,0.0133447291934053,0.0486663364058502,-0.00772179218113057,0.0207847093482966,0.0311631814723113,-0.0351193027241922,0.0336416759015311,0.00465343553442723,"thymidine",2.69299042626569e-08
