"","Brachy-1d.1","Brachy-1d.2","Brachy-1d.3","Brachy-1d.4","Brachy-00h.1","Brachy-00h.2","Brachy-00h.3","Brachy-00h.4","Brachy-02h.1","Brachy-02h.2","Brachy-02h.3","Brachy-02h.4","Brachy-04h.1","Brachy-04h.2","Brachy-04h.3","Brachy-04h.4","Brachy-4d.1","Brachy-4d.2","Brachy-4d.3","Brachy-4d.4","Brachy-p5h.1","Brachy-p5h.2","Brachy-p5h.3","Brachy-p5h.4","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","id","PCone"
"glucuronolactone",0,3.58650113117727e-06,1.00628544762465e-06,0,0,7.71851724706535e-07,0,0,9.59042195838575e-06,2.24733262192448e-07,0,2.39557955622666e-07,0,3.19771997596223e-06,2.7612345102165e-05,2.25498665409704e-05,3.43902695453568e-06,9.05644906001293e-05,6.51775401463682e-06,1.60189877898249e-05,7.5917386680097e-06,8.02246399032447e-06,2.85977672897408e-06,2.65942745356532e-06,-2.02498254859381e-05,1.04945155175384e-05,-1.91210558003473e-05,-2.90857459682563e-05,4.58002474218147e-05,-0.000168248601415612,8.16408387402553e-05,-0.000209221257457572,-0.000304541926478482,-0.000595184368375818,-0.000634938644621737,0.000545181051883619,0.00051808020874767,-0.00215118703091484,0.000465762541522118,0.00183382437991446,-0.00102560258366,0.00166313059037585,-0.00588170375768319,0.00135264943300617,-0.00826743448818452,0.00987711901508095,0.0014658891962665,0.00288360559625565,"glucuronolactone",4.10055432210949e-10
"glutamine",9.01994559692412e-05,7.3411707476837e-05,4.49951133829401e-05,0.00543737838033189,0.000375378309887644,0.00044661974585337,2.6912691039817e-05,4.16124413909284e-05,0,0,0,0.0231071409147149,0,0.000248806458214918,0.000363896700494566,0.000376688025427251,0.000162987091709923,9.78066492334422e-05,0.00181741369394137,5.30376102189898e-05,0.000239450913118504,1.97009418571305e-05,0.00045898930940842,6.18982630793374e-05,0.00265693802251198,-0.00364854601588905,-0.0251166622354323,-0.0064560035187668,-0.00559603617698097,0.0287829834275996,-0.106279807352726,-0.0428654497921916,0.00427135609950072,-0.162872189615083,0.122184981804573,-0.181063468716008,-0.379462322629904,0.336805772249984,-0.517694489332026,0.289917701884175,-0.145469152734622,0.0879714009121095,-0.030735523840545,-0.102147191836293,-0.181127320659867,-0.153318075866408,-0.184105019004382,-0.0818749177119624,"glutamine",7.05931965546985e-06
"glyceraldehyde or lactic acid",0,0,0,0,0,0,0.00191715791660746,0,0,0,0,0,0.000287343553898311,0,0,0,0,0,0,0,5.7276866275314e-05,0.000273647815043397,0.00339133385160816,0,0.00141872337449875,0.00312966588220158,0.00232592750869174,-0.00244154547807196,-0.000193137097403114,0.0108633304760101,0.00480702266421815,0.0154524084598997,-0.00658614162241646,-0.00055725679721222,0.00329597394054355,0.00345548220312664,-0.0190048082893872,0.00306800739978345,0.041711534868998,0.0763144057442805,-0.00281723245718166,-0.012854735363495,-0.0704950686695484,-0.216390926720496,-0.0992159878741252,0.157265948701564,0.0382420458762553,-0.0102972335638691,"glyceraldehyde or lactic acid",2.01277601334911e-06
"guanine",0.183998641787628,0.160401250752209,0.21275025019219,0.156654008274698,0.286455176515214,0.34419812144613,0.469318085141368,0.301383471567902,0.156661057025002,0.207686737277124,0.19939302550592,0.111712171441285,0.14424499411564,0.118738326979857,0.0716217068157463,0.152208556000964,0.133151582348662,0.164286934221618,0.1467719271488,0.173280605442156,0.0813511025260332,0.125160920933404,0.0842751428804615,0.32293444093587,0.136163108320987,-0.475110935775199,0.697990245791079,-0.28417527725071,-0.176905603535994,0.243081118321726,0.0492512317726943,0.120964950772902,-0.00422289330925659,-0.0195112852250495,-0.115311870520932,0.0609565685140912,0.0320473249246033,-0.0901611254312507,-0.060446409764727,-0.0612677062083631,-0.0187821384857814,-0.00937214098175693,0.0575436416646261,0.0279400038569556,0.0212664537638762,-0.0162348184790105,-0.0194737080596175,-0.0452809682666009,"guanine",0.018540392067633
"histamine and unresolvable, unidentified isomers",0.0179068243991338,0.0219493760381102,0.0255393201368773,0.0298790708518962,0.0325826165511984,0.0337294016305089,0.0487135343668895,0.0328588744289154,0.0512375227029917,0.0478289743745723,0.157666062447612,0.102662725578335,4.68155381047735e-07,0.0207339539429087,0.0341059493578925,0.0508541361975236,0.0101767658335435,0.00820660255253737,0.0198161124108892,0.0121166188772179,0.146821753431652,0.13909833654,0.168432834350728,0.198040049134782,0.147851492315841,0.168489154471999,-0.0667368537085536,0.066944209107216,-0.793562797139411,-0.2276580708365,-0.349904285812448,-0.00560447516386056,-0.0103835091604758,0.248433961382831,0.00489797958678586,0.0761200296376972,0.0134926436436217,-0.156037135567742,-0.0127347717935353,0.00465695596539428,-0.0067990260362895,-0.0173883057695766,0.0293553148093155,0.027425379925567,-0.00057930032362637,-0.0269045754875781,-0.000789363299088216,-0.0428415624541785,"histamine and unresolvable, unidentified isomers",0.0218600637800211
"histidinol and unresolvable, unidentified isomers",9.10599627842405e-05,0.000110716581862181,0.000185993373912413,0.000144740634021044,0.000156334326045662,0.000154750712346714,0.000200319521391729,0.000133084455534569,0.00017371284570111,0.000216457933913864,0.00073366842676995,0.00591932637115792,0,8.47798379678779e-05,0.000156562716209437,0.000205894280552746,3.47438305585778e-05,5.22960146084239e-05,0.000112886064529124,7.94069116877673e-05,0.000643549387895512,0.00493301463119118,0.000736636445960138,0.000566409210797637,0.00234405345809372,0.0033153362712386,-0.00495964827218513,-0.00197668014137107,-0.00302569012414471,0.00231237767110478,-0.0424876037666882,-0.0242658669972614,0.0135239525636319,-0.0467544138774308,-0.00995246007374932,-0.0548733030120834,0.00106927370279369,0.0771688000210354,-0.189867252974091,-0.0643301307440664,0.054296627415152,0.118225076921574,-0.00195477177546756,0.113441102863178,0.0865433100666548,-0.260112819417208,0.0887552212692114,-0.078654312688,"histidinol and unresolvable, unidentified isomers",5.49458661440115e-06
"homovanillic acid",5.87488379705724e-06,7.01649601794993e-06,2.00037872668714e-06,7.7594741052536e-06,4.12976001277918e-05,2.40420428279864e-05,3.33359663289181e-05,1.83882521645431e-05,7.27225479630598e-06,7.65946719143138e-06,1.18522292751926e-05,3.85570112245757e-06,1.32061069056284e-06,3.41127031118506e-06,2.23333573162204e-06,7.49521645665977e-06,1.54597446664018e-05,2.22813372821573e-05,6.51182616699166e-06,1.93369524499866e-05,6.50844196620196e-06,1.13456851398409e-05,1.36979571283243e-05,2.43302103168774e-05,1.80113162852122e-05,-2.48101553766374e-05,6.82819436773681e-05,-2.59644901236868e-05,1.0912927308574e-05,-0.000121175983944268,-2.02752621533121e-05,0.000141317450019172,2.9754050600326e-05,-0.000209050028425672,0.000211033802167546,-3.97378007554797e-06,0.000193280866809257,-8.30766253331339e-06,0.000540216489918464,0.000743513042152247,-0.000255997327036976,0.000361343491528952,-0.00177118593700655,-0.000392314709787482,-0.000275564291155527,0.00182635402387307,0.000526589618431911,-0.000188771104707801,"homovanillic acid",3.2440751432595e-10
"hypoxanthine",0.0281897879824035,0.0316515557755432,0.0492365991420447,0.0220174453944766,0.0191177270652839,0.00109379115261549,0.0219733030264116,0.0163505174544708,0,0.00351545597567802,0,0.00920789772631421,0.0560871438338867,0.0133028928870448,0.00579787216515178,0.010320514488518,0.0134556536045379,0.0129774329151455,0.0325652793493296,0.00700826605063059,0,0,0,0,-0.0126397392891027,-0.0311295267256664,0.0110732008239371,0.0826280861394821,0.162261035931561,0.246395435288507,-0.0553835731065939,-0.245861711324883,-0.37261540816768,0.409096403679043,0.45156511017621,-0.224547134547449,0.384186266026991,-0.179266646052958,-0.0935478010697566,-0.0632917548731701,-0.119978975623875,0.0671184226475758,-0.0561050191228493,0.0156875961023239,-0.0785688990763036,-0.126801880590339,-0.00245180221902102,-0.0400711146281409,"hypoxanthine",0.000159763009296488
"inosine",4.69345808387873e-05,5.65150329289735e-05,4.34171398862477e-05,7.23508137484162e-05,0.000114585639242561,5.61350459541784e-05,2.4175345585462e-05,1.5682582257821e-05,0,0,0,6.34253569029497e-06,5.52248181349762e-05,0,1.31622957803635e-05,1.17103345074488e-05,0.00119779158689837,3.47523522154787e-05,0.00243626256528533,6.19430196531152e-05,6.69297771054112e-07,1.70395801830065e-05,0,0,1.63153258493896e-05,-0.00039702044226856,-0.0011604420895787,0.000100570897205728,0.00434948785831839,-0.00364075123466392,-0.00497086414278914,0.00772837275163092,-0.0229291320854351,0.0104267990696622,-0.0139015582515968,0.00635425649676039,0.0106054124373011,0.0583139961874386,0.0074552119578994,0.0335609499005091,-0.0745157954233841,-0.0597999045241072,0.12089808008584,0.00793275818489523,0.0272527576927701,-0.0360454297638371,-0.0476876892854465,0.00827645790236017,"inosine",2.6618985757176e-10
"isoleucine",0,0.000102874183250065,4.05547145889459e-05,0.00363059228806818,8.21029998727834e-05,8.49098082973739e-05,1.97220563447881e-05,4.23956677295264e-05,0,0,0,0,8.11925547614461e-05,0.000117044229224789,0.000164743099858476,0.000159402344622542,9.8603582745211e-06,9.73793324591981e-05,0.000213362170656061,0.000376835834254044,0.0001606355612891,0.000221910482997738,1.23346685536667e-05,0,-0.000316430462926979,-9.32908013680307e-06,-0.000579630790309887,-0.000302943039289347,0.00188646019575373,-0.00346038191103318,0.00590469756878045,-0.00594564491940509,-0.000174039182815701,0.0160849860225982,0.0043572583273265,-0.0392731425261375,-0.0847933306696113,-0.0495315585005925,-0.0403238573859001,0.13916810809839,-0.0235133109251298,0.116433099548253,-0.0324974645430277,-0.0138890961359955,0.423482003584437,-0.217136198475519,-0.00161095130617015,-0.160129800525037,"isoleucine",1.00128237868182e-07
"leucine/norleucine",9.55978233475714e-05,0.000205267766746956,9.60459172834009e-05,0.000305541252236759,0.000106200987807284,8.02716184409504e-05,1.70723812200929e-06,2.17550526755898e-05,0,0,0,0,0.000118613101579522,7.7976267884892e-05,0.000160977447817221,0.00018991100894509,2.66610038886912e-06,1.60760158592566e-05,5.20754597545924e-05,0.000235286808709595,5.37725710063119e-05,0.000166371125825222,0,0,-6.1387538921385e-05,3.96453770913811e-05,-9.44471284088435e-05,0.000145908856966488,0.000747696078735858,-0.000549143991935214,0.000853581662482355,-0.00240087579378766,0.00211411977469289,0.00232802695037002,-0.000578846164295928,-0.00491266560363446,-0.00480278877554041,-0.00148023147781214,0.00365432640757739,0.00163821750434233,0.00980742991348077,0.00976345441754857,-0.0165604875310614,-0.012547067957634,0.02173833104188,-0.0260867663669672,-0.0186558755522734,-0.0153017236374039,"leucine/norleucine",3.76842993482455e-09
"malonic acid",0,5.04970107736158e-07,1.38830926735523e-07,1.51759375454131e-06,2.04222454181574e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74212693154623e-07,0,0,0,0,-1.6406867955544e-07,-1.69800551669692e-07,-1.90324032159799e-07,-4.41029458115289e-07,1.21488673440885e-06,-1.72618710442042e-06,2.54367165653039e-06,-3.80706951227449e-06,-9.30311245670757e-07,7.69133685553206e-06,8.80057510425525e-06,-1.9855294510424e-05,-3.49498003573342e-05,-2.09873922530548e-05,-7.21238934277405e-06,4.44521511842191e-05,2.229415596477e-05,1.91353292085629e-05,-4.7216721762022e-05,-3.524706794888e-05,0.000199184537784201,-8.35477443145039e-05,-1.23466613303547e-05,-7.10609676751863e-05,"malonic acid",2.69185316110658e-14
"N-acetyl-hexosamine",0.0118733508547006,0.0100472642765752,0.000208500334547334,0.0118297928736268,0.0428354640147039,0.0283874248826025,0.00137051914587366,0.0105403772297746,0.000791657708776563,0.000684505557959526,0.00107527397865657,0.000758637052264022,0.00060345626259665,0.000612323914396696,0.000565898084229778,0.000991771663980582,0.00845415773707401,0.0088595566019316,0.000746512839675063,0.016457784397494,0.00106635459600997,0.0141202622414258,0.00104783520497224,0.0014906251697569,0.00762316429965389,-0.012922220876906,0.0436533209675022,-0.00667582733437455,0.0937355164622532,-0.189470060187607,-0.024497938116893,-0.00561443749673511,0.291166146601029,-0.105359430715111,0.473187310509895,-0.134922543587997,-0.0969173235731687,-0.129493573548964,-0.16062141355271,-0.237916799673544,0.398489310665833,-0.0201008409494437,0.307741189774294,0.0210301588326531,0.256189627909146,0.299028816343406,-0.0218863901826072,0.0838968153220573,"N-acetyl-hexosamine",5.81126339395177e-05
"N-acetyl-phenylalanine",3.13051966276565e-06,1.72657670039082e-06,1.76066792654784e-06,1.5816541373184e-06,1.10010533077195e-05,7.49385717983859e-06,3.82666323107089e-06,2.56085067187679e-06,1.35544430041629e-06,0,0,1.78129501189953e-06,2.22460229361342e-06,5.94581915384423e-07,0,0,1.45612879405098e-06,0,0,5.50214614639981e-07,6.55635900313083e-06,3.89996201182721e-06,4.99728842498004e-06,3.76834648979519e-06,7.24385034326552e-06,-8.85907326989936e-07,9.10971514857471e-06,1.29666517141427e-05,9.16053997168179e-06,-1.83530778726406e-05,1.28919790461893e-05,3.31079827073079e-05,8.08418456603017e-05,-1.74170137946119e-05,0.000131640435659143,5.00511188220086e-05,8.97698484513984e-06,-1.52900922295252e-05,-0.000123553270238938,-2.77025667587867e-06,9.57225579871091e-05,-0.000102752020721723,0.000150416651325394,-0.000140830106219059,0.00016659607818931,0.000537425864425755,0.00101733184566033,1.04440252440243e-05,"N-acetyl-phenylalanine",5.2473367795628e-11
"nicotinamide",0.000128407897583051,0.000113556169449899,6.08733202647496e-05,0.000134449734683551,0.000592567872890976,0.000253576211329882,0.00538717245002459,0.000173198220677318,0,5.63912436912873e-05,0.00012011332464631,3.98371311489474e-05,0.000142721673666433,8.64896491372769e-05,7.08775864927544e-05,0.000170127452975524,5.38874878700726e-05,0.00124204754104835,1.77209583329665e-05,8.49439664080046e-05,0.000267556301980073,0.000176500471490368,0.000372960160099907,0.00029086751294772,0.00145010547219716,-0.00283934156761113,0.00492368796654207,-0.00258058794272689,0.000374041763724086,0.012420661056462,-0.00254758146420997,0.01887451749543,-0.00766803159403616,-0.0122491781752437,-0.0367858878114863,-0.0167653267725679,0.0333890680402407,-0.0359923307057252,-0.00255379113691611,0.127702844563828,0.030122700768038,0.131403239981028,-0.251440927145636,-0.417821766134499,-0.00969552118936965,0.215012287830799,0.279120201296258,-0.120359925661834,"nicotinamide",2.10280588049616e-06
"pantothenic acid",0.00079260496810555,0.000728867273366401,0,0.00566398431426891,0.0335391945347157,0.0234021739767728,0.000340092500232213,0.00521509595615123,0.00048687769388143,0.000540244893485794,0.000461992465732378,1.95505104565051e-05,0,0.00510520078173456,0.000272737198947718,0.000675719478317784,0.0102636107650874,0.0141033891033787,0,0.0150329678897783,0,0.00114579462394192,0.000351108898116539,0.000400510514400143,0.00212256304777858,-0.0158749932556878,0.0323122059798843,-0.00131340098274207,0.0712891959066383,-0.153178114524043,-0.00266224624427896,0.0558054808336973,0.16974720438699,-0.25923328394207,0.368459694224823,0.106514978405896,-0.153546011410377,-0.259928573924788,0.461431418236981,-0.0062049374905291,-0.513259142275161,-0.0262694304155647,0.0291330441786811,-0.166047892200578,-0.0560181276953938,-0.204202647820133,-0.0408390138307541,-0.130817794383212,"pantothenic acid",4.50527389179509e-06
"phenylalanine",0.000106309385719266,0.00012649409947472,3.59991815188191e-05,0.000192688578985292,0.000244715928797574,0.000156565242883228,1.14182316571373e-05,3.89270424480391e-05,0,0,0,0,2.80617424569858e-05,7.42474951632495e-05,0.000181184380559939,0.000197106514513132,0,4.98204204322647e-05,1.97581393554832e-05,0.00554574787471161,0.000153073218252506,0.000298136135906707,9.39173246944407e-05,0.00129384189272466,-0.000226361199217315,-0.000198112920959376,0.00106420406520978,9.15443002054453e-05,0.000772340525459493,-0.0118010991122331,0.004170351633232,-0.00365100301571364,-0.0111444835068796,-0.0126558898861866,-0.00448513732963922,-0.0191153271164211,-0.0820239894397965,0.0870989570178071,0.204474472017806,-0.158234252887464,0.229402212376126,0.293718411078998,-0.216471261348632,0.00221197100708325,-0.0144516442688868,-0.167660801140659,-0.322559233362843,-0.0463538772783219,"phenylalanine",5.12393925111008e-08
"pipecolic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12036945749e-07,0,0,0,2.19750697000411e-07,-5.76930401346149e-08,-8.63241239931275e-07,1.77153250180031e-06,-4.77562962897397e-07,-6.47256629699296e-07,1.91777807289204e-06,5.36116775989505e-06,1.71295035054733e-06,4.18451908735643e-07,-3.1668282987638e-06,3.84699954664817e-06,2.44938171609594e-07,-1.43126784493235e-05,-5.33423948430971e-06,-2.12700873901564e-06,2.81202743807894e-05,1.06185544029262e-06,-9.8256737753954e-06,1.89385950935076e-05,1.32641228207764e-05,2.44036581554961e-05,9.33591521485059e-06,9.20147663802439e-06,"pipecolic acid",4.82903688321664e-14
"proline and unresolvable, unidentified isomers",1.35806350238639e-06,1.26153160606572e-05,1.0069953260658e-05,4.07551952045582e-05,0,0,0,0,0,0,0,0,0,1.61162308428971e-06,1.39915619458882e-05,6.46480743618585e-06,0,1.8214370450137e-05,8.88496261032917e-06,2.8605172699215e-05,0,5.42620369743627e-06,0,0,-1.10438811207169e-05,-6.4665648613705e-07,-1.76666017991237e-05,-2.73050928669161e-05,6.35926768246456e-05,-8.7607436716873e-05,7.27527914697983e-05,-0.000201488539420126,-0.000148569189792655,0.000132195426795216,-8.15311348687752e-05,-0.000281496091511727,-0.00102172304761227,-0.00069844003058705,0.000422315772775401,0.00112534752153523,0.000893786354267989,0.00217664099225323,-0.00266266932884202,-0.000985152049787711,0.00289999893106344,-0.00203500926999959,-0.00241946943443747,-0.00148358496095651,"proline and unresolvable, unidentified isomers",1.21967310208528e-10
"pyridoxine",0.000571797826060803,0.0177657374913685,0.0125474457290353,0.0111848869999605,0.0250641026278534,0.0402342460102695,0,0.000306298544292754,0,0,0,0.01243370290701,0.00259619818432419,0,0.00716685457545635,0,0.0190968353642023,0.0490981443583026,0.0269464176134903,0.0268249584056497,0,0.0401777407149793,0,0.0303222641952965,0.0152331839241628,-0.00436747776747209,0.02634764318421,-0.00714864710325606,0.101813597999387,-0.308593520767942,-0.059696628559825,-0.447685569515365,-0.380678947566741,-0.490128035736317,-0.186650285873703,0.262410237858078,0.125028904276169,-0.298147500174016,-0.19751445353029,-0.000544003809140316,0.0513472051321318,-0.0139487548526206,-0.016511349804667,0.0893107972662467,0.0113681400629926,0.00365903849256811,0.0420784886176566,-0.0445772891205104,"pyridoxine",0.000232049892467373
"sarcosine",2.92317358081595e-06,3.24885385223259e-06,0,2.46961310923781e-05,0,4.01577508659192e-06,2.57953441125828e-08,4.74838446491854e-07,0,0,0,0,0,1.66701362956061e-06,3.8810889028833e-06,2.000912792829e-06,5.29782894556767e-07,0,0,0,0,0,0,0,-3.33024540693431e-06,-1.92906177149783e-06,-3.44686517922515e-06,-6.99307942550472e-06,1.15323861905189e-05,-1.99370889497337e-05,7.40589752920632e-05,-6.17071732551465e-05,4.28095614401707e-05,0.000118017276432113,4.8089059068583e-05,-0.000255373895809701,-0.000549197870633163,-0.000330090024734167,-0.000424108050302131,0.00103436836965244,-0.000108038015928417,0.000439429837630979,0.000169208068353204,-0.000677909236279589,0.00222113458991878,-0.0015870501652141,-0.000137122476670462,-0.000874588855235774,"sarcosine",1.10905344704071e-11
"threonine",1.84007477641738e-05,5.03568497987795e-05,1.93809005826776e-05,7.88859186412526e-05,1.74799999268773e-05,3.8338264239791e-05,4.95926066488439e-06,1.10658935205488e-05,0,0,0,0,1.15807662609848e-05,1.73776971843088e-05,8.43275130486172e-05,3.53753839878414e-05,1.1724968109598e-05,0.000374975366965957,2.11748170590011e-05,3.78509102159659e-05,1.21372019121499e-05,3.7068076737378e-05,4.35802945641215e-05,7.28196146709012e-06,-6.42717371014405e-05,5.89104799040728e-05,8.88260485360522e-06,-0.00013600988180931,0.000314703325729639,-0.00065448065083762,0.000515849464045384,-0.00105502912535607,-0.00170909285830069,-0.00215752424476936,-0.00110367047908853,0.00136144456036868,0.00033624873290385,-0.0114231523913539,-0.00211489203023384,0.00951982254118313,-0.00389364126916126,0.00467119396270477,-0.0205849640742558,-0.000333068543079318,-0.026503157070512,0.0317413673233694,-0.00654259462665988,0.00994236816668568,"threonine",4.13085619003668e-09
"thymidine",3.72067858519911e-05,5.17248313962642e-05,0.00012089052183263,6.56996815500531e-05,4.61826063365386e-05,2.28403949411229e-05,1.7114645376982e-05,1.05894466436869e-05,0,0,0,0.000152872287403374,0,2.83754776639148e-05,2.80548522185632e-05,9.25306825868032e-05,1.90953615476573e-05,6.40301291878062e-05,7.90966989128621e-05,5.62659791168348e-05,5.30539206490933e-05,3.44322775956034e-05,1.98160338077792e-05,3.81310072275712e-05,4.95110952040422e-05,-7.76384154501232e-05,-0.000288466693727139,-6.57049653379973e-05,0.000217613798561452,0.000120740841926385,-0.000231319752680532,-0.000939006181751908,-0.000329613362917549,-0.000472909011318751,0.000610594113624264,-0.000867418448004579,-0.00126526908166786,-4.82665360009093e-05,0.000558039876736103,-0.000223572682697477,-0.00176871675806356,0.00323927481020551,-0.00481729103138731,0.00366125558917076,-0.00438528830710405,0.00193802821934652,0.000112343272944328,0.000667437074678181,"thymidine",2.45134854830373e-09
"trigonelline and unresolvable, unidentified isomers",2.25240734106215e-05,1.92385855944572e-05,2.06925088746087e-06,1.08929160319477e-05,0.00063603418923723,0.000602417862915728,0,0.000492655818349733,0.000140900341012419,3.2791800278189e-05,2.25355819665393e-08,4.65403487346725e-05,0,6.90150867348616e-05,4.20837316886115e-05,0.000101208898780723,0,0,0,0,2.40767344951713e-05,0.000522717650841489,0,0.000258867411830925,0.000315485438457213,-0.000113315106770624,0.0010096880217773,-7.93418368031188e-05,0.000527772863495843,-0.00276958006788602,-0.000735255118566722,-0.00176437611477788,0.00803004773735665,-0.00148840208146638,0.00269286926669045,0.00491193897785991,0.00236427431625826,0.00651291002867239,-0.0186461693205443,-0.0151234262005582,-0.0135506155614292,-0.0171513955037825,0.00170824780242918,0.0718964748992769,0.0039293385702618,-0.0556628732894669,0.0352815128027693,-0.00966667606224459,"trigonelline and unresolvable, unidentified isomers",9.95310618785397e-08
"tyrosine",2.82391404541907e-05,5.42731038805311e-05,2.57369439838919e-05,8.55015351319192e-05,2.68192443029756e-05,2.16699960742839e-05,6.4976843243139e-06,5.04903327352575e-06,0,0,0.000277661605088602,0,6.34016098450368e-06,2.37339274533991e-06,4.4162750837991e-05,1.35199912336511e-05,9.88824313766399e-06,7.83132187230818e-06,1.32176966144089e-05,2.501918869014e-05,2.46475608026476e-05,3.98233800021456e-05,1.88462184132427e-05,9.95713812826508e-06,-1.85200487738418e-05,2.57319811512484e-05,-1.15623244900078e-06,-5.66875214171348e-05,-0.000410179947267901,-0.000463408187985993,-0.0014845669686776,-1.0540330602329e-05,0.000132236472263087,0.0019658537724083,0.000597957762787004,-0.00171949816045238,-0.000474941751262761,-0.00708335147141147,0.00269271042044211,0.00187661961555855,0.00157472902858161,-0.00118241742565434,0.00691983400899968,-0.0172219114365423,-0.0102199566749577,-0.0303216999085404,-0.0124616964570028,-0.00629537212489895,"tyrosine",3.42992206585478e-10
"unidentified isomer of 3-hydroxyanthranilic acid",7.34753594656204e-05,8.11893550947984e-05,0.0025611594735006,0.000172559749815672,0.00121554246505347,0.000696318256327271,0.00125235119802465,0.000619360202922157,0.000234865427569048,0.000325110224689175,0.00103972977240569,0.00140006773255242,2.41493150070778e-06,1.80315543240145e-05,2.88220409199731e-05,8.90067723466358e-05,0.000187949443047225,0.000105449057514166,0.00409131448181966,0.000351562455134488,0.00128377973104565,0.00072529025379574,0.00103863220746639,0.0182206994061733,0.00636075228728341,-0.0058759403702431,0.00341041485165637,0.00949390429581464,-0.0365717412693255,-0.0237756473465385,0.0420263792100105,-0.0815137767227765,-0.117038748143209,0.0276396673946109,0.0390404350069559,0.0877609223254586,0.0453747869456218,0.350820599937434,0.0691195836999321,-0.0094458525107006,-0.336702452475661,0.175906169637763,-0.0972814515231553,0.221518786802099,0.392354636225663,0.380165824568244,-0.142291014801338,0.0557470758252442,"unidentified isomer of 3-hydroxyanthranilic acid",4.04591696601811e-05
"unidentified isomer of cytidine",0.0372064928537885,0.0431166470883357,0.0609224365213646,0.0475480575474094,0.104453070171257,0.0828355470447045,0.0580244636420149,0.0402313399944112,0,0,0,0.0131100906297862,1.67544092862662e-06,0.00156842148270804,0.0200446647190955,0.0387232359680427,0.0310113695622954,0.0336423457646745,0.10885567004458,0.0510903822565609,0.0500852856521745,0.0519391349454338,0.00372329036252307,0.00545051734524898,0.0576869296543595,-0.0983282107808698,0.0104132225936291,-0.0120094269148539,0.445519419244678,-0.342209518172845,-0.147909500497687,0.109856329497778,0.0550930785907081,0.568527162735381,-0.217378446352628,0.365042082967516,-0.157948571284541,-0.100632325048311,-0.0537490330676392,0.111813780509577,0.0216215972236854,0.0358562032255108,0.0753923115495709,0.00421534964261964,0.00967091267240599,-0.0305776538742564,-0.0549009936842021,-0.0476347308703933,"unidentified isomer of cytidine",0.00332778185294702
"unidentified isomer of nicotine",0,0,5.79975585909608e-05,0,0,0,0,0,0,0,0,0,0.210503558929958,0.042140191720322,0.0207546634017014,0,0,0,0,0,0.0851858211207848,0,0,0,-0.0472564547935776,0.0547872883754978,0.0507109924789159,0.728388181828604,0.0399280722155496,0.497218579861478,-0.110265256222191,0.014018760249878,0.145698219001124,-0.0848183108800465,-0.161342380928766,0.207190914437697,-0.103778524574,-0.179882637488788,-0.0452554697111161,-0.0621009726974649,0.0178428938076462,-0.0432981989682963,0.0236177553066903,0.0235882210146384,0.0689883762584053,0.044785582175268,-0.0571231164939776,-0.0413469814350006,"unidentified isomer of nicotine",0.00223317251965745
"unidentified isomer of nicotinic acid",0.000124194673966265,0.000234990326671375,7.87546892648378e-06,0.000280014878343625,0.000204665587165226,6.5315556527434e-05,0,0,0.00112141131543374,6.53316555909931e-05,5.59086892121501e-05,0,4.93073931751943e-06,4.87836898088565e-05,4.29815416267641e-05,8.75107335737607e-05,0.000127905789790029,0.000467478361381627,3.45787595320759e-05,0.00455233453010642,0,2.86772112971408e-05,0,0,-0.00094795791247732,-3.16331965093597e-05,0.000614317692949305,-0.00161871776060202,0.00236982396295802,-0.00883478296054779,-0.00107089362934351,0.00380978676613267,-0.00750495311407049,-0.0125515840998822,-0.00566115131939075,-0.0127860581475133,-0.0758942765830621,0.0459693473150342,0.162119454482295,-0.130472986944233,0.203617619812732,0.201553679396489,-0.177667348153545,0.0217167923529236,0.0166499702310303,-0.00358065296058559,0.231209086269543,-0.0716769648618154,"unidentified isomer of nicotinic acid",8.98624203828359e-07
"unidentified isomer of valine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unidentified isomer of valine",0
"uracil",5.65508899850083e-05,7.5148784322386e-05,4.34660150548978e-05,0.000113953826596701,6.53584766671842e-05,2.08617893423175e-05,4.12654049462605e-06,5.12061683422059e-06,0,0,0,0,0.000174742261057138,1.98991385413337e-05,6.37139041445437e-05,0.000921760636147243,6.93066812912004e-05,2.68912724189099e-05,5.19807742324077e-05,7.10865351251495e-05,0,3.94405330269212e-05,2.31929267229295e-05,5.67695111201837e-06,-4.23087431184347e-05,-6.25895483523298e-05,-0.000385060831032085,0.000113163507045716,0.000491655814349537,0.000647127996052223,0.00175348605504171,-0.00312684321319187,0.0061078826485863,0.00225176589686767,-0.00597237320854244,-0.0131395971526473,0.00323470941433391,0.00220846227233753,0.0303464684931126,0.0156336072445914,-0.0266225854012013,-0.0138836729729903,-0.0108903717251776,0.0509274842956846,-0.0422389379478175,0.0474766410712911,-0.00150538839474504,0.0202300361998109,"uracil",1.7900297442617e-09
