,logFC,level,p,Genus,ord
R00618,5.70319724558324,enriched,1.46634122739379e-10,R00618,32.5264588220283
R06701,5.68127974101666,enriched,1.83974711911946e-10,R06701,32.2769394956863
R09269,5.68127974101666,enriched,1.83974711911946e-10,R09269,32.2769394956863
R09323,-5.61555607283875,depleted,6.09236986950678e-10,R09323,31.5344700071962
R09853,5.57065430614653,enriched,2.72794727076588e-10,R09853,31.0321893985888
R09858,5.57065430614653,enriched,2.72794727076588e-10,R09858,31.0321893985888
R11223,5.07055789890151,enriched,1.99218359128532e-08,R11223,25.7105574061124
R12187,5.07055789890151,enriched,1.99218359128532e-08,R12187,25.7105574061124
R12200,5.07055789890151,enriched,1.99218359128532e-08,R12200,25.7105574061124
R12206,5.07055789890151,enriched,1.99218359128532e-08,R12206,25.7105574061124
R12211,5.07055789890151,enriched,1.99218359128532e-08,R12211,25.7105574061124
R11710,4.9099357934457,enriched,5.73940760225256e-08,R11710,24.1074694957592
R00720,4.8684936772107,enriched,1.40548199679686e-12,R00720,23.7022306850406
R02720,4.8684936772107,enriched,1.40548199679686e-12,R02720,23.7022306850406
R03531,4.8684936772107,enriched,1.40548199679686e-12,R03531,23.7022306850406
R08243,4.8684936772107,enriched,1.40548199679686e-12,R08243,23.7022306850406
R10485,4.70025597475031,enriched,2.26007321085426e-07,R10485,22.092406228176
R12238,4.66050416535646,enriched,3.36271360686989e-07,R12238,21.7202990753049
R12239,4.66050416535646,enriched,3.36271360686989e-07,R12239,21.7202990753049
R10191,4.52538002292261,enriched,8.65316460391288e-07,R10191,20.4790643518671
R00502,-4.43308869915052,depleted,6.02486490816442e-09,R00502,19.6522754145361
R01381,-4.43308869915052,depleted,6.02486490816442e-09,R01381,19.6522754145361
R03077,-4.43308869915052,depleted,6.02486490816442e-09,R03077,19.6522754145361
R08845,-4.43308869915052,depleted,6.02486490816442e-09,R08845,19.6522754145361
R10312,-4.3538827080957,depleted,3.13863842895406e-06,R10312,18.9562946358547
R10486,4.26856933008947,enriched,3.56965983076789e-06,R10486,18.2206841257805
R06728,4.16594116207975,enriched,7.94808479369707e-08,R06728,17.3550657659104
R08249,4.16594116207975,enriched,7.94808479369707e-08,R08249,17.3550657659104
R08251,4.16594116207975,enriched,7.94808479369707e-08,R08251,17.3550657659104
R12555,4.12140511575226,enriched,8.13112937571469e-06,R12555,16.9859801281489
R11237,4.06291171847224,enriched,1.2266957435119e-05,R11237,16.5072516320991
R11246,4.06291171847224,enriched,1.2266957435119e-05,R11246,16.5072516320991
R11402,4.06291171847224,enriched,1.2266957435119e-05,R11402,16.5072516320991
R09811,4.03729387912897,enriched,4.57520755110205e-06,R09811,16.2997418664522
R12076,3.90608859519617,enriched,2.83267876567708e-05,R12076,15.2575281135216
R12081,3.90608859519617,enriched,2.83267876567708e-05,R12081,15.2575281135216
R02745,3.86648923911682,enriched,1.51590327770024e-06,R02745,14.9497390362061
R03415,3.86648923911682,enriched,1.51590327770024e-06,R03415,14.9497390362061
R06703,3.84679190867474,enriched,1.37549710261545e-05,R06703,14.7978079886454
R06713,3.84679190867474,enriched,1.37549710261545e-05,R06713,14.7978079886454
R07419,3.81956740955637,enriched,4.0227263449891e-05,R07419,14.5890951961452
R02528,3.80596700170806,enriched,2.1982179252822e-05,R02528,14.4853848180906
R11080,3.79765432151123,enriched,1.82463407684485e-06,R11080,14.4221783456929
R02428,3.75856922611603,enriched,3.36661307643438e-11,R02428,14.1268426275065
R11662,3.75360180851091,enriched,2.49668862169198e-06,R11662,14.0895265368564
R11673,3.75360180851091,enriched,2.49668862169198e-06,R11673,14.0895265368564
R01730,-3.70080314492279,depleted,5.41371930588537e-07,R01730,13.6959439174704
R11082,3.6381541826377,enriched,8.28862434229012e-07,R11082,13.2361658566442
R00374,3.63102470451659,enriched,1.88183897793381e-08,R00374,13.1843404048098
R05704,3.63102470451659,enriched,1.88183897793381e-08,R05704,13.1843404048098
