,logFC,level,p,Genus,ord
R03531,1.75470072443588,enriched,0.000493239306043286,R03531,3.0789746323358
R08243,1.75470072443588,enriched,0.000493239306043286,R08243,3.0789746323358
R09286,1.51650454116081,enriched,0.000819608595846656,R09286,2.29978602336137
R03576,-1.44573393088236,depleted,0.000737274294976285,R03576,2.09014659890456
R02428,1.40525471538341,enriched,0.000319494468654714,R02428,1.97474081510731
R12146,-1.39497852439516,depleted,6.9551364095885e-07,R12146,1.94596508352368
R11773,1.10596670679055,enriched,1.17403378245918e-05,R11773,1.22316235652913
R01781,0.887038081516014,enriched,0.000268528591308916,R01781,0.786836558059611
R02257,0.887038081516014,enriched,0.000268528591308916,R02257,0.786836558059611
R02702,0.804012330764075,enriched,0.000210346004479335,R02702,0.64643582802068
R02909,0.804012330764075,enriched,0.000210346004479335,R02909,0.64643582802068
R03628,0.804012330764075,enriched,0.000210346004479335,R03628,0.64643582802068
R11175,0.797119737412348,enriched,6.51251938194613e-05,R11175,0.635399875772331
R11177,0.784244934192365,enriched,7.37453566629075e-05,R11177,0.615040116806387
R12300,0.649366404703134,enriched,0.000503168116831688,R12300,0.421676727557074
R06988,0.61786351367602,enriched,0.000137372392541482,R06988,0.381755321532077
R09284,0.61786351367602,enriched,0.000137372392541482,R09284,0.381755321532077
R01011,-0.573601872265913,depleted,6.88251764000596e-05,R01011,0.32901910786696
R01059,-0.573601872265913,depleted,6.88251764000596e-05,R01059,0.32901910786696
R04638,0.562388961605715,enriched,0.000293042213948928,R04638,0.316281344135955
R04158,0.451172718981468,enriched,7.92456600375958e-05,R04158,0.203556822353131
R07633,0.383564023283524,enriched,0.000534074984773793,R07633,0.147121359957443
R10700,-0.377492595641405,depleted,0.000107208973022225,R10700,0.142500659764085
R01624,-0.377492363819728,depleted,0.000102762922355447,R01624,0.142500484742206
R12328,-0.377145684452357,depleted,0.000107165900751987,R12328,0.142238867301037
R08956,-0.351012917747697,depleted,0.00027975976829375,R08956,0.123210068425751
R01347,-0.291812200170929,depleted,0.000235511468345182,R01347,0.0851543601685981
R02281,-0.291812200170929,depleted,0.000235511468345182,R02281,0.0851543601685981
R06945,-0.291812200170929,depleted,0.000235511468345182,R06945,0.0851543601685981
R03349,-0.275484762673586,depleted,0.000867139956199113,R03349,0.0758918544653219
R10765,-0.259868471450599,depleted,0.000238931574513664,R10765,0.0675316224540706
R12996,-0.259868471450599,depleted,0.000238931574513664,R12996,0.0675316224540706
R01498,-0.184811755982699,depleted,0.000504856671728222,R01498,0.0341553851494088
R00174,-0.184035692958494,depleted,0.000481887511277869,R00174,0.0338691362827131
R01909,-0.184035692958494,depleted,0.000481887511277869,R01909,0.0338691362827131
R02493,-0.184035692958494,depleted,0.000481887511277869,R02493,0.0338691362827131
R01520,0.147595306206728,enriched,0.00053553442520857,R01520,0.0217843744142577
R01521,0.147595306206728,enriched,0.00053553442520857,R01521,0.0217843744142577
R01196,0.0801483569059356,enriched,0.000326417005709155,R01196,0.00642375911472124
