,logFC,level,p,Genus,ord
g__unclassified_f__Rhodothermaceae,2.86267179810162,enriched,9.42218468407475e-05,g__unclassified_f__Rhodothermaceae,8.19488982364637
g__unclassified_f__Acidobacteriaceae_Subgroup_1,-2.84320101548358,depleted,0.0128386725561873,g__unclassified_f__Acidobacteriaceae_Subgroup_1,8.08379201444689
g__unclassified_f__Hymenobacteraceae,-2.82541828993534,depleted,0.00539551658911431,g__unclassified_f__Hymenobacteraceae,7.98298851310114
g__unclassified_f__FFCH9454,-2.82128026371996,depleted,0.0143774424986203,g__unclassified_f__FFCH9454,7.95962232645577
g__unclassified_c__Phycisphaerae,2.81876872796555,enriched,0.0134210858878437,g__unclassified_c__Phycisphaerae,7.94545714175652
g__unclassified_c__OLB14,2.808443419815,enriched,7.78297391078627e-19,g__unclassified_c__OLB14,7.88735444230215
g__Trichocoleus_SAG_26.92,-2.80520441128632,depleted,0.0082530163834908,g__Trichocoleus_SAG_26.92,7.86917178910025
g__unclassified_f__Tepidisphaeraceae,-2.7961072450334,depleted,0.00966788012644539,g__unclassified_f__Tepidisphaeraceae,7.81821572572827
g__Roseisolibacter,-2.76433971506084,depleted,1.68436232958913e-05,g__Roseisolibacter,7.64157406026267
g__Rickettsiella,-2.72820223488887,depleted,0.00872836620140921,g__Rickettsiella,7.44308743445263
g__unclassified_f__Euzebyaceae,2.72644231849452,enriched,1.1004826597499e-05,g__unclassified_f__Euzebyaceae,7.43348771607775
g__Glycomyces,2.71909995103839,enriched,4.6390863899805e-07,g__Glycomyces,7.39350454373699
g__Oscillatoria_SAG_1459-8,2.70969923085116,enriched,0.00213402262872603,g__Oscillatoria_SAG_1459-8,7.34246992167538
g__Segetibacter,-2.69886371917589,depleted,9.48380577827794e-24,g__Segetibacter,7.2838653746839
g__unclassified_o__Candidatus_Zambryskibacteria,2.69367224428254,enriched,0.00899066468002899,g__unclassified_o__Candidatus_Zambryskibacteria,7.25587015961812
g__unclassified_o__Candidatus_Azambacteria,2.69266494049689,enriched,0.00909960830601242,g__unclassified_o__Candidatus_Azambacteria,7.25044448178115
g__Candidatus_Ovatusbacter,-2.65426999748362,depleted,0.00458098416544883,g__Candidatus_Ovatusbacter,7.04514921954171
g__unclassified_o__Lineage_IV,2.64436702524151,enriched,0.00898723200230968,g__unclassified_o__Lineage_IV,6.99267696418464
g__unclassified_f__Symbiobacteraceae,2.63524790532612,enriched,0.00928505571993168,g__unclassified_f__Symbiobacteraceae,6.9445315225257
g__Alsobacter,-2.61481093652959,depleted,4.35185436236489e-05,g__Alsobacter,6.83723623379476
g__Tychonema_CCAP_1459-11B,-2.61340657028884,depleted,0.00239393882707941,g__Tychonema_CCAP_1459-11B,6.82989390162886
g__unclassified_f__Microscillaceae,2.60922863163764,enriched,8.8753934797956e-15,g__unclassified_f__Microscillaceae,6.80807405215765
g__unclassified_o__Veillonellales-Selenomonadales,-2.58827035959467,depleted,0.0118064104459179,g__unclassified_o__Veillonellales-Selenomonadales,6.69914345435635
g__unclassified_o__Candidatus_Doudnabacteria,2.58285575118635,enriched,0.0123563072994386,g__unclassified_o__Candidatus_Doudnabacteria,6.67114383143638
g__unclassified_f__Peptococcaceae,2.57729556363952,enriched,0.0113325162421628,g__unclassified_f__Peptococcaceae,6.64245242235594
g__Verrucomicrobium,2.57074694258583,enriched,4.68449164448273e-08,g__Verrucomicrobium,6.60873984281441
g__unclassified_c__Gracilibacteria,2.56677224923445,enriched,0.00765875979756927,g__unclassified_c__Gracilibacteria,6.58831977944007
g__Vampirovibrio,-2.56186138149732,depleted,0.0120829343898964,g__Vampirovibrio,6.56313373800734
g__YC-ZSS-LKJ147,-2.48393995700404,depleted,4.26941367267859e-09,g__YC-ZSS-LKJ147,6.16995771000124
g__Dyella,-2.47290451982882,depleted,0.000496208534793844,g__Dyella,6.11525676418979
g__AKYG587,2.45141803790251,enriched,2.31899032459253e-09,g__AKYG587,6.0094503965538
g__Tepidisphaera,-2.439272929198,depleted,0.00644425875259734,g__Tepidisphaera,5.95005242311817
g__Hymenobacter,-2.42444756222349,depleted,3.14388953638214e-16,g__Hymenobacter,5.87794598197143
g__Dokdonella,-2.42127313575431,depleted,1.8240143902208e-14,g__Dokdonella,5.86256359792553
g__unclassified_f__Rhodocyclaceae,-2.41744905925392,depleted,0.00358480500790555,g__unclassified_f__Rhodocyclaceae,5.84405995408764
g__Ohtaekwangia,2.41490486662631,enriched,1.70698579390328e-15,g__Ohtaekwangia,5.83176551485544
g__unclassified_f__A0839,2.36495724861006,enriched,3.04800917828611e-05,g__unclassified_f__A0839,5.59302278775326
g__unclassified_o__PB19,2.3553892733498,enriched,0.00906252286622009,g__unclassified_o__PB19,5.54785862901132
g__Promicromonospora,2.31745691853083,enriched,7.19802520453225e-07,g__Promicromonospora,5.37060656924643
g__Flavobacterium,2.31097023527002,enriched,3.13410579301641e-06,g__Flavobacterium,5.34058342830399
g__Nakamurella,-2.30037763126485,depleted,0.0101665888003094,g__Nakamurella,5.29173724642367
g__unclassified_f__A21b,-2.260543766281,depleted,6.73055317397324e-21,g__unclassified_f__A21b,5.11005811927191
g__unclassified_c__OM190,2.22983864210392,enriched,5.0789171074715e-07,g__unclassified_c__OM190,4.97218036981987
g__unclassified_f__WWH38,-2.2283566375848,depleted,0.00595295743970578,g__unclassified_f__WWH38,4.96557330426826
g__unclassified_c__BD2-11_terrestrial_group,2.21085841544084,enriched,3.15990386747357e-08,g__unclassified_c__BD2-11_terrestrial_group,4.88789493312558
g__CENA518,-2.19039594550396,depleted,0.00729246570829177,g__CENA518,4.79783439808017
g__unclassified_o__PLTA13,2.14156238932664,enriched,4.57659752354293e-17,g__unclassified_o__PLTA13,4.58628946737843
g__Burkholderia-Caballeronia-Paraburkholderia,-2.12630306282025,depleted,0.000227982780606602,g__Burkholderia-Caballeronia-Paraburkholderia,4.52116471495879
g__unclassified_o__0319-7L14,2.12236226729598,enriched,1.44779956632043e-08,g__unclassified_o__0319-7L14,4.50442159364173
g__OLB12,2.10889919767855,enriched,0.00163489173988484,g__OLB12,4.44745582596925
g__SWB02,2.07970761889502,enriched,6.97194633628019e-19,g__SWB02,4.32518378008997
g__unclassified_p__GAL15,2.0672897197068,enriched,0.000292453665135197,g__unclassified_p__GAL15,4.27368678520543
g__Variovorax,2.06512927601891,enriched,2.49410027429455e-10,g__Variovorax,4.26475892667038
g__Angustibacter,-2.06380881608741,depleted,1.22468593929563e-12,g__Angustibacter,4.25930682936011
g__unclassified_f__CPla-3_termite_group,-2.06035046100285,depleted,1.24941974978366e-05,g__unclassified_f__CPla-3_termite_group,4.24504402215464
g__unclassified_o__Omnitrophales,2.03526036019895,enriched,0.00506248190667468,g__unclassified_o__Omnitrophales,4.14228473379715
g__Sandaracinus,2.01796637932614,enriched,1.96154481986079e-11,g__Sandaracinus,4.07218830809064
g__unclassified_f__Microtrichaceae,-2.01377842439138,depleted,0.00112967623291395,g__unclassified_f__Microtrichaceae,4.05530354254421
g__JGI_0001001-H03,1.99578448138031,enriched,0.00297697064342345,g__JGI_0001001-H03,3.98315569611848
g__Geodermatophilus,-1.94364767991449,depleted,1.28351154120526e-09,g__Geodermatophilus,3.77776630363697
g__unclassified_o__Elev-16S-573,-1.94359763285909,depleted,0.0113880319782528,g__unclassified_o__Elev-16S-573,3.77757175845544
g__unclassified_o__Actinomarinales,1.93669442940192,enriched,1.05248319520828e-13,g__unclassified_o__Actinomarinales,3.75078531287643
g__Gemmatimonas,-1.91951047626313,depleted,5.48691871615806e-39,g__Gemmatimonas,3.68452046848392
g__Luteolibacter,1.91878711219189,enriched,0.000121751631025816,g__Luteolibacter,3.68174398191367
g__SM1A02,1.91793361947675,enriched,2.37997484976985e-05,g__SM1A02,3.67846936871921
g__unclassified_f__Ardenticatenaceae,1.91772160704206,enriched,0.000121710546973833,g__unclassified_f__Ardenticatenaceae,3.67765616211598
g__Terrabacter,-1.89614017867943,depleted,6.17227853273601e-09,g__Terrabacter,3.59534757720245
g__Nitrosomonas,1.88809033579303,enriched,1.07808902974992e-05,g__Nitrosomonas,3.56488511611504
g__BIyi10,1.88559893281939,enriched,3.20452838462201e-07,g__BIyi10,3.55548333544964
g__Dyadobacter,1.88455787107675,enriched,3.10589734473917e-05,g__Dyadobacter,3.55155836943732
g__unclassified_c__AKAU4049,1.78548384238593,enriched,3.16492623309268e-05,g__unclassified_c__AKAU4049,3.18795255142124
g__Asticcacaulis,-1.77071079343854,depleted,0.00178936654588806,g__Asticcacaulis,3.13541671399974
g__unclassified_p__WS2,1.7666864101097,enriched,0.000392355670814279,g__unclassified_p__WS2,3.1211808716663
g__Polyangium,1.76178100412916,enriched,0.00999493044225017,g__Polyangium,3.10387230651036
g__unclassified_f__Acetobacteraceae,-1.74841579642252,depleted,4.10198041236495e-20,g__unclassified_f__Acetobacteraceae,3.05695779717981
g__Polaromonas,1.6982391019883,enriched,0.0102407025699879,g__Polaromonas,2.88401604752202
g__Panacagrimonas,1.69510779202721,enriched,0.0128845696007164,g__Panacagrimonas,2.87339042659135
g__unclassified_f__NS11-12_marine_group,1.6870468013828,enriched,0.000552645451752369,g__unclassified_f__NS11-12_marine_group,2.84612691005592
g__Candidatus_Berkiella,1.68195744207608,enriched,0.0065603291597004,g__Candidatus_Berkiella,2.82898083695511
g__unclassified_c__Anaerolineae,1.6762539083592,enriched,0.000268271863014187,g__unclassified_c__Anaerolineae,2.80982716528948
g__unclassified_c__Subgroup_11,1.6655433155837,enriched,4.18743729468492e-08,g__unclassified_c__Subgroup_11,2.77403453608553
g__Fluviicola,1.63928531821862,enriched,0.00871787336481176,g__Fluviicola,2.68725635452712
g__Pseudoflavitalea,1.63788327299608,enriched,2.6342707841476e-07,g__Pseudoflavitalea,2.68266161596035
g__unclassified_o__SBR1031,1.62573668396905,enriched,5.28574278370012e-05,g__unclassified_o__SBR1031,2.64301976560267
g__Mucilaginibacter,-1.62187473026462,depleted,0.000514480611407912,g__Mucilaginibacter,2.63047764067093
g__MND1,1.61250098673917,enriched,1.14049562903063e-16,g__MND1,2.60015943223479
g__unclassified_o__Cytophagales,-1.61105069307259,depleted,0.00948645234936073,g__unclassified_o__Cytophagales,2.59548433564968
g__Lechevalieria,1.60511057110571,enriched,3.00871211182568e-09,g__Lechevalieria,2.57637994547528
g__unclassified_f__Oligoflexaceae,-1.55797857591553,depleted,0.000384911706944464,g__unclassified_f__Oligoflexaceae,2.4272972430118
g__Noviherbaspirillum,-1.54526554284008,depleted,6.26185634721356e-15,g__Noviherbaspirillum,2.38784559788883
g__unclassified_f__Reyranellaceae,1.54023756738543,enriched,0.000248381566656732,g__unclassified_f__Reyranellaceae,2.37233176398539
g__unclassified_f__Saprospiraceae,1.53800184991695,enriched,2.87442423222762e-10,g__unclassified_f__Saprospiraceae,2.36544969034797
g__Stenotrophobacter,1.53158687447836,enriched,0.00234718344348279,g__Stenotrophobacter,2.34575835407441
g__unclassified_f__Anaerolineaceae,1.51187461487221,enriched,2.98342284509395e-05,g__unclassified_f__Anaerolineaceae,2.28576485109498
g__unclassified_c__Subgroup_18,1.50256333393938,enriched,0.000295098416559107,g__unclassified_c__Subgroup_18,2.25769657249903
g__Luteibacter,-1.49524833527254,depleted,0.00177554899214899,g__Luteibacter,2.2357675841353
g__unclassified_o__Acidobacteriales,-1.49130337581093,depleted,0.00011429865285878,g__unclassified_o__Acidobacteriales,2.22398575870506
g__unclassified_f__Micropepsaceae,-1.47170818467095,depleted,6.97062153512434e-07,g__unclassified_f__Micropepsaceae,2.16592498082748
g__Pseudomonas,1.46867417426519,enriched,1.47702469628671e-05,g__Pseudomonas,2.15700383015353
g__Pedobacter,1.46865344774537,enriched,0.00697228479599052,g__Pedobacter,2.15694294957436
g__unclassified_o__Saccharimonadales,1.46618495318795,enriched,0.00124376813117175,g__unclassified_o__Saccharimonadales,2.14969831695476
g__unclassified_f__Sandaracinaceae,1.45081589667397,enriched,1.11837503653055e-11,g__unclassified_f__Sandaracinaceae,2.10486676604189
g__Aetherobacter,-1.42864382542903,depleted,0.00015566954870412,g__Aetherobacter,2.04102317993648
g__Bdellovibrio,-1.42775999680909,depleted,0.000161070655939095,g__Bdellovibrio,2.03849860848829
g__unclassified_c__Pla4_lineage,1.41202450604351,enriched,0.00975069624284214,g__unclassified_c__Pla4_lineage,1.99381320566741
g__Candidatus_Solibacter,-1.41128209547181,depleted,7.31660270568619e-09,g__Candidatus_Solibacter,1.99171715299931
g__unclassified_f__NS9_marine_group,1.41126473362676,enriched,0.002089120821817,g__unclassified_f__NS9_marine_group,1.9916681483786
g__Kineosporia,-1.4043246733097,depleted,0.000535123585123133,g__Kineosporia,1.97212778806639
