"","exudate-EOD-Arabidopsis-1-451-1","exudate-EOD-Arabidopsis-2-452-1","exudate-EOD-Arabidopsis-3-453-1","exudate-EOD-Arabidopsis-4-454-1","exudate-EOD-Arabidopsis-5-455-1","exudate-EOD-Arabidopsis-6-456-1","exudate-EOD-Arabidopsis-7-457-1","exudate-EOD-Arabidopsis-8-458-1","exudate-EOD-Brachy-1-433-1","exudate-EOD-Brachy-2-434-1","exudate-EOD-Brachy-3-436-1","exudate-EOD-Brachy-4-437-1","exudate-EOD-Brachy-5-438-1","exudate-EOD-Brachy-6-439-1","exudate-EOD-Brachy-7-440-1","exudate-EOD-Medicago-1-442-1","exudate-EOD-Medicago-2-444-1","exudate-EOD-Medicago-3-449-1","exudate-EOD-TxCtrl-1-441-1","exudate-EOD-TxCtrl-2-450-1","exudate-EOD-TxCtrl-3-459-1","exudate-EOD-TxCtrl-4-460-1","exudate-EON-Arabidopsis-1-451-2","exudate-EON-Arabidopsis-2-452-2","exudate-EON-Arabidopsis-3-453-2","exudate-EON-Arabidopsis-4-454-2","exudate-EON-Arabidopsis-5-455-2","exudate-EON-Arabidopsis-6-456-2","exudate-EON-Arabidopsis-7-457-2","exudate-EON-Arabidopsis-8-458-2","exudate-EON-Brachy-1-433-2","exudate-EON-Brachy-2-434-2","exudate-EON-Brachy-3-436-2","exudate-EON-Brachy-4-437-2","exudate-EON-Brachy-5-438-2","exudate-EON-Brachy-6-439-2","exudate-EON-Brachy-7-440-2","exudate-EON-Medicago-1-442-2","exudate-EON-Medicago-2-444-2","exudate-EON-Medicago-3-449-2","exudate-EON-TxCtrl-1-441-2","exudate-EON-TxCtrl-2-450-2","exudate-EON-TxCtrl-3-459-2","exudate-EON-TxCtrl-4-460-2","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","id","PCone"
"5-oxo-proline",0.00602065915518436,0.00651753574291341,0.00413237495011888,0.00330138050735274,0.0018497983912636,0.00467436285240233,0.00217765245484226,0.0024559944907319,0.000352118930000841,0.000325673255215673,0.000699655821264603,0.000429796462687434,0.000363414840869263,0.000439150931820962,0.00274706420459963,0.00111826662366943,0.00132904372808063,0.000651496910791281,0.000306051308811931,0.000553529112994243,0.000936027525650233,0.000665715959113859,0.00176216746948646,0.00672224498700115,0.0045206210424191,0.00258140254218339,0.0042511880512192,0.0052320727233729,0.00235478442711194,0.0016442481516329,0.00113109095298281,0.000725278858693244,0.000493786493954958,0.000637061392893986,0.000358516838442885,0.000707710529936244,0.013637280077599,0.000847542124915404,0.00072147335363241,0.000602746795869843,0.000727531011967194,0.00093689901754797,0.00176028541168022,0.00140069097489905,-0.000436116123604241,0.00940911462744299,0.021423939686615,-0.00138324459514464,0.021796095603296,-0.0538430022214106,-0.00427097800676494,0.00764389444518848,0.0223828567531224,-0.00637347964166479,-0.0184250847801488,-0.00106023889606802,-8.8402492088524e-05,-0.0570788796231798,0.0353941341171566,-0.0199503770702123,0.0535309639238361,-0.0164663357978346,0.061096647876945,0.0264875576371048,0.0196559994663713,0.0392392243552967,0.0604579947084087,0.105978175879231,-0.00926312960313691,-0.0822185031599253,-0.0494742418303356,0.160921457303365,0.10376750969152,0.146658796980913,0.257866878747998,-0.127632971365536,0.175813469653133,0.223718998463063,-0.298594060425774,0.191207911034908,-0.179197522526256,-0.257747170801784,-0.402069341101399,-0.0459297791392428,0.0738572891781749,0.0956270272528492,-0.0263437439509027,-0.137368115975614,"5-oxo-proline",1.9019727326759e-07
"adenine",0.110231684379892,0.228850956465876,0.23673423020145,0.296982543363859,0.268807163161068,0.229789558324027,0.305224955992126,0.205370049152523,0.51880571803946,0.47510218259349,0.457493583121848,0.502505032806879,0.395227459407529,0.509896642647021,0.0607745875292867,0.0916545775503812,0.094881848495148,0.128183205952065,0.0543918739393286,0.0755391613464899,0.0455594928948754,0.0307257580646623,0.241967574648974,0.205514150253284,0.213616287340256,0.313522948638388,0.23297667202887,0.215114988041788,0.304300353441408,0.326332705864749,0.355855278877323,0.258597597067895,0.276728058223906,0.379694195965424,0.322566415266885,0.299149012356599,0.0341118185076722,0.14606569780787,0.0635223018885931,0.150657888289024,0.0358744145841145,0.0385659059559056,0.0521529452092374,0.0430425210766985,-0.524425240042577,-0.754423249334961,-0.0440524825947216,0.1332668197103,-0.0190764357975836,0.139943619920271,-0.0750555073225582,-0.0106382860011657,0.218515057847735,-0.0525168092790087,0.101309131110419,-0.0613836521274621,-0.0369060290888368,0.0134833645948405,0.0345095379870342,-0.0177946258894578,0.090805933611032,0.0211598791545648,0.0242368109128705,-0.0313574436508744,0.0059438061986008,0.0429003205425332,-0.00484579797864643,-0.0376582084136764,-0.00765538620215031,-0.0153730632702377,0.0211389235200702,-0.0754720235769479,-0.00232383629335998,-0.0123632436805207,0.019055182312288,0.0183300738676632,-0.0274148182907384,0.00336943869424024,-0.0337421821503933,-0.0165004056448094,-0.00314871176979793,-0.00602845509169336,-0.0048828136336307,0.010158283239997,-0.0326566340189381,-0.016004900582977,0.0149462492562296,-0.0416345748596151,"adenine",0.275021832393714
"adenosine and isomers",0.0486067653080385,0.140905658429979,0.126258145547024,0.123787062010637,0.0271082836076732,0.152454119833801,0.139601685112684,0.118762912541611,0.0167365127515367,0.0143273989203723,0.0152430227929353,0.0165369524683957,0.00876726776335046,0.016215394116649,0.00824688303422718,0.0723325223861378,0.0606723898155673,0.0959028611892198,0.00755434552072158,0.0143241543296151,0.0149694464030144,0.00899504735545624,0.147094076775249,0.10872060902986,0.126192202990393,0.142313958651574,0.0223239827059021,0.0944846119011503,0.171988223400114,0.155120770469249,0.0273559914649175,0.0186055177637158,0.0137331468309937,0.0281816793965154,0.0209795958548371,0.0275072667147674,0.0146453694824069,0.112182675193797,0.0850979050720835,0.0886497775604611,0.0433305930298154,0.0464186155614692,0.0329761367075871,0.0319173698598952,-0.103619269844943,0.330726424889459,0.295821873069788,0.346726923858389,-0.141242649611762,0.342208747956964,-0.626667442343851,-0.255256839973137,0.0504746649908668,-0.0457341170629271,0.0374051529582771,-0.157202776443966,0.00829876799147967,0.0341998724056409,0.0769360562313464,-0.0280754814984407,0.0190382379768185,0.00414759215296728,-0.0382211361043945,-0.0323862414527941,-0.0163355896022025,-0.0135379884979527,0.00683234300804453,-0.06557578078533,0.000711644225022304,-0.0249840347238717,0.0142195636767967,-0.0539579746355191,0.0147751056920543,0.0372139221993562,0.00771820892230048,0.0309164915591258,-0.0423237825044699,0.0121640541577008,-0.0399424626151632,-0.0201584100641911,-0.0100510542349269,-0.0112675643728172,0.000999011059841071,0.00550036612306144,-0.0302883592562368,-0.0190290206924719,0.0162282609751022,-0.0419074213415041,"adenosine and isomers",0.010736953083199
"agmatine sulfuric acid",0.00445097167563458,0.0060628976637648,0.00239408246425863,0.00657747538060452,0.0124577342614943,0.00490735385585571,0.00504225908778232,0.0113023050461369,0.000316073002557019,0.000145739103763261,0.000271245590770958,0.000423404298204753,0.000721518293476099,0.00029753832942821,0,0.0149804640053541,0.030643690303272,0.0889465212297672,0,0.00154621861389047,0.000490158139979062,0,0.00243685451449259,0.00607809853443096,0.00273178887798595,0.0042697652204,0.00856231369179146,0.0141881170590823,0.00450526635868543,0.00621596923818823,0.000153283579549984,0.00064942199350337,0.000370935814228276,0.000560250199678124,0.000829204962735868,0.000801126832649947,0,0.0284065960544658,0.23034839032162,0.168624794606251,0,0,0.00152040873036011,0,-0.00513161754006074,0.1964446905639,-0.552897914242493,0.117845121208691,0.613778088437419,0.314200724011759,0.0544737254012071,-0.0168579831141094,0.0681891336584137,-0.0271116991232196,0.124992736179828,-0.167518653137332,-0.0749063331989123,-0.0359967519934616,0.139827522038469,0.187900624595601,-0.00674103891695223,0.106020825591288,0.0906474345813195,-0.0011958072635368,0.0168373987243635,0.00682023109872895,0.0136920789081509,-0.0518341836394057,-0.00911389165907038,0.0138507398658935,0.0310939187858446,-0.0726131725515645,0.000759243591886904,0.011231721460589,0.0257638354107175,-0.00191936687398337,-0.0209048068325029,0.00639777193305568,-0.0300622375093943,-0.00469993761448376,-0.0120647311305964,-0.00318277834549894,0.000750411679890612,0.00444170719437208,-0.0379547638217074,-0.0182022778060027,0.00980102992060746,-0.0446159447621263,"agmatine sulfuric acid",2.6333498577459e-05
"alanine",0.000834916493627637,0.0020116565106203,0.000213879280169177,0.000132124731374094,0.000143814017331663,0.000732707909197714,0.000192896040798452,0.000139599599407955,1.49388128712338e-05,0,1.83136040895463e-05,2.99449224066014e-05,2.66168895068669e-05,7.77211856028359e-06,7.94591864592437e-05,3.9242235736768e-05,7.09204564558745e-05,6.08677080326098e-05,1.34352434027514e-05,5.234244950493e-05,8.57130476526808e-05,5.94549404558558e-05,0.000152041745700037,0.00340705415190709,0.000570585649934643,0.000253360291081772,0.000523513762122414,0.00124029364823961,0.000195453405056428,0.000110811539658224,5.50089831827078e-05,0.000144171909958269,0.000171710184349615,1.55053411854304e-05,4.75096397913797e-05,0.00014283245490321,0.000517514253647891,3.08054792869836e-05,0.000132835701613689,0.000109388961347126,0,3.81029749533564e-05,0.000104923608406814,0,-0.000400678526835225,0.0017717486821127,0.00465511846857469,0.00315630721066052,0.00266888834984118,-0.00388440888681392,0.00588868764593415,0.00693879680191099,0.00576337417963236,0.000448442761212647,-0.0136182694522712,-0.0211976040313494,-0.0164080145986179,-0.0123157921373664,0.0112814479203365,-0.0177328824580024,0.0279013892892986,-0.00502414274557572,0.0150235910829311,-0.00461139802228762,0.0667212266616028,-0.00034706587634515,0.038938199422193,0.162713830216231,-0.0410912898393429,-0.0583686482262394,-0.125237524414737,0.0782700915150559,0.165339149824786,0.0601193767495173,-0.0531237782926917,0.025482964912879,0.0479478892947689,-0.153911600242272,0.0768595027551147,-0.00915503933622422,-0.125251475744952,-0.292926788498955,0.29680773578337,0.0266392835351706,0.0693422574503872,-0.0504865805849538,0.141851463054708,-0.124949876585982,"alanine",1.60543281866846e-07
"allantoin",0.000270233050846381,0.000587468467687179,0.00109819241505442,0.00133539610718023,0.00130211365933101,0.000791825291203972,0.00053196449570326,0.000500573415699771,0.000682049076039617,0.0014913556955129,0.00138214900601552,0.000697512921685734,0.000214340444106676,0.00100769698077066,0.003883185191032,0.00116988079760307,0.00111752828374892,0.000528125720654656,7.25337962233754e-05,9.36895484349271e-05,5.76110581091427e-05,0,0.000327834363208849,0.000194951868862528,0.000132513191788656,0.000410285206050078,0.00014805553776907,0.000342610326942709,0.000377615597498496,0.000632696394979178,0.00110563118813315,0.000298042797118018,0.000309865231239225,0.00100246744324391,0.00182353960062928,0.000924868555850727,0.00493139116505658,0.0018022492074701,0.000613232404998074,0.000261757952182368,3.65293316312847e-05,4.9230896273026e-05,0,0,-0.000108776018624624,-0.000326319413225272,-0.00209702468061097,-0.00437646656984726,0.00456859877848133,-0.0212191056956712,-0.0120282885734575,0.00303528236433867,-0.00381017612526572,-0.00372432686168704,-0.000403520040520633,0.0125596348284933,0.0114393180512362,0.0351381025992362,-0.0329878957405419,-0.0148496123056611,-0.0453266916829883,0.0461653426688609,0.0624888640309549,-0.00995949769501243,-0.00406942103126423,0.0774562210984027,0.0835270713580654,0.106711572395384,0.0316921920751608,-0.0398057249236398,0.00141645969217447,0.0570381170675747,-0.0536554611630183,0.0443316867466621,-0.19436781063042,0.00776126677026683,-0.294765486193922,0.153146379522314,0.116107995534412,0.0297815205546659,0.00775422221266913,-0.0560004498784071,0.151023243325105,0.127371163854022,-0.319056189240126,-0.10877679537054,-0.0671116022255914,-0.0162577920341021,"allantoin",1.18322222278245e-08
"alpha-aminoadipic acid",0.00027134224480552,0.000120954406357884,0.000160482747838642,0.000192133229683439,0.000363115441849137,0.000207836312561872,8.83554513037925e-05,0.000208243691147197,0,0,0,0,0,0,0,0,0,8.69252118445514e-05,0,0,0,0,8.79133878246434e-05,8.08484402811394e-05,0.000135702358993657,8.08594914275652e-05,7.98638751118244e-05,0.000166317169989384,9.38773502395478e-05,4.44762623826962e-05,0.000109758029100554,0,0,0,0,0,0,3.81983484064413e-05,5.02708807397334e-05,0,0,0,4.12527541077081e-05,0,-0.000129872657408278,0.000344085629276114,0.000687439864531235,-2.55771513333653e-06,0.000231066570145979,5.93667988546921e-05,0.000775704162816386,0.000847893958562796,-0.00016282616909008,-0.000967311108446711,0.00274480356346218,0.00332687507950542,0.00168537446417721,0.000598390906266177,0.00181522250561461,0.0031606214201782,-0.00156306502462989,-0.00487053070647436,0.00175318105050716,-0.00306983229890763,-0.00623385248673286,-0.000599386520367978,0.00705333940937337,0.00255947119058447,-0.00774422795940471,0.0148032193797207,-0.00384317896795555,0.000446428731768802,-0.00216187527839169,0.00856104557103328,-0.0119756757577763,0.00962093565228651,-0.0252681724225211,0.0312446257452975,0.0151214975394776,0.0171053516919944,-0.0146663483781806,-0.0035228627961872,0.000926857893606289,-0.0624368284302715,0.0770746276148292,-0.0468464709005692,0.0254246994670934,0.0371749134090061,"alpha-aminoadipic acid",1.68669071422879e-08
"arginine",0.00884682903945281,0.00186200549427895,0.023238231781683,0.0203254709520937,0.00631657974875643,0.0224349474379157,0.0140609203992689,0.00645032248853033,0.000397635396349821,0.000401132250584781,0.000542159061497765,0.000355370440038909,0.000334719776724697,0.000405562784117102,0.00288544662295134,0.00322260394675599,0.00557824946044375,0.00327108713086668,0,0.000976724135221854,0.00124561653751417,0.00120207154070422,0.0083170507642242,0.0140088361203815,0.00986358609617809,0.0135367581505377,0.00846820059207735,0.0338652982863256,0.010012959168167,0.0113866855349235,0.000493741361314178,0.0014142719859331,0.00101818289854603,0.00122753965147359,0.000741056003972967,0.00137228587115432,0,0.00432913080357371,0.0512430309923394,0.015005875514574,0.000605434816675381,0.00208065754830555,0.00533270349994571,0.00510333529378636,-0.0101843118730296,0.0547805729317122,-0.0128141027451162,0.0483106025499791,0.130410849634921,0.0743677897150623,0.0157499371557887,-0.00654681166605466,0.0369954503573964,0.00841479498727303,-0.239878813101141,0.558988078008,0.0410525595406704,0.01985641942235,0.281948331488443,-0.532541540256874,0.221450507314647,0.171940218591756,0.179469558714369,-0.16892743275978,0.0470496089745938,-0.170867693023518,0.0229250377604582,-0.0207269007827491,-0.0367365891338742,-0.00926823034769968,0.0808017439853155,-0.0231607060492673,-0.0571402045883486,-0.135617208434487,0.0263518388290238,0.0591400787708262,-0.022449796953632,0.0105798732615854,0.0238716413378653,-0.0462286430469074,-0.0109583296059319,-0.027368960987625,-0.0071538953969159,0.0361189049793491,-0.0380327844348785,-0.00404492168736816,0.018929155681044,-0.0360768187632989,"arginine",0.000103720208327131
"asparagine",0.00307850699457563,0.00254806896163749,0.00163966369582494,0.00149264629412884,0.00106493868884136,0.00486836843277294,0.00142902218431576,0.00123997806090183,0.0005917450056146,0.000233038650028877,0.000320800285146644,0.000315925744792167,0.000194615141472075,0.000269649367748914,0.000220744734405339,0.0267576279098145,0.0364268025177842,0.0147791659374475,0,0.000333808914929954,0,0,0.000902136135378828,0.00475068124833572,0.00432956414155511,0.00255462730628153,0.00355235957916173,0.00212127336723476,0.00255731349460554,0.000769550569003317,0.000774920862958884,0.00249994037660483,0.0016562532263816,0.00121093323979539,0.000527942627710089,0.00201343808434254,0.00196556141081889,0.0270504429592251,0.0642036113880316,0.0588839766561999,0,0,0.00010620527460938,0,0.000168597933204221,0.0703605560145807,-0.199032659440131,0.0535808655079774,0.0805666584952304,0.043894839608037,-0.00716276032275445,0.0646856469739134,0.0160546631232028,-0.0411520290733851,-0.0426744648445797,-0.047406932792249,0.0595708844694613,-0.142080302800861,-0.636707413232076,-0.425375069893101,0.230743982902923,-0.214861019535485,-0.370237506804792,0.0213672169429349,-0.0720930725027357,0.089184664243063,-0.0832158663064195,-0.0526131053137218,-0.0128752094235263,-0.0809069542413519,-0.0392418271270606,-0.0982584051053753,-0.00595158999234387,0.0331679566071128,-0.000110665050863101,0.0701599010335396,-0.0984773614220058,-0.00406297509767525,-0.0670020193679363,-0.0199369938561976,-0.00867363855455397,-0.0209473634314556,-0.01779609899427,0.0100859159961235,-0.0293624969671432,-0.0241113267728681,0.0230200536429409,-0.0305397496477103,"asparagine",2.84252630807349e-08
"aspartic acid",0.0359966649574199,0.000305357269818064,0.000746264421724157,0.000239622823010139,0.00181649047487804,0.0024287924530918,0.00119539548793592,0.000806484213979741,0.000115294784023026,3.86577340623195e-05,0.000208179466518973,6.997216387061e-05,0.000701136548782487,0.000189784124205235,0.000366423104918681,0.000422456374788723,0.000329688518913446,0.00021584026121716,4.22951067216323e-05,0.0898409710178659,0.106983309157703,0.0632100059049293,0.00632883575615039,0.0131388971774772,0.0174019299175544,0.00547062353992607,0.00955652106157297,0.00184815580100841,0.00929426996509901,0.00118283734958499,0.000634660610484283,0.000909839413177444,0.00424861312033124,0.000224280901170267,0,0.000181468061221625,0.00183764995492972,0.000173242705572165,0.000883067697889645,0.00127782985221536,0.00104959226920724,0.00138265701465661,0.034536002753847,0.0067053815446964,0.0420104907489628,0.0123860405322899,0.0488370680787321,-0.00934413058939297,-0.124153474399431,-0.00407542917101503,0.467167532390691,-0.789527558564483,-0.0216732399159298,-0.18665315839827,-0.0372767512456329,-0.153420992505485,-0.0388629715694896,-0.0377155556862825,-0.0274892300937303,-0.0378478124710513,0.0766995033877342,0.0396785549095151,0.112028581341273,-0.0739793074632311,-0.0425864895503583,0.0485906493005369,-0.0221775554634058,-0.0670228912122075,-0.025669932713393,-0.00643264458121152,0.0309885134668521,-0.0780809628249617,-0.0108420947632947,0.0269739207658344,0.0191311563882214,0.0478663804817043,-0.0608809903313975,0.00887089274261059,-0.0427259144266788,-0.0222214444238685,-0.0172565069537863,-0.0195157714769915,-0.00132076091797501,0.000669406350897305,-0.0205718468646382,-0.0244464018828387,0.0166202241810573,-0.0374603705952728,"aspartic acid",0.00176488133296869
"betaine",0.428350848547177,0.117117717206536,0.256255584259141,0.201001343911396,0.316505674958674,0.189155683019957,0.206494055226229,0.128115530417512,0.2198265623923,0.230585623589768,0.277342876463324,0.262219273756105,0.320766991463362,0.201201606040553,0.664645249315439,0.453071183042002,0.405124647953283,0.41296050310677,0.8425714160289,0.598785764345725,0.693122856951258,0.786295051794659,0.353642928026588,0.350271418440333,0.354363543763317,0.280322254068054,0.450578144664194,0.353081708764044,0.251179676263985,0.168127134392581,0.459395654291296,0.535358677645676,0.549998142225033,0.443605502275538,0.478538092461644,0.50600961697349,0.56625151188655,0.413013932022661,0.32223693293297,0.299150007004799,0.821463423859979,0.823834784698666,0.537375127960898,0.657636425497604,0.831024355038718,-0.437374798885583,0.0518959644008802,0.145261025417767,-0.00671901709584666,0.147722790406516,-0.123532003411676,0.0485473876946782,0.0323385552902302,-0.0461594945206817,0.0492080355364194,-0.0668768689413855,-0.0478881427937581,-0.0543983228201477,0.0321571608057648,-0.00809517266852333,0.0625090738254315,0.0533681123537122,0.0221431132562669,-0.0133819723726608,0.00664800312387476,0.00345133494862533,-0.0117609004760027,-0.0474352123268615,-0.0112200440799741,-0.00432493085929134,0.0252193891719756,-0.069010719370325,-0.00825125908742668,0.004268280693418,0.0158166907378919,0.0223563020536022,-0.0336640101346153,0.0043078750465017,-0.032378824173254,-0.0143309461686185,-0.00964449116592835,-0.00839911263424132,-0.0020451314433126,0.00950531706046792,-0.0311332790601948,-0.0191291332385454,0.013340052107802,-0.041836598003427,"betaine",0.690601478667518
"caffeic acid",0.00187644141065565,0.00160808786259099,0.000755940535329122,0.00071940596372389,0.00138951777584258,0.000850062421451013,0.00128098641021052,0.00140968398978264,0.000283550629172095,9.73075320088936e-05,0.000186653675807127,0.000190933339500313,0.000229495749490442,0.000168888799273303,0.00013009989741404,0.000165108682197267,0.000354536953401285,2.77988414533266e-06,0.000888644397608221,0.00211869060951918,0.0026920018190374,0.00281263492328237,0.000996442279927184,0.000753786524077819,0.000874735786163183,0.000649964589534346,0.000737808684188682,0.000617110849626007,0.000694821512512338,0.000620339929520046,0.000311264788764824,0.000343381143281572,0.000401194873148748,0.000298946250431533,0.000143028179376755,0.000258187385402648,0.000251618029335512,0.000134316530650355,0.000149532214437864,0.000205580360042904,0.00119207523217239,0.00153239893896508,0.00440492987259774,0.00438995731854195,0.00194171094700661,0.0018810538648224,0.00737481052924455,-0.00806350807589944,-0.00377728770672645,0.00795710561167745,0.0121356370761233,-0.0129590845839115,0.00517796469574331,0.0307266502073305,0.0106699797378789,6.81027581028912e-05,-0.000366794149605327,-0.0136956267987296,0.0020895659308671,-0.00365233043720545,-0.00323630429055388,-0.0414475003841881,-0.0272431516386475,0.00820334798675187,0.0333267701774154,-0.00644258258303426,-0.0393051323804379,-0.152400250343659,0.00372151861794826,-0.025429469673899,0.0854528739040303,0.228307358309985,0.103268677050143,-0.134552497580385,-0.119294308974565,0.0082907250453612,-0.104520373013424,-0.0020633529663581,-0.0501496328873227,0.200089032902364,0.149998561865956,0.103713083794585,-0.21399171773075,0.0242163836087416,0.0405062193698718,0.388295342906017,0.180083872517174,-0.197594280351277,"caffeic acid",3.77024140172531e-06
"citrulline",0.000375673727863281,0.000312824316101458,0.000241367072614798,9.68000070588665e-05,0.000151900472939167,0.00028748286713507,0.000199239238250901,0.000298713684068804,4.60989057910419e-05,0,0,7.82414579745766e-05,0.000120630511010008,0,0.000711667902691696,0.000122873088936061,0.000244403333152822,0.000144454946896753,4.99492770969745e-05,0.000314889744057672,0.000395320604346356,0.000314057217146157,0.000187324702439897,0.000303916304616345,0.000447743262063915,0.000108718908418425,0.000210184399494508,0.000562711062330084,0.000181469337818379,0.000165905440651954,0,0.000136284942842823,0.000133213155042624,0.000103452254403988,6.88084295642695e-05,0,0.00117965293950744,0.000126012680943819,0.00068914572451438,0.000349667907817929,0.0001468859275103,0.000147906165760543,0.000300586892212986,0.000554715999981945,0.000336153698779803,0.0010438135706874,0.00028277571898777,-0.00107710986857335,0.00303667190075189,-0.00316689795749157,-0.000195089818190364,-0.0015193231398376,0.00152032130100062,-0.00102544115924523,-0.00774876757573721,0.00151864795072296,-0.00121547546551948,0.00194654489549217,0.00162090684958469,-0.00339300748566901,-0.00141376103457025,-0.00147426162408625,0.00233920321415533,0.0104134478019932,0.00645210456609807,0.0106666321262681,0.00472113565338977,-0.0204608873578355,-0.0124295549174503,0.00198269262480746,0.00997282959536755,0.0201663167846882,-0.00154315219339452,-0.0367946154882619,-0.0405067005174831,0.000501664566032657,-0.0259352450972129,0.0206074244564217,-0.0548030315522322,-0.0589928631050363,0.0426678574125105,0.0456969029908975,-0.102324352967631,0.0440710447679683,-0.103415112931775,0.0535679785179066,0.0877258160670342,0.0173364643197004,"citrulline",1.12999309203343e-07
"cytidine",0.0290843538696906,0.0237075531962352,0.0140468651409434,0.0265245252128478,0.00209135247119173,0.0192789101660466,0.0162890851266523,0.00461866775644112,0.0266468310138135,0.0115867931873369,0.0115764031428311,0.0216303812348587,0.0302384731127653,0.0241174987757273,0.00137724600233432,0.00469268573480751,0.00366718900823982,0.00844000118807456,0.000142303204846783,0.000340391653559992,0.000497488766447118,0.000205028240534261,0.00786337251694431,0.0225551890843153,0.0153394577813167,0.00804651355206022,0.00277718085651211,0.0108772154065857,0.00734206544956108,0.00399088221270956,0.00782798148422321,0.0122103025307352,0.00902263579896052,0.00683857235548594,0.00357400684780109,0.00711920727259977,0.00069865648863854,0.00534789158805964,0.00145845979586213,0.0073083701188836,0.000184540103311197,0.000172713143608989,0.000635862297306261,0.000374062302249868,-0.0260499899881006,-0.00964425205012713,0.0254283967496017,0.0473921994909835,0.00477623698853951,-0.0528351900859893,0.0817073966333277,0.0585517771729052,-0.204478098495171,0.143538277705291,-0.214699931382864,-0.145351918004862,0.172066509053319,-0.264587815417834,0.452348937619668,0.0361315869090878,0.0976104099559201,-0.523267828021351,-0.187954057730511,0.0275112513750749,0.230216225632715,0.244135217312068,0.0876211255783945,-0.0430587609322583,0.0421123313155107,0.00670471409517019,0.0747009135320537,-0.179635364597493,-0.0575605632345373,-0.0863301402458858,0.0614955723111163,0.119407295748798,-0.0273574723091201,0.0173652751630251,-0.00396925724091179,-0.0652518586199587,-0.0103599011028152,-0.0404029303039098,-0.00159872956719015,0.0596468641867686,-0.0697779005899893,-0.0284940063762046,0.00208638132109769,-0.0318370368359778,"cytidine",0.000678601978380144
"cytosine",0.0286316042462922,0.0185212699240581,0.0241874728386087,0.0230831949577716,0.0250764146625061,0.0187439209256896,0.0192898250606159,0.0163177954226773,0.003170948251275,0.00325472432731216,0.00398378209095398,0.00263058974690209,0.00685620281325692,0.00660433154309578,0.00809407041325418,0.00442585821975084,0.00681420961715962,0.00414872162978189,0.0124796787563816,0.0124500013548072,0.0078298582042374,0.00768176668602814,0.00372555589220722,0.00791780708119258,0.00743563327857433,0.00355753578706132,0.00756244364140893,0.00261632496360182,0.00418861520519603,0.00367021314950095,0.00589847787684998,0.00555919707729884,0.00548645829372845,0.00553760397329884,0.00593058598326623,0.00584805185349188,0.00908643709104627,0.00442315606436788,0.00569591922609237,0.00286486975834821,0.00845658160016375,0.0111027352963945,0.00385198423721477,0.00329643427110843,-0.00225761076936524,0.0197726125006955,0.0529164941200122,9.97475554346394e-05,0.00888519864328276,-0.0379826139022986,0.0797561698876615,0.0631062715319743,-0.196402653709991,-0.00368252826230996,0.364941640165421,0.179531388173654,0.198827990621224,0.129605312662596,0.199712897089562,0.00388989925019068,0.131770429334255,0.0244843421530951,-0.149176182873819,-0.0571637157606364,-0.568838570630976,0.218338518719688,0.173997802156464,-0.135176398655223,-0.00849214868996629,-0.00569008900520119,-0.170421517317787,-0.0992523109303562,0.238786503286746,0.153522422108255,-0.0270465096989824,-0.103653084742898,0.00186275049849835,0.0272227610157713,0.0399484304915962,-0.0503865065969684,0.0232233412125134,-0.00733259390715159,-0.0490333108620185,-0.10023941776942,-0.0869267496848868,-0.0207976388949765,0.0215178154121413,-0.0481883628131279,"cytosine",5.09680638595392e-06
"deoxycarnitine",0.012430596743535,0.020407242858358,0.0139794042393378,0.0118752136340269,0.0142860622567745,0.013609008300332,0.0114575895581192,0.0158648545006699,0.000132806069083438,0.000117463768821889,0.00013906398389924,0.0001224847675494,0.000212935782878315,0.000141571575313784,0.000388167086302979,0.00014311566301369,0.000127332939661172,5.30602674181297e-05,0.000204885980429519,0.000372794257708194,0.000667437257253122,0.000226184062131055,0.00567496352944837,0.0031792221315109,0.00598439594291329,0.00373634130879858,0.00265626550621941,0.00457139925347602,0.00618020466907486,0.00435274644246252,0.000158961447496522,6.97599966207148e-05,6.56430707395578e-05,6.20074557300323e-05,8.22010371933679e-05,0,0,8.34545646282425e-05,6.84108258192716e-05,4.03169004910251e-05,7.65444165678097e-05,0.000114160240140059,0.000341084648091837,0.00032573841193828,-0.0106036562746639,0.0249615206851878,0.0575562850917819,-0.00233794736164181,0.00374946875651752,-0.00448895566277004,0.0383242091990629,0.0447346278098065,-0.0826530312698583,-0.00201179967052702,0.187059229378322,0.0560966030441345,-0.00639002775832856,0.129385582270479,0.00620486496923962,0.0829418081213746,-0.0318208150625713,-0.0701056995300133,-0.0425547535329336,0.0224303890489478,-0.312895875042851,0.00252345798179832,-0.212777326981365,-0.151673470509349,-0.145037836707122,0.140180498896768,0.19174011232523,0.0840960916129886,-0.368129439073965,-0.226165711191737,0.0707106270786676,0.176040431297519,0.0709000867119034,-0.119418554761481,-0.202642904033696,-0.172102711112892,-0.0718620973833742,-0.0218204602988818,0.0228513264092944,0.325516202055335,0.0787434567372535,-0.0574328276479389,0.0290330725213017,0.0247589755677896,"deoxycarnitine",0.000112437526391218
