function	A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A2	A3	A4	A5	A6	A7	A8	A9
RXN-9598	15238.52	14459.63	16405.03	15237.17	19433.75	17822.37	17827.34	18992.57	18161.73	17359.07	21113.38	17460.36	18471.96	15496.510000000002	16893.6	15565.96	16578.65	15604.26
RXN-9603	716.84	646.16	880.66	1007.16	1194.34	807.66	920.68	1225.34	928.0	939.0	1399.84	1367.16	792.66	936.66	841.5	876.3199999999999	1142.0	692.5
RXN-9623	119898.28	113687.06	123715.87	113218.73	146150.56	144818.58999999997	136464.41	140793.2	137924.69	138539.43	141434.76	135391.0	135077.59	130680.74	130340.59	117653.93	121870.38	123598.9
RXN-9632	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN-9633	189346.0	183349.73	195445.83	186506.1	219715.26	217285.69	211520.47	212213.21	212182.98	211109.39	220372.41	220717.65	215268.96	211791.91	210699.8	191576.06	193593.54	191316.36
RXN-9634	35274.64	35429.45	37775.9	36593.89	36293.84	40808.38	38268.15	36985.88	40271.3	39645.86	32995.92	44770.48	40297.12	47058.4	40842.89	36886.600000000006	36226.880000000005	35519.65
RXN-9635	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9644	119898.28	113687.06	123715.87	113218.73	146150.56	144818.58999999997	136464.41	140793.2	137924.69	138539.43	141434.76	135391.0	135077.59	130680.74	130340.59	117653.93	121870.38	123598.9
RXN-9648	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN-9650	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN-9651	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN-9652	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN-9653	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN-9654	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN-9655	35274.64	35429.45	37775.9	36593.89	36293.84	40808.38	38268.15	36985.88	40271.3	39645.86	32995.92	44770.48	40297.12	47058.4	40842.89	36886.600000000006	36226.880000000005	35519.65
RXN-9657	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9658	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9659	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9660	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9661	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9662	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9663	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN-9673	119898.28	113687.06	123715.87	113218.73	146150.56	144818.58999999997	136464.41	140793.2	137924.69	138539.43	141434.76	135391.0	135077.59	130680.74	130340.59	117653.93	121870.38	123598.9
RXN-9674	97859.76	93526.93	95458.81	90178.99	123565.7	121804.1	106299.4	112506.03	115193.33	103858.02	124363.94	111890.1	115809.21	105015.91	108545.06	86483.53	95066.5	105718.25
RXN-969	35370.23	33348.47	36518.59	35038.41	42613.07	42154.350000000006	39546.490000000005	39408.15	40732.56	40465.34	41748.87	42283.83	40537.53999999999	40305.89	39017.84	35044.740000000005	35533.759999999995	35623.96
RXN-9697	1174.83	799.6700000000001	1366.33	1280.17	1942.17	1263.5	1734.17	1879.67	1009.83	1249.17	2927.33	1784.83	980.0	1343.5	1205.0	1079.67	1325.33	980.17
RXN-9729	4620.38	3995.74	2826.33	3440.22	3976.36	4675.91	2837.72	3015.41	3823.79	3309.28	3016.58	4332.21	5238.01	6771.02	5456.31	2977.55	2206.76	3516.87
RXN-9730	9052.25	7653.91	5490.389999999999	6235.85	7860.57	9310.24	5579.33	5971.09	7598.25	6527.450000000001	5876.969999999999	8603.92	10397.94	13487.39	10780.12	5300.12	4171.19	6693.28
RXN-9758	86859.33	83812.22	90631.48	82120.61000000002	99181.6	101241.21	93046.6	98096.82	101796.1	95957.88	97346.93	107114.06	100861.27	109178.14	97188.67	81824.54999999999	87220.42	87755.66
RXN-9770	1.0	3.0	1.0	0.0	2.0	3.0	1.0	5.0	5.0	8.0	0.0	1.0	2.0	1.0	5.0	1.0	2.0	0.0
RXN-9778	895.3199999999999	2209.99	1203.17	1028.32	1911.32	2208.51	1688.0	1418.49	1664.33	2147.32	818.33	2856.66	1155.32	1931.66	820.99	1199.0	2583.67	2916.33
RXN-9780	1823.53	2232.1	2014.63	1981.87	2432.2	1887.54	2275.71	2532.89	2459.65	2266.92	2669.71	1983.63	2437.19	997.73	1904.24	2043.71	2634.82	3251.91
RXN-9787	71811.31	73267.84	80759.76000000001	78823.15	88011.19	88109.7	86581.43	84512.62	84829.75	84232.31	84943.93	87044.72	80562.63999999998	79395.40000000001	80238.85	80275.67	81591.82	79505.33
RXN-9789	29.0	73.42	29.25	77.5	53.75	49.75	26.0	30.25	45.25	48.5	18.75	41.5	30.42	60.5	32.25	52.58	24.5	42.0
RXN-9797	15038.759999999998	13566.21	15588.21	13817.81	19811.49	18617.56	17698.510000000002	18920.72	17257.36	18085.35	20890.300000000003	19074.33	18820.64	16561.9	17003.09	13870.14	15088.0	15531.3
RXN-9804	66.0	49.0	45.0	94.0	16.0	28.0	44.0	50.0	24.0	35.0	15.0	45.0	49.0	18.0	21.0	94.0	21.0	45.0
RXN-982	50947.44	49610.67999999999	50273.71	48768.490000000005	55982.2	62051.71000000001	53472.83	52917.46000000001	56473.37000000001	55731.34	50531.560000000005	61549.44	57927.45	65121.45	59373.46	48721.5	50116.58	51996.97
RXN-9845	15038.759999999998	13566.21	15588.21	13817.81	19811.49	18617.56	17698.510000000002	18920.72	17257.36	18085.35	20890.300000000003	19074.33	18820.64	16561.9	17003.09	13870.14	15088.0	15531.3
RXN-9847	27.68	24.33	38.67	35.34	28.64	41.0	37.98	31.0	34.33	30.99	31.35	27.35	37.32	24.0	33.980000000000004	40.35	21.97	37.66
RXN-9866	1372.65	1596.39	1604.87	1409.8000000000002	1653.41	1770.69	1433.67	2173.28	2083.1900000000005	1540.43	1593.08	2064.8900000000003	2328.15	2221.6000000000004	1947.55	1196.15	1555.85	2186.34
RXN-9868	55241.04	48626.44	53724.37	47377.52	61179.64	64969.44	56927.56999999999	60318.04000000001	59769.63	58561.37	56268.87	61228.66	61991.5	66483.54000000001	59416.130000000005	48997.41	46763.94	50974.75
RXN-9892	0.5	0.0	0.0	1.0	0.5	1.0	0.5	1.0	0.5	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.5	0.5
RXN-9893	0.5	0.0	0.0	1.0	0.5	1.0	0.5	1.0	0.5	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.5	0.5
RXN-9909	2372.09	2568.09	2558.4500000000003	2637.01	3821.42	3544.7400000000007	3309.08	3643.08	3122.57	2848.63	3646.81	1892.88	2357.17	1832.65	2279.39	2415.3499999999995	3113.9300000000003	3016.58
RXN-9910	5076.67	5900.96	5894.880000000001	4888.219999999999	7621.03	6809.84	6761.15	7243.820000000001	6834.0	7449.23	6680.110000000001	5879.16	6387.73	5465.41	5744.81	5367.6900000000005	6907.85	6991.1
RXN-9912	11590.87	9963.92	11737.17	10161.26	11406.84	11868.6	11517.03	13031.54	12892.079999999998	12417.21	11907.77	14103.14	12428.05	14231.31	12815.47	10360.88	10050.61	9775.63
RXN-9914	11590.87	9963.92	11737.17	10161.26	11406.84	11868.6	11517.03	13031.54	12892.079999999998	12417.21	11907.77	14103.14	12428.05	14231.31	12815.47	10360.88	10050.61	9775.63
RXN-9926	4073.92	4217.91	4790.5	4310.09	5694.81	4352.87	5535.6	5835.86	5260.4	4878.08	7445.870000000001	4827.5	4515.86	3446.17	4337.62	4141.32	4992.83	5184.41
RXN-9929	598.5	661.3299999999999	921.17	1075.0	991.51	579.16	1120.67	825.8299999999999	613.8199999999999	728.16	839.3299999999999	421.32	576.1700000000001	551.16	599.3299999999999	1050.66	1204.83	885.99
RXN-9931	155.87	188.49	149.25	177.29	244.9	137.65	146.16	435.13	430.05	261.58	137.93	193.37	105.9	59.29	182.59	133.77	287.67	266.62
RXN-9935	558.0	565.0	774.0	492.0	599.0	931.0	508.0	594.0	1005.0	649.0	532.0	1233.0	1047.0	1534.0	1000.0	412.0	487.0	469.0
RXN-9936	654.0	624.0	813.0	515.0	617.0	1051.0	516.0	670.0	1125.0	732.0	610.0	1387.0	1216.0	1771.0	1136.0	439.0	527.0	505.0
RXN-9939	7184.06	8375.45	7905.700000000001	7812.82	9243.89	9319.320000000002	8163.47	8505.27	9981.5	8823.36	9080.21	9832.69	8189.75	8452.78	7229.849999999999	7491.89	9469.990000000002	10463.88
RXN-9944	67.5	403.66	1607.0100000000002	1545.17	1495.17	1452.66	1130.33	890.17	1671.33	462.66	141.33	208.33	58.67	200.33	218.34	1343.0	1168.5	821.33
RXN-9952	26455.81	28115.32	30467.29	31399.34	34579.58	32782.59	33474.86	33722.95	32364.67	32169.44	34621.600000000006	30067.620000000003	29842.79	23474.51	27300.02	31936.13	31664.46	30798.41
RXN-9958	32543.33	31373.99	32849.51	32571.08	35589.24	36831.79	35569.369999999995	34733.52	36158.98	34794.71	35197.29	36254.22	36142.49	39235.91	36977.1	32717.65	30887.61	30997.56
RXN-9983	879.59	825.08	856.1800000000001	866.58	679.34	752.34	769.0	1222.68	1311.09	825.09	752.99	1006.83	870.59	751.34	813.4200000000001	665.0899999999999	899.75	1060.08
RXN-9985	3596.3300000000004	4684.29	3552.02	4789.12	3382.6000000000004	2946.81	3390.6400000000003	3410.81	3892.18	3370.39	4334.97	4289.9800000000005	5098.93	4164.05	4055.71	4337.45	4213.63	4603.95
RXN-9987	288.37	445.80000000000007	184.4	249.04	295.92999999999995	259.6	213.33	192.86	204.7	221.03	357.79999999999995	858.47	247.77	239.33	312.5	212.97	201.8	584.66
RXN-9988	76.0	53.0	75.0	125.0	51.0	36.0	47.0	44.0	70.0	61.0	74.0	36.0	37.0	29.0	108.0	163.0	75.0	65.0
RXN-9990	5182.2	4798.41	4415.31	3904.44	4938.34	6519.949999999999	4562.469999999999	5050.91	5570.66	4726.25	3962.46	5612.889999999999	5147.37	6926.59	5059.05	3876.730000000001	3624.4100000000008	4561.13
RXN-9995	139.5	106.75	165.5	216.0	127.5	104.5	127.75	106.0	118.25	131.25	143.0	101.25	163.0	115.25	152.75	171.0	133.5	126.5
RXN-9998	2085.58	1563.5	1695.0699999999997	1731.92	1942.75	1748.0	1957.08	1729.67	2143.58	1893.1800000000003	2555.42	1820.25	1760.42	1677.09	2172.59	1973.51	1909.33	1876.92
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	2244.0	2231.16	3267.51	2817.17	3838.17	4840.16	2928.83	2861.67	4119.83	2416.66	1171.33	1808.83	1847.67	2842.83	1722.84	2666.5	2370.5	2464.33
RXN0-1001	4666.09	4303.06	4862.1	4155.4	4805.92	5000.280000000001	4898.92	5187.679999999999	4888.360000000001	4518.889999999999	5399.200000000001	5674.79	5347.38	5728.32	5657.34	3800.6	3909.49	4373.43
RXN0-1132	81173.20000000001	75946.6	81213.81999999999	76598.03	92724.87	98215.62	88109.39	90365.49	91541.76	89448.67	88238.83	94035.8	93341.47	96617.06	91211.32	75515.22	77896.74	80811.13
RXN0-1133	45854.41	44150.37	47746.89	45986.91	53774.26	55579.09	51906.91	52053.35	51824.89	52228.89	51637.02	51784.49	51227.45999999999	49784.25	50859.4	46253.33	47111.37	46622.63
RXN0-1134	96809.4	93497.81	103160.82	99007.93	120232.44	117768.13	113354.22	116148.55	113754.86	114363.18	119173.35	114988.81	112250.95	103384.62	106207.34	99640.44	105795.27	103969.31
RXN0-1141	4082.57	4883.08	6107.900000000001	7586.12	7210.93	6486.08	6242.26	5872.34	6056.49	4872.91	5585.93	3949.66	4913.02	3937.47	4238.86	7204.54	7089.76	5685.73
RXN0-1147	32359.72	32503.52	32407.05	31194.730000000003	36648.68	38360.47	36089.33	35717.15	35713.95	37228.42	34530.600000000006	39429.09	36708.25	39383.04	36147.64	31608.52	33662.04	34309.36
RXN0-1241	14771.22	12413.22	12726.97	11587.14	13384.3	16358.79	13488.009999999998	13919.2	14283.52	14116.02	11337.55	15057.79	15287.82	19533.04	16449.190000000002	11006.71	9660.84	11921.03
RXN0-1321	24949.78	24192.9	25195.63	24884.93	25870.66	28718.28	26483.11	25407.02	26677.63	26367.52	22367.89	28651.91	27106.15	32131.9	28385.81	25003.45	23587.22	24189.31
RXN0-1342	28531.17	28105.89	29011.99	28334.35	30909.22	33826.630000000005	31220.41	30581.4	31554.4	30852.51	27075.55	31421.550000000003	30528.07	34284.4	32416.54	28942.47	27474.870000000003	29060.08
RXN0-1382	32162.16	27178.550000000003	28789.13	24998.34	32813.64	34116.5	30957.62	33464.03	32443.160000000003	32707.61	30899.71	35380.4	35625.76	39976.57	35514.36	26343.68	24867.230000000003	27967.99
RXN0-1401	3166.2200000000003	3259.4100000000003	3594.13	3449.9300000000003	2459.09	3017.8	2760.32	3039.4900000000007	3589.1700000000005	3253.93	3086.6600000000003	4431.73	3839.97	5239.95	4142.45	2965.89	3114.3100000000004	2514.08
RXN0-1441	26856.6	24913.05	25994.91	25752.57	30821.079999999994	31394.08	28234.07	28669.31	29192.43	27381.0	29396.64	28955.47	30182.77	31150.9	29847.27	24356.48	24192.57	25653.21
RXN0-1461	21704.38	20285.7	21276.89	19564.96	21660.46	25614.300000000003	22147.34	21765.28	23626.77	22831.5	18110.38	25520.7	23121.97	29250.11	25270.68	19641.62	18638.84	20265.6
RXN0-1483	33164.81	29775.91	31375.03	30057.1	34233.95	40053.25	32914.27	34064.88	35887.79	33155.27	29070.53	34063.64	35625.369999999995	42460.47	38085.600000000006	29246.52	27384.92	29778.0
RXN0-17	51194.62	47518.37	48842.4	50448.77	52319.63	55443.8	50540.11	52492.42	52202.58	51937.25	53888.2	55175.73	60758.7	63527.03	57887.02	50343.83	45015.83	47749.4
RXN0-1861	66.0	633.6700000000001	162.5	566.0	80.0	68.5	68.0	77.5	232.0	129.0	69.5	82.66	82.51	157.0	95.5	309.42	271.5	134.5
RXN0-1862	66.0	633.6700000000001	162.5	566.0	80.0	68.5	68.0	77.5	232.0	129.0	69.5	82.66	82.51	157.0	95.5	309.42	271.5	134.5
RXN0-1863	1181.0	1602.67	1408.5	1582.0	2427.0	2617.5	1792.0	2083.5	1676.0	1705.0	2038.5	898.33	1451.84	1219.0	1178.5	1533.75	1906.5	1501.5
RXN0-2001	41.0	595.6700000000001	140.0	546.0	30.0	27.0	47.0	51.0	193.0	96.0	55.0	53.33	58.34	100.0	65.0	239.75	251.0	101.0
RXN0-2042	29849.72	27314.82	28448.67	25070.2	35667.66	38044.62	31488.55	34204.2	34645.44	32444.76	33998.7	32514.5	34396.78	34010.95	31893.66	25155.38	26512.6	29927.700000000004
RXN0-2044	51991.12	45450.56	46807.73	42951.91	49771.24	55405.91	49674.03	50779.64	51577.7	51369.34	45949.19	57192.62	54585.89	66334.13	59197.630000000005	43284.08	40669.75	45087.14
RXN0-2101	26.0	69.67	28.5	64.0	52.0	43.5	24.0	27.5	41.0	67.0	168.5	33.0	26.17	58.0	30.5	44.33	21.5	86.5
RXN0-2141	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
RXN0-2142	189346.0	183349.73	195445.83	186506.1	219715.26	217285.69	211520.47	212213.21	212182.98	211109.39	220372.41	220717.65	215268.96	211791.91	210699.8	191576.06	193593.54	191316.36
RXN0-2144	35274.64	35429.45	37775.9	36593.89	36293.84	40808.38	38268.15	36985.88	40271.3	39645.86	32995.92	44770.48	40297.12	47058.4	40842.89	36886.600000000006	36226.880000000005	35519.65
RXN0-2145	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
RXN0-2161	30830.31	30205.14	32369.63	31223.51	35284.56	36818.56	34878.34	34216.32	34994.87	34867.02	33055.97	36088.57	35306.369999999995	36498.37	34594.58	31488.36	31789.480000000003	31686.92
RXN0-2301	17909.84	15208.410000000002	15668.48	13883.55	15766.74	19120.1	15926.78	16625.58	17715.41	16634.809999999998	14550.9	19431.7	19516.5	24945.19	21412.0	13807.16	12569.84	14028.03
RXN0-2441	9601.15	9804.82	10984.28	9989.97	12898.3	11898.15	12119.58	12756.82	12057.92	12019.79	14179.31	13134.52	11868.72	9823.89	10732.5	10250.670000000002	11684.17	10781.57
RXN0-2461	51194.62	47518.37	48842.4	50448.77	52319.63	55443.8	50540.11	52492.42	52202.58	51937.25	53888.2	55175.73	60758.7	63527.03	57887.02	50343.83	45015.83	47749.4
RXN0-2522	51194.62	47518.37	48842.4	50448.77	52319.63	55443.8	50540.11	52492.42	52202.58	51937.25	53888.2	55175.73	60758.7	63527.03	57887.02	50343.83	45015.83	47749.4
RXN0-2584	25036.94	24347.81	23796.35	21786.09	29377.76	31362.35	26409.960000000003	28140.56	28667.99	27594.5	26782.230000000003	28922.46	29048.51	31100.21	27844.52	21229.19	24307.5	26230.53
RXN0-2601	89183.5	87260.09	95327.11	91524.07	108826.56	107240.8	105271.63	103792.35	103509.91	104529.09	108634.28	104598.77	101618.32	94932.81	99257.38	91712.25	96599.19	94912.05
RXN0-2605	25143.77	23114.13	24857.11	25655.4	27488.89	30042.49	25667.24	26765.0	27644.950000000004	26074.42	27086.18	26971.84	28019.24	27287.24	30169.870000000003	22344.15	24231.1	23680.57
RXN0-262	21965.36	20955.57	22689.13	22036.68	22058.81	24107.120000000003	23488.35	22640.78	23329.81	22851.939999999995	19890.64	24579.93	23828.33	27359.24	24327.9	22907.3	19841.300000000003	20154.81
RXN0-280	27771.370000000003	24947.11	28010.47	26194.85	29715.28	28848.71	28061.04	29149.7	30129.51	29662.71	32366.87	34653.36	33906.19	34054.899999999994	32129.49	26694.7	26504.47	25252.12
RXN0-2921	32309.94	31314.31	33935.91	32428.72	38034.42	39868.69	36938.24	36561.96	36982.68	36864.65	35545.22	37073.89	36253.75	37553.55	35998.75	32781.32	33552.740000000005	33176.03
RXN0-299	21837.07	19643.98	20359.01	18645.91	23341.81	24600.38	20882.04	23853.08	23759.61	21560.48	22341.28	24557.07	23967.13	27713.36	24380.88	17825.260000000002	17911.0	19480.35
RXN0-3	48312.62	51850.2	54741.2	50188.4	57773.5	60267.83	55084.03999999999	60761.42999999999	62667.1	57411.02	59048.44	61398.85	61776.09	64987.78	57399.87	47854.17	55330.17	50533.88
RXN0-302	31394.93	28516.81	31290.42000000001	29318.38	34087.94	37449.53	33248.91	34242.48	34689.69	32787.0	31596.7	34644.57	34964.27	38767.73	34721.61	28897.99	28180.770000000004	29278.22
RXN0-305	27643.66	24390.5	25290.62	22464.69	28489.94	33057.35	25973.05	27716.57	29838.910000000003	27070.53	24942.29	30844.67	32472.5	39127.03	31874.96	22002.97	21853.34	23932.92
RXN0-308	71811.31	73267.84	80759.76000000001	78823.15	88011.19	88109.7	86581.43	84512.62	84829.75	84232.31	84943.93	87044.72	80562.63999999998	79395.40000000001	80238.85	80275.67	81591.82	79505.33
RXN0-3364	25.0	67.67	22.5	59.0	50.0	42.5	21.0	26.5	40.0	35.0	14.5	30.0	24.17	57.0	30.5	24.33	20.5	33.5
RXN0-3521	1225.0300000000002	1681.93	1184.34	1927.84	1399.3000000000002	1347.5	1399.47	1214.29	1280.63	1365.27	1182.46	1170.53	1365.81	1927.6	1649.01	1527.89	1302.44	963.36
RXN0-363	12002.24	11677.67	13307.06	12610.83	13861.42	12477.740000000002	12591.47	12878.27	12572.09	13041.34	15160.06	14713.62	17440.030000000002	15165.759999999998	13298.85	12124.24	13524.68	11466.21
RXN0-366	12002.24	11677.67	13307.06	12610.83	13861.42	12477.740000000002	12591.47	12878.27	12572.09	13041.34	15160.06	14713.62	17440.030000000002	15165.759999999998	13298.85	12124.24	13524.68	11466.21
RXN0-3741	90.92	112.34	54.0	119.58	74.0	71.0	82.92	51.08	65.17	96.75	91.86	86.83	96.34	87.0	92.58	157.75	103.08	74.33
RXN0-383	104.5	116.17	105.67	204.17000000000002	99.67	64.17	67.67	125.34	155.34	133.67000000000002	101.0	50.0	59.17	44.17	165.32999999999998	213.0	127.66	90.5
RXN0-384	19.0	26.0	20.0	32.0	38.0	10.0	12.0	67.0	81.0	66.0	13.0	7.0	1.0	6.0	48.0	31.0	48.0	14.0
RXN0-385	19.0	26.0	20.0	32.0	38.0	10.0	12.0	67.0	81.0	66.0	13.0	7.0	1.0	6.0	48.0	31.0	48.0	14.0
RXN0-3901	0.0	33.0	0.0	70.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	1.33	0.67	0.0	0.0	72.42	0.0	0.0
RXN0-3942	0.0	6.0	0.0	33.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.33	0.67	0.0	0.0	68.42	0.0	0.0
RXN0-3962	14994.620000000004	13792.81	13645.75	13164.32	18220.67	19946.56	14934.05	16702.41	16666.37	15115.69	16207.23	15575.54	18578.97	17764.190000000002	17716.32	11697.4	13241.26	14985.77
RXN0-4022	21689.770000000004	19689.0	21570.56	21128.43	20904.27	24344.53	22042.11	21643.97	22598.07	21749.56	18390.46	23443.43	23415.27	27362.93	25082.94	21147.04	17841.75	19024.83
RXN0-4082	19873.49	19682.07	20842.96	18320.16	28288.4	24700.28	23953.57	24623.55	25161.67	22688.65	31062.61	21854.83	25702.4	20647.24	21115.64	18161.22	20342.15	23217.01
RXN0-4141	3412.38	3338.2300000000005	4135.03	3412.52	3770.7	3148.71	3693.38	4701.780000000001	3591.41	3755.01	4496.76	4431.29	3457.48	2994.8900000000003	3631.03	3604.86	3935.79	4339.47
RXN0-4181	436.23	368.1	399.67	385.0	291.07000000000005	358.87	293.54	318.42999999999995	347.7	337.06999999999994	400.46	431.13	381.97	512.44	492.44	392.02	332.47	208.8
RXN0-4222	11685.29	9543.15	10240.51	8784.210000000001	11975.27	14540.92	10524.39	11213.42	12562.32	10189.86	8229.68	11532.84	12345.32	17054.94	13330.91	8240.46	7315.219999999999	9727.46
RXN0-4301	21816.230000000003	20494.98	21394.62	20690.06	26072.92	27104.12	25554.11	24023.57	23799.7	23873.69	22145.43	22570.51	23388.33	25752.24	23612.68	21950.3	19749.29	20837.85
RXN0-4341	3251.41	3449.92	3825.18	4052.74	2906.39	2981.63	3846.0	3432.79	3321.27	3461.34	3439.91	3577.68	3037.24	3219.03	3533.1800000000003	4400.57	3563.02	2999.04
RXN0-4342	3251.41	3449.92	3825.18	4052.74	2906.39	2981.63	3846.0	3432.79	3321.27	3461.34	3439.91	3577.68	3037.24	3219.03	3533.1800000000003	4400.57	3563.02	2999.04
RXN0-4361	18903.56	16039.8	17005.45	16337.490000000002	18879.79	21776.120000000003	18789.93	18739.34	19051.75	17921.42	15258.53	19192.19	19530.82	24397.43	20832.1	16111.7	13532.67	15988.52
RXN0-4621	21585.24	20533.89	21851.84	20417.95	22996.37	25913.59	22924.0	22477.96	23887.62	23804.09	19861.9	26611.14	24715.72	28920.2	24408.42	20504.46	19481.370000000003	20745.15
RXN0-4641	12579.54	12911.16	13338.55	14006.76	16266.43	16967.23	13730.929999999998	14029.36	15746.71	14385.9	14065.45	16584.68	15843.2	16361.8	14313.01	13248.58	14057.26	14990.33
RXN0-5001	11362.02	10139.009999999998	9916.96	9086.03	13232.079999999998	13550.47	10893.73	11922.23	12114.02	10340.85	13068.06	11182.04	12752.98	11079.57	12292.919999999998	8513.67	9133.84	12808.57
RXN0-5055	101147.66999999998	99594.95	105651.55	102787.0	116088.16	119369.61	114142.45	112375.44	115456.51	115127.34	109738.33	118038.76	113440.28	117305.67	113809.51	103032.16	104619.27	103400.08
RXN0-5063	30141.44	29769.64	32107.74	30828.72	34871.42	36521.69	34612.07	33912.13	34630.51	34559.98	32670.22	35639.89	34013.75	35886.55	33920.75	30985.32	31326.57	31299.2
RXN0-5107	19.0	26.0	20.0	32.0	38.0	10.0	12.0	67.0	81.0	66.0	13.0	7.0	1.0	6.0	48.0	31.0	48.0	14.0
RXN0-5114	41711.69	41465.67	44524.77	43721.22	50535.28999999999	51111.2	47052.92	47672.64	48325.81	44709.47	45630.69	44498.92	45390.09999999999	47989.17	46265.71000000001	42761.8	42450.64	41707.76
RXN0-5116	5143.94	5455.7	5836.27	5357.45	8007.07	7301.17	7297.6	7082.2300000000005	6686.9400000000005	6191.21	8739.380000000001	6175.42	5728.7300000000005	4391.67	5266.58	5617.29	6529.55	6532.58
RXN0-5126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.75	0.0	0.0
RXN0-5141	1782.18	1401.49	2087.84	1994.67	2003.34	1604.0	2253.83	2162.51	1684.33	1808.33	3039.16	2276.6800000000003	1535.5	1852.66	2052.34	2007.0	1788.84	1484.5
RXN0-5144	11591.39	9633.14	8861.8	7731.64	10503.8	13131.96	9531.26	10035.2	11045.44	9954.1	8162.05	11372.21	12191.65	16989.96	13003.27	7201.21	6854.67	8959.03
RXN0-5181	27024.59	28037.36	28740.94	28269.33	34538.47	32480.01	31867.56	32257.75	30206.45	30435.7	33794.619999999995	29954.11	29442.38	26410.82	28882.38	27962.24	30252.2	31984.23
RXN0-5182	23712.58	23334.8	26895.0	26078.9	29146.94	29732.74	28584.59	27710.23	28633.58	27054.21	26602.2	26288.4	25756.65	25820.2	24811.07	26689.77	24880.1	24137.63
RXN0-5183	43627.92	40724.65	44070.53999999999	41766.68	53698.82	51479.55	47919.66	50471.5	48384.0	48273.880000000005	55771.16	49976.06	52057.63	46003.44	49077.74	39840.53999999999	43506.36	46685.28
