function	A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A2	A3	A4	A5	A6	A7	A8	A9
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	65792.73000000001	64263.75	68125.17	63918.880000000005	76804.32999999999	77813.98999999999	74036.82	74487.72	74711.13	74825.73	74649.29000000001	77220.28	74142.67	76914.25	73297.57	64260.23	68349.56	68031.51000000001
1.1.1.136-RXN	5082.280000000001	4729.91	5040.09	5612.71	5080.530000000001	4443.14	4877.63	4657.96	4991.5	4907.0	5388.160000000001	5538.05	6392.31	5487.709999999999	6274.800000000001	5423.67	5277.9	4797.4400000000005
1.1.1.145-RXN	116.0	64.0	61.5	94.0	92.5	54.0	174.0	84.0	65.0	79.5	153.0	144.5	79.0	41.0	46.0	96.5	100.0	84.0
1.1.1.170-RXN	33.0	23.0	23.0	42.0	36.0	36.0	40.0	22.0	40.0	49.0	28.0	16.0	20.0	18.0	26.0	40.0	25.0	28.0
1.1.1.197-RXN	41.0	22.0	18.0	52.0	9.0	11.0	9.0	10.0	6.0	14.0	3.0	4.0	30.0	13.0	12.0	64.0	13.0	32.0
1.1.1.215-RXN	9158.75	7712.889999999999	7245.79	6082.75	8089.48	10088.25	7464.38	8307.84	8874.48	7744.24	6463.290000000001	9694.69	9533.8	13336.1	9778.77	5486.07	5121.39	7179.21
1.1.1.251-RXN	0.0	0.0	4.0	2.0	2.0	3.0	1.0	1.0	2.0	10.0	7.0	3.0	2.0	1.0	1.0	20.0	1.0	5.0
1.1.1.253-RXN	3028.41	2840.51	3569.63	3859.06	3126.25	3316.76	4348.120000000001	3764.51	2917.15	3949.18	2996.4800000000005	2926.83	2809.8	2371.51	2998.46	3820.58	3123.04	3282.55
1.1.1.261-RXN	2975.96	2978.7000000000003	3047.37	2969.16	4620.84	4434.99	3760.74	4397.619999999999	3791.85	3691.98	4357.049999999999	2346.44	3283.71	1920.38	2811.8500000000004	3418.94	4032.67	4126.2
1.1.1.264-RXN	4626.860000000001	4396.56	4757.0	3541.7	4685.73	6253.130000000001	4281.17	5151.27	5802.5	4692.89	3497.62	5179.18	5112.299999999999	6429.42	4731.48	3202.84	3896.750000000001	4384.33
1.1.1.271-RXN	11363.6	10551.87	11968.319999999998	11322.080000000002	12794.16	14609.78	12972.46	12389.26	12813.580000000002	11317.03	9973.44	12189.3	11530.98	14405.7	12760.01	11263.02	10001.830000000002	11040.509999999998
1.1.1.289-RXN	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	2.0	0.0	1.0	1.0	17.0	0.0	0.0	0.0
1.1.1.292-RXN	1032.58	939.66	1252.66	999.17	895.08	1474.76	818.16	1046.58	1639.42	1110.59	929.0	1920.84	1773.83	2472.5	1663.25	747.75	934.25	847.6600000000001
1.1.1.34-RXN	54.67	51.0	54.010000000000005	69.66	83.51	41.0	72.84	61.33	45.5	62.17	66.49	119.16	153.33	40.67	59.34	42.0	78.17	26.0
1.1.1.39-RXN	15349.91	17419.43	19630.32	21414.69	23850.06	19902.6	21439.62	21475.42	20929.21	20420.6	25771.25	18081.22	19566.91	12243.31	16189.25	21183.65	22268.73	20488.04
1.1.1.43-RXN	13.3	106.66	55.66	155.84	7.23	15.97	32.43	26.36	34.27	46.370000000000005	24.0	11.07	37.5	38.17000000000001	55.74	36.2	133.8	35.73
1.1.1.51-RXN	89.47	71.38	85.93	106.37	56.45	75.25	96.43	117.63	58.02	81.7	88.15	102.7	161.17000000000002	61.45	200.62	125.4	74.75	78.43
1.1.1.53-RXN	8174.81	7701.82	9396.509999999998	8318.880000000001	14024.59	12618.44	11935.68	13452.36	10844.62	10842.47	14436.51	9413.37	9935.09	7610.51	8210.25	8833.32	10844.11	9733.88
1.1.1.83-RXN	17108.89	14847.68	14873.69	13246.71	16252.71	18081.51	15524.16	16423.03	17879.510000000002	16602.17	14100.63	19824.68	19630.53	24476.27	19735.33	13047.9	11994.94	14389.2
1.1.3.37-RXN	76.0	53.0	75.0	125.0	51.0	36.0	47.0	44.0	70.0	61.0	74.0	36.0	37.0	29.0	108.0	163.0	75.0	65.0
1.1.3.41-RXN	4073.92	4217.91	4790.5	4310.09	5694.81	4352.87	5535.6	5835.86	5260.4	4878.08	7445.870000000001	4827.5	4515.86	3446.17	4337.62	4141.32	4992.83	5184.41
1.1.99.25-RXN	74.33	270.0	196.33	232.67	122.83	81.67	81.5	111.33	105.0	167.17000000000002	51.0	113.0	79.67	123.67	127.17	134.25	229.0	71.5
1.1.99.28-RXN	499.47	755.51	650.89	500.95	541.19	592.94	742.47	734.09	460.75	525.3399999999999	293.88	352.98	402.55	418.43	330.72	673.23	561.5699999999999	717.55
1.10.2.2-RXN	19115.06	15465.67	16940.07	14983.38	16728.059999999998	20514.96	17526.46	18093.64	18617.97	18529.69	15463.98	21121.79	20614.92	26088.04	22073.52	15194.71	13414.38	15058.74
1.11.1.15-RXN	69128.01	70710.64000000001	74504.4	71076.45999999999	83070.35	86306.20999999999	81553.5	78235.67	81163.56	80517.95999999999	75205.68999999999	82442.17	75954.48	81260.28	76495.42	71309.23	75288.63	75265.59
1.12.1.3-RXN	137.0	146.5	124.5	198.0	204.5	164.5	270.0	142.5	129.5	169.0	124.5	116.0	106.5	86.0	75.5	188.5	169.0	209.0
1.13.11.14-RXN	97.4	99.6	168.79999999999998	75.39999999999999	111.2	57.2	59.99999999999999	139.40000000000003	243.4	148.4	50.6	288.6	127.2	208.0	94.0	76.6	223.6	50.99999999999999
1.13.11.15-RXN	988.33	968.42	1103.64	1035.27	749.1	798.5699999999999	895.74	1346.21	1025.48	947.8	970.66	1072.67	978.8	1366.12	1190.4700000000005	895.52	791.92	741.53
1.13.11.16-RXN	722.97	728.13	957.13	765.57	1119.4	670.2	1273.93	1038.63	714.27	791.5	1539.6	1018.9	670.5699999999999	572.5	819.0699999999999	637.3	939.3	788.93
1.13.11.25-RXN	1714.68	1508.91	2013.84	1852.57	2522.74	1403.64	2644.1000000000004	2389.5	1854.81	2658.56	3534.97	3336.68	2522.48	1720.86	1911.3	1876.78	2235.02	1737.48
1.13.11.38-RXN	2.0	1.5	0.5	0.5	1.0	0.0	1.0	0.0	0.5	2.0	1.5	2.5	2.0	0.0	0.5	3.5	0.5	3.0
1.13.11.41-RXN	1149.5099999999998	1009.33	1279.35	1064.66	2399.5	2573.67	1763.8200000000002	2087.84	1534.33	1656.67	1996.82	845.33	1384.51	1087.33	1143.17	1316.66	1694.51	1401.66
1.13.11.46-RXN	227.59	194.34000000000003	230.27	229.66	424.68	318.01	233.33	309.76	539.34	221.18	527.0699999999999	275.75	790.3300000000002	433.25	251.08	176.82999999999998	252.65	153.5
1.13.11.49-RXN	8191.720000000001	8706.69	9847.78	10284.42	12345.04	10222.31	11350.72	11275.45	10421.829999999998	10836.16	13801.43	9754.87	10456.7	6346.29	8456.66	10236.63	11757.9	10283.94
1.13.11.6-RXN	3982.92	4842.58	4389.48	3968.1	6074.299999999999	6518.6900000000005	5227.27	5357.85	5834.47	5783.799999999999	4915.88	6028.42	4743.04	4983.49	4315.139999999999	3970.24	6103.75	6180.35
1.13.11.9-RXN	1277.99	1195.15	1328.4	1024.6799999999998	1068.36	1446.5700000000002	1008.62	1577.34	1984.81	1152.94	1207.92	1831.62	1730.5099999999998	2517.92	2004.3	827.77	905.9	818.69
1.14.11.1-RXN	139.67000000000002	194.66	180.66	226.33	97.0	108.33	145.67000000000002	141.34	124.0	143.67000000000002	106.34	116.33	111.0	148.32999999999998	129.67000000000002	173.32999999999998	207.0	115.0
1.14.11.18-RXN	6497.610000000001	4887.49	4040.83	3632.54	6011.93	7887.76	4374.48	4755.58	5948.58	4893.7	3759.69	5727.84	6857.2300000000005	8854.449999999999	6722.820000000001	3513.54	2892.96	4740.29
1.14.11.2-RXN	10277.07	8358.93	8303.17	7022.419999999999	8941.55	11287.0	8503.480000000001	9445.21	10042.3	8872.1	7611.949999999999	11202.89	10957.3	15429.589999999998	11274.92	6910.139999999999	5938.6900000000005	8108.78
1.14.12.1-RXN	1168.74	1715.6999999999998	1634.1	942.05	1816.52	1684.28	1915.53	1574.85	1594.02	1914.23	1180.45	1531.03	1422.19	2594.98	1575.85	1725.2999999999995	1803.0	1263.68
1.14.12.15-RXN	4.0	8.0	2.0	6.0	0.0	2.0	6.0	10.0	10.0	0.0	0.0	2.0	6.0	2.0	56.0	4.0	6.0	4.0
1.14.13.10-RXN	55.17	32.17	32.34	37.83	15.17	18.5	23.67	47.66	34.17	27.840000000000003	60.33	82.33	12.83	31.0	25.67	29.33	38.67	20.33
1.14.13.59-RXN	3500.44	4282.23	3609.76	4658.23	3944.14	3271.37	3875.7	4324.65	3619.730000000001	3696.62	4286.69	4054.06	3292.59	2614.94	3427.79	4516.55	3967.37	5665.22
1.14.13.70-RXN	1444.83	1238.83	1521.17	1378.0	2722.5	2944.33	2201.5	2377.0	2073.83	1918.17	2411.0	1280.33	1711.67	1229.83	1337.17	1610.0	2056.67	1668.0
1.14.13.8-RXN	37.33	47.67	16.33	45.67	57.67	26.0	36.67	17.67	25.33	39.67	59.33	15.33	4.0	10.0	21.0	36.67	68.33	29.67
1.14.13.84-RXN	1512.83	1211.91	1605.0	1679.0	1333.08	1394.42	1572.33	1397.67	1431.25	1550.5100000000002	1757.75	1800.83	1330.0	1502.41	1610.25	1855.83	1428.75	1167.4899999999998
1.14.13.92-RXN	11.0	7.0	9.0	19.0	3.0	5.0	5.0	9.0	4.0	6.0	2.0	10.0	7.0	9.0	6.0	17.0	10.0	9.0
1.14.19.1-RXN	25069.02	23584.11	27060.04	25812.9	31086.430000000004	32829.25	29337.21	29440.53	30661.1	29515.72	25373.53	27246.22	29520.21	28024.69	27989.64	26007.15	23399.25	25604.7
1.14.19.3-RXN	7561.46	9111.13	8525.509999999998	7548.809999999999	10593.42	10830.38	10445.59	10613.91	9520.8	9619.87	10233.7	10443.4	7668.249999999999	7516.969999999999	7384.109999999999	7955.08	10691.1	11161.84
1.15.1.2-RXN	52.5	46.25	44.25	75.0	51.75	41.75	51.0	40.25	37.25	118.5	236.25	34.0	30.75	14.5	23.75	80.25	33.0	101.5
1.17.1.1-RXN	12555.15	11091.09	10118.53	8831.95	11844.88	14542.21	11087.56	11407.98	12176.06	11335.22	8995.810000000001	12540.46	13383.38	18657.52	14046.03	8654.41	7919.889999999999	10139.8
1.17.4.2-RXN	934.82	1070.66	1102.6799999999998	932.75	1053.78	863.72	954.8200000000002	769.8	1160.78	1208.7	1101.55	1243.85	1773.4799999999998	1228.06	1182.3200000000002	1075.36	1198.54	1349.0
1.17.99.1-RXN	2537.41	1746.84	1712.06	1149.14	1982.93	2059.68	1683.62	1602.15	2082.42	1686.4	2220.65	2799.2699999999995	2712.86	3531.43	2513.61	1099.27	1004.72	1679.23
1.18.1.2-RXN	26680.57	25321.54	27956.85	25863.19	29968.11	30231.63	29401.49	30411.87	30993.12	29010.47	29599.04	31008.74	28705.49	31629.700000000004	29526.74	25807.17	26454.15	24720.86
1.2.1.2-RXN	58505.73	48948.34999999999	52306.8	48761.69	57903.89	64392.31	56581.79	59059.11	58541.82000000001	58317.72	54943.14	63641.51	65783.55	72647.53	65726.28	49225.97	45592.0	49759.17
1.2.1.27-RXN	32543.33	31373.99	32849.51	32571.08	35589.24	36831.79	35569.369999999995	34733.52	36158.98	34794.71	35197.29	36254.22	36142.49	39235.91	36977.1	32717.65	30887.61	30997.56
1.2.1.32-RXN	3830.31	3768.66	4019.08	3611.44	5241.85	5530.639999999999	4661.900000000001	5238.299999999999	4918.01	4549.39	4801.51	3735.46	4556.57	3534.51	3962.83	3784.37	4417.849999999999	4337.81
1.2.1.45-RXN	3708.42	3155.17	3042.92	2145.16	3188.42	3679.75	2918.83	3287.83	3780.16	3294.42	2742.0	4525.41	4294.83	5908.75	4194.58	2073.17	1983.09	3235.58
1.2.1.65-RXN	15.0	25.0	42.0	22.0	39.0	23.0	16.0	28.0	59.0	41.0	4.0	75.0	41.0	48.0	28.0	14.0	78.0	7.0
1.2.1.66-RXN	6777.47	7211.15	8065.9	6878.969999999999	10963.759999999998	9324.46	9691.94	10338.91	9572.5	9235.7	11941.06	8241.84	8160.24	5114.06	6737.96	6843.27	8895.18	9098.68
1.2.1.9-RXN	1465.25	2213.81	1479.3	2147.41	1563.7	1551.88	1748.03	1491.96	1376.26	1585.59	1845.36	1869.02	1340.32	1259.35	1249.02	2180.07	1864.45	2521.88
1.2.3.3-RXN	375.0	710.12	379.62	1373.75	175.75	61.88	225.75	153.75	141.37	229.5	352.5	345.88	190.75	124.0	274.75	1339.88	546.5	750.25
1.2.4.4-RXN	18894.31	20181.79	19164.35	21208.460000000003	19439.72	20195.26	19665.07	20059.6	20559.83	20107.31	18567.1	21756.77	24026.66	22853.67	24351.16	19589.480000000003	19498.74	20222.370000000003
1.2.7.4-RXN	50.0	56.5	42.0	76.0	38.5	45.0	52.5	43.5	31.5	81.0	53.0	39.5	33.5	15.0	30.0	107.5	36.5	59.0
1.2.7.5-RXN	703.34	781.5	754.3199999999999	839.34	1230.67	565.8299999999999	808.01	674.65	756.16	819.3199999999999	944.66	586.8199999999999	744.8299999999999	538.15	646.16	876.3199999999999	987.83	716.1600000000001
1.2.7.7-RXN	64.0	216.0	138.0	124.0	178.0	350.0	214.0	194.0	198.0	136.0	112.0	204.0	290.0	350.0	96.0	212.0	126.0	114.0
1.2.7.8-RXN	29481.81	24617.58	24668.74	21965.15	28573.26	33946.18	25776.22	28550.93	29622.51	26883.31	24441.83	29392.57	32216.04	38862.04	33632.47	21867.84	19511.5	23623.45
1.20.1.1-RXN	73.0	23.5	28.0	29.5	28.5	36.0	27.0	36.0	37.0	31.5	38.0	58.5	121.0	58.0	127.0	16.5	10.5	27.5
1.20.98.1-RXN	57.0	85.0	115.0	47.0	43.0	87.0	70.0	116.0	58.0	77.0	60.0	63.0	77.0	67.0	60.0	68.0	67.0	45.0
1.21.4.1-RXN	173.5	163.75	150.25	352.0	79.25	108.75	139.5	166.75	117.75	114.5	115.25	176.5	147.25	69.5	106.75	281.75	104.5	152.5
1.21.4.4-RXN	3.5	7.75	7.25	21.0	3.25	6.75	4.5	6.75	5.75	4.5	9.25	12.5	4.25	3.5	2.75	9.75	4.5	4.5
1.3.1.2-RXN	6.0	2.0	3.0	6.0	0.0	5.0	3.0	2.0	5.0	9.0	4.0	1.0	2.0	1.0	1.0	7.0	5.0	1.0
1.3.1.25-RXN	1225.2999999999995	768.5799999999999	865.6300000000001	1348.36	683.91	766.8700000000001	619.08	753.99	1001.5	797.5	779.5	1190.74	1401.05	1701.95	1424.37	512.22	785.55	651.51
1.3.1.29-RXN	15.0	25.0	40.0	22.0	39.0	22.0	15.0	28.0	56.0	40.0	2.0	75.0	40.0	47.0	11.0	14.0	78.0	7.0
1.3.1.49-RXN	2.0	1.5	0.5	0.5	1.0	0.0	1.0	0.0	0.5	2.0	1.5	2.5	2.0	0.0	0.5	3.5	0.5	3.0
1.3.1.53-RXN	2.0	4.0	1.0	3.0	0.0	1.0	3.0	5.0	5.0	0.0	0.0	1.0	3.0	1.0	28.0	2.0	3.0	2.0
1.3.1.54-RXN	9417.26	9668.99	12023.45	11838.35	12876.85	12053.79	12113.23	12495.08	13030.39	11881.38	13568.49	12837.81	11253.43	10248.490000000002	10814.59	11595.51	12338.35	10442.44
1.3.1.56-RXN	9.0	11.0	11.0	26.0	7.0	9.0	8.0	13.0	8.0	9.0	12.0	52.0	10.0	13.0	6.0	18.0	11.0	11.0
1.3.1.60-RXN	15.0	25.0	40.0	22.0	39.0	22.0	15.0	28.0	56.0	40.0	2.0	75.0	40.0	47.0	11.0	14.0	78.0	7.0
1.3.1.62-RXN	16.0	8.0	10.0	0.0	96.0	0.0	4.0	16.0	4.0	6.0	0.0	0.0	2.0	6.0	2.0	6.0	10.0	4.0
1.3.1.64-RXN	35.53	39.13	53.23	43.37	50.93	32.27	31.5	42.03	64.7	56.37	14.3	77.47	67.43	62.17	55.67	33.3	114.3	14.5
1.3.1.9-RXN	40919.89	40636.46	43177.490000000005	41252.26	45414.17999999999	48269.6	45726.82	44588.07	46713.52	46659.280000000006	42782.23	51747.34	47454.0	51536.91	47141.36	42456.18000000001	42834.11	42227.83
1.3.7.2-RXN	0.0	1.33	427.67	38.0	1.0	4.33	1.0	107.0	21.0	34.33	10.33	0.33	0.67	13.33	3.67	43.0	289.33	17.33
1.3.7.3-RXN	0.0	1.33	427.67	38.0	1.0	4.33	1.0	107.0	21.0	34.33	10.33	0.33	0.67	13.33	3.67	43.0	289.33	17.33
1.3.7.5-RXN	45.5	387.66	1573.0100000000002	1515.17	1470.17	1430.66	1104.33	839.17	1647.33	433.66	120.33	197.33	41.67	185.33	196.34	1309.0	1152.5	793.33
1.3.99.15-RXN	40.0	36.0	40.0	90.0	20.0	28.0	26.0	44.0	24.0	30.0	28.0	124.0	34.0	44.0	24.0	70.0	42.0	40.0
1.3.99.16-RXN	92855.11000000002	74988.94	75327.59	64126.92	87662.45	105139.49	79441.51999999999	83317.35	91052.07	82134.02	73377.13	97007.71	99677.45	123235.92	99943.19	63186.42	57120.350000000006	73968.93
1.3.99.23-RXN	1167.18	2328.09	1584.62	1342.79	2213.13	2279.48	2117.8099999999995	1534.42	2180.4300000000003	2582.28	1090.19	3137.33	1369.79	2213.76	1264.6	1511.33	3069.1000000000004	2940.8500000000004
1.3.99.5-RXN	78.5	68.5	48.5	73.5	108.0	56.0	109.5	84.5	59.5	109.0	85.0	119.0	41.5	41.5	52.0	67.0	101.0	58.5
1.4.1.11-RXN	4060.51	3775.33	4942.0	4195.66	6589.16	5597.17	5905.98	5793.52	5069.48	5966.6900000000005	7395.18	5230.84	5362.98	3671.17	4222.639999999999	4462.5	5554.8	5020.48
1.4.1.21-RXN	1920.05	1624.08	1717.97	1546.61	1774.25	1615.12	1823.0	1813.82	1775.5000000000002	1900.25	1760.8300000000002	2159.9	1925.8	2604.12	2140.29	1985.64	1692.14	1340.76
1.4.3.19-RXN	16690.11	15217.94	16600.309999999998	15662.24	18346.01	18111.75	17729.58	18026.25	18359.89	18028.36	19846.72	20545.4	19963.56	19955.99	18543.09	15776.410000000002	16202.92	16087.81
1.4.99.5-RXN	16.68	203.0	95.68	321.32	9.68	27.0	74.0	34.32	85.0	105.68	43.32	13.32	35.32	103.0	89.68	70.32	321.0	39.0
1.5.1.20-RXN	31050.54	30373.26	32439.75	30538.7	35253.85	37231.29	34727.97	34921.69	35556.57000000001	35052.93	33121.65	36548.3	34064.19	36753.84	35026.69	30376.340000000004	31446.01	32099.51
1.5.1.25-RXN	79.0	55.0	79.0	129.0	51.0	36.0	48.0	45.0	70.0	62.0	78.0	36.0	37.0	30.0	118.0	165.0	79.0	66.0
1.5.1.28-RXN	971.5	594.5	866.0	1343.0	616.0	630.5	683.0	754.5	932.0	783.5	879.0	1048.5	1181.5	1053.0	1226.5	844.5	757.5	602.5
1.5.1.34-RXN	1223.2	1692.47	1149.74	1454.03	2055.44	2815.1	1417.34	1222.6999999999998	1994.7	2073.2	864.46	2557.63	2296.77	2700.17	2289.17	665.3	2254.47	2483.0
1.5.1.7-RXN	2001.2	2008.59	2359.4	2088.83	2791.2200000000003	2171.99	2523.7	2685.37	2303.05	2220.3	3374.94	2670.98	2437.04	2276.44	2181.73	2114.67	2131.28	2166.62
1.5.1.9-RXN	764.0	720.01	731.0	723.3299999999999	818.6800000000001	625.0	962.33	723.67	817.99	771.3500000000001	1097.66	901.66	835.67	529.0	822.6700000000001	722.66	980.33	1009.67
1.5.5.1-RXN	19660.61	16453.3	17831.37	16499.65	16866.86	20748.52	17948.37	18678.87	19627.98	19070.77	15929.510000000002	22094.03	21345.93	26860.57	22729.13	16146.98	14330.64	15774.4
1.5.8.1-RXN	588.41	527.99	660.3299999999999	560.6700000000001	520.5799999999999	590.09	486.16	532.5799999999999	708.25	692.26	591.5	1021.17	667.5	891.8299999999999	781.4200000000001	600.75	574.4200000000001	425.66
1.5.8.2-RXN	588.41	527.99	660.3299999999999	560.6700000000001	520.5799999999999	590.09	486.16	532.5799999999999	708.25	692.26	591.5	1021.17	667.5	891.8299999999999	781.4200000000001	600.75	574.4200000000001	425.66
1.6.4.4-RXN	35870.88	32200.5	31094.6	29136.68	34228.08	40681.27	34435.259999999995	33823.93	35519.93	35595.3	28024.45	37711.07000000001	36952.8	45753.71000000001	39591.95	28519.63	25820.09	32681.86
1.7.2.2-RXN	233.67	221.83	210.33	294.33	192.17	210.33	224.34000000000003	207.67	153.5	203.5	144.17000000000002	185.33	174.32999999999998	176.82999999999998	148.5	293.16	215.0	222.5
1.7.2.3-RXN	65.66	154.66	72.16	107.34	66.66	134.84	61.0	60.16	90.0	61.34	39.5	52.34	49.16	80.34	60.84	56.0	77.5	58.5
1.7.7.2-RXN	723.8199999999999	1521.65	2209.6800000000003	2298.49	2250.49	2279.67	1932.33	1589.16	2271.66	1078.98	723.6600000000001	1130.99	462.99	475.99	648.33	2369.0	1799.17	2129.66
1.8.1.15-RXN	1920.25	1849.49	2354.91	2042.17	3223.66	2310.0	2974.99	2897.42	2563.5	3129.84	4125.76	3491.58	2790.17	1755.25	1869.59	2177.01	2324.17	1821.5
1.8.1.4-RXN	81173.20000000001	75946.6	81213.81999999999	76598.03	92724.87	98215.62	88109.39	90365.49	91541.76	89448.67	88238.83	94035.8	93341.47	96617.06	91211.32	75515.22	77896.74	80811.13
1.8.4.12-RXN	38381.11	38130.55	40140.14	38659.9	42012.81999999999	45475.17999999999	42386.35	41575.350000000006	43325.45	43520.34	40519.35	48959.94	43676.64	48731.16	44160.84	38917.41	39882.62	39968.350000000006
1.8.4.8-RXN	29232.94	28375.01	30345.610000000004	28943.72	33450.17	34854.32	32614.57	32264.88	33212.380000000005	32630.98	30950.97	34405.770000000004	32619.0	34656.05	32926.75	28833.95	29590.07	29776.7
1.8.4.9-RXN	6.0	2.0	3.0	6.0	0.0	5.0	3.0	2.0	5.0	9.0	4.0	1.0	2.0	1.0	1.0	7.0	5.0	1.0
1.8.5.2-RXN	5608.4400000000005	6270.540000000001	6258.790000000001	6253.89	7634.610000000001	5318.629999999999	7128.66	7685.72	6584.13	7234.08	8597.369999999999	7673.26	7139.91	4150.34	5636.9800000000005	6056.96	7342.79	8377.619999999999
1.8.98.1-RXN	258.0	296.0	176.0	266.0	212.0	213.0	258.0	204.0	148.0	333.0	219.0	166.0	157.0	82.0	167.0	277.0	174.0	239.0
13-PROPANEDIOL-DEHYDROGENASE-RXN	58.67	77.5	37.83	100.5	34.83	26.33	51.67	62.17	39.83	49.17	72.67	64.5	39.17	24.5	72.67	56.33	72.5	54.33
1PFRUCTPHOSN-RXN	7735.790000000001	8570.91	9060.04	9653.62	11771.39	9263.71	10098.14	10368.47	10001.18	10359.94	12948.42	8841.54	9714.82	6187.950000000001	7863.179999999999	9555.34	11110.78	9715.72
1TRANSKETO-RXN	58002.310000000005	58614.62	61284.03	59272.43	67950.63999999998	69274.84	65978.53	66444.59	67971.91	66444.68	67722.41	71786.37	66611.66	68198.24	65149.43	59280.39	59879.32	61436.04999999999
2-DEHYDROPANTOATE-REDUCT-RXN	42814.09	38350.7	39990.79	35851.74	41435.38	43678.78	41807.92	42638.32000000001	42423.65	42292.54	41989.55	47843.91	46454.58	53543.33	46892.880000000005	37615.97	34319.14	37298.99
2-ENOATE-REDUCTASE-RXN	89.01	32.49	50.11	58.09	18.15	7.08	34.11	12.15	18.08	24.11	10.19	15.0	19.08	51.15	54.0	41.9	6.33	11.29
2-FUROATE--COA-LIGASE-RXN	49.830000000000005	42.3	65.44	47.97	23.2	31.07	51.14	62.26	95.93	51.4	32.16	503.07	118.03	78.27	44.17	43.33999999999999	88.97	40.53000000000001
2-HALOACID-DEHALOGENASE-RXN	26396.300000000003	24566.22	25901.86	24430.85	25210.97	27965.76	25264.960000000003	27831.12	28402.06	27517.31	24938.88	32553.94	31979.96	36680.7	31898.0	24645.03	22341.56	22917.32
2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN	134.5	125.0	150.5	241.0	122.0	112.0	144.0	107.0	201.0	147.0	191.0	119.5	145.0	96.0	210.5	251.0	196.0	129.0
2-ISOPROPYLMALATESYN-RXN	54678.990000000005	50679.51	57150.57000000001	53291.33	63923.490000000005	65779.84	61120.01000000001	60638.350000000006	62219.35	59453.95	60477.62	60827.26	61569.61	62774.45999999999	60787.4	54108.61	53595.61	53370.66
2-MEBUCOA-FAD-RXN	430.52	602.16	375.49	469.2	548.14	401.69000000000005	449.43000000000006	924.11	548.6600000000001	440.05	330.21	377.1	300.47	141.5	273.31	376.75	464.58	973.85
2-METHYLCITRATE-DEHYDRATASE-RXN	1958.63	1870.11	2256.41	2652.45	1965.48	2036.58	2386.67	2262.06	1893.69	2393.1000000000004	2376.33	2157.7	2055.05	1804.87	2380.96	2058.61	2455.14	2023.26
2-METHYLCITRATE-SYNTHASE-RXN	5414.76	5295.48	5523.0	5368.01	5560.470000000001	6421.7300000000005	5814.63	5292.82	5756.28	6082.92	4671.18	5489.06	6321.59	7775.65	7123.81	4693.299999999999	4847.09	5260.89
2-NITROPROPANE-DIOXYGENASE-RXN	48721.97	43752.35	44622.3	41093.22	48649.08	52924.92	47098.48	48629.65	49719.15	49085.81	46173.18000000001	55877.72	53132.09999999999	63688.34	56416.49	40929.62	39671.77	42931.39
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	30455.0	24825.06	26704.13	23704.99	28604.12	34001.05	27917.74	29867.89	30327.72	29455.29	26211.11	32833.84	33610.12	41035.01	34002.49	23204.74	21768.31	24777.32
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	35112.62	33298.13	36879.92	35898.73	40286.42	41730.1	39542.32	38662.05	39723.34	38687.3	36950.57000000001	40683.32	39099.67	41961.87	39936.67	35789.74	35358.07	35247.2
2-OXOBUTYRATE-SYNTHASE-RXN	2069.58	2549.0	3351.6400000000003	3571.75	2259.62	2019.06	3110.52	2850.9	2245.54	2937.06	2395.33	1785.19	3218.08	1405.63	2141.51	3815.59	3311.83	2641.94
2-OXOGLUTARATE-SYNTHASE-RXN	32785.23	31516.46	33080.21	32265.6	39775.23	38442.06	36572.43	37604.05	36815.32	36214.630000000005	39526.9	35725.770000000004	35012.39	32712.5	33374.07	32758.39	33105.68	33665.47
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	10350.82	9427.17	10367.31	8773.69	12581.59	11845.57	11474.82	12604.2	11951.44	11824.77	13610.31	13566.37	12312.54	11971.46	11498.06	9409.75	10380.93	10262.66
2.1.1.100-RXN	25.5	41.5	17.84	17.83	37.34	32.0	34.84	34.0	33.0	27.5	45.16	29.33	14.0	44.67	61.17	27.17	30.17	12.5
2.1.1.103-RXN	47.0	47.0	95.0	30.5	49.5	62.5	65.0	78.5	78.5	72.5	56.5	59.5	77.5	83.0	56.0	64.0	55.0	35.5
2.1.1.113-RXN	80.53	78.30000000000001	476.57	107.29	115.19	59.93	70.25	148.79	109.11	111.7	102.13	97.13	65.35	85.0	81.17	91.47	381.8	55.42
2.1.1.130-RXN	12100.44	11059.86	12855.89	12074.24	13571.54	13168.54	13302.34	14229.37	13596.16	13685.07	15810.33	15416.9	14120.62	13933.23	13849.16	11837.09	12834.22	11462.06
2.1.1.131-RXN	11245.69	11374.11	14427.3	13797.74	15752.88	14111.46	14635.59	14868.78	14963.57	13956.82	16997.83	14867.06	13672.87	12247.39	12680.73	13498.5	14523.05	12066.3
2.1.1.132-RXN	13744.74	13228.28	16071.309999999998	15199.92	17946.88	16599.61	16708.54	17662.04	17363.43	15914.320000000002	18860.28	17197.71	16208.18	15711.12	15356.42	14574.24	15846.86	14165.07
