"","Row.names","Medicago-1d.1","Medicago-1d.2","Medicago-1d.3","Medicago-1d.4","Medicago-00h.1","Medicago-00h.2","Medicago-00h.3","Medicago-00h.4","Medicago-02h.1","Medicago-02h.2","Medicago-02h.3","Medicago-02h.4","Medicago-04h.1","Medicago-04h.2","Medicago-04h.3","Medicago-04h.4","Medicago-4d.1","Medicago-4d.2","Medicago-4d.3","Medicago-4d.4","Medicago-p5h.1","Medicago-p5h.2","Medicago-p5h.3","Medicago-p5h.4","Medicago_00h_Medicago_02h_log2_FC","Medicago_00h_Medicago_02h_Pvalue","Medicago_00h_Medicago_02h_fdr","Medicago_00h_Medicago_04h_log2_FC","Medicago_00h_Medicago_04h_Pvalue","Medicago_00h_Medicago_04h_fdr","Medicago_00h_Medicago_1d_log2_FC","Medicago_00h_Medicago_1d_Pvalue","Medicago_00h_Medicago_1d_fdr","Medicago_00h_Medicago_4d_log2_FC","Medicago_00h_Medicago_4d_Pvalue","Medicago_00h_Medicago_4d_fdr","Medicago_00h_Medicago_p5h_log2_FC","Medicago_00h_Medicago_p5h_Pvalue","Medicago_00h_Medicago_p5h_fdr","Medicago_02h_Medicago_04h_log2_FC","Medicago_02h_Medicago_04h_Pvalue","Medicago_02h_Medicago_04h_fdr","Medicago_02h_Medicago_1d_log2_FC","Medicago_02h_Medicago_1d_Pvalue","Medicago_02h_Medicago_1d_fdr","Medicago_02h_Medicago_4d_log2_FC","Medicago_02h_Medicago_4d_Pvalue","Medicago_02h_Medicago_4d_fdr","Medicago_02h_Medicago_p5h_log2_FC","Medicago_02h_Medicago_p5h_Pvalue","Medicago_02h_Medicago_p5h_fdr","Medicago_04h_Medicago_1d_log2_FC","Medicago_04h_Medicago_1d_Pvalue","Medicago_04h_Medicago_1d_fdr","Medicago_04h_Medicago_4d_log2_FC","Medicago_04h_Medicago_4d_Pvalue","Medicago_04h_Medicago_4d_fdr","Medicago_04h_Medicago_p5h_log2_FC","Medicago_04h_Medicago_p5h_Pvalue","Medicago_04h_Medicago_p5h_fdr","Medicago_1d_Medicago_4d_log2_FC","Medicago_1d_Medicago_4d_Pvalue","Medicago_1d_Medicago_4d_fdr","Medicago_1d_Medicago_p5h_log2_FC","Medicago_1d_Medicago_p5h_Pvalue","Medicago_1d_Medicago_p5h_fdr","Medicago_4d_Medicago_p5h_log2_FC","Medicago_4d_Medicago_p5h_Pvalue","Medicago_4d_Medicago_p5h_fdr","Medicago_00h","Medicago_02h","Medicago_04h","Medicago_1d","Medicago_4d","Medicago_p5h","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name","id"
"1","2-deoxyadenosine",0,0.000322274960672679,0,0,0,0.00814349106502086,0,0,0,0.00215558497110387,0,0,0,4.99068231713482e-05,0,0,0,0,0,0,0,1.01283977093706,0.0217571896851891,0,"0.980215364611823","0.522655821553935","0.522655821553935","1.58422261244791","0.393546863548512","0.393546863548512","-1.49032047664209","0.407814810947795","0.407814810947795","1.60211132852048","0.391002218955771","0.391002218955771","-6.41830886474501","0.382601438176576","0.382601438176576","0.604007247836083","0.400727777123838","0.400727777123838","-0.510105112030269","0.459608664210801","0.459608664210801","0.621895963908658","0.391002218955771","0.391002218955771",-7.39852422935683,0.380192939587316,0.380192939587316,"0.0939021358058142","0.462333982396365","0.462333982396365","0.0178887160725745","0.391002218955771","0.391002218955771",-8.00253147719292,0.379350615034738,0.379350615034738,"0.111790851878389","0.391002218955771","0.391002218955771",-7.9086293413871,0.379459433974026,0.379459433974026,"-8.02042019326549","0.379330680166645","0.379330680166645",0.00203587276625522,0.000538896242775968,1.2476705792837e-05,8.05687401681697e-05,0,0.258649240155561,"2-deoxyadenosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-deoxyadenosine"
"2","2-deoxyguanosine",0.000180063505402792,9.896332503288e-05,3.78124581917946e-05,0,0.0180677061347097,0.00237186476060058,0.0565138335790685,0.0665619203871884,0,0.00047786921278977,0.00228703345844135,0.0012251830148504,0.000214556602081444,0.000259150720049553,0,0,0.000300713156980474,0.00147761503424493,0.000733223349864382,0.000637964773083655,0.000349921798383474,0.00786378809187436,0.0734373118319739,0.0307340522047579,"4.20651005390801","0.106809779134081","0.106809779134081","5.04325015286306","0.101399182719263","0.101399182719263","-5.09474564489376","0.101163781995357","0.101163781995357","4.36687538605286","0.105519479932012","0.105519479932012","0.341958790556899","0.740762443724289","0.740762443724289","0.836740098955054","0.175485632559389","0.175485632559389","-0.888235590985758","0.162370133977891","0.162370133977891","0.160365332144854","0.723300797235931","0.723300797235931",-3.86455126335111,0.197761429810791,0.197761429810791,"-0.0514954920307042","0.643272354402328","0.643272354402328","-0.6763747668102","0.0696072991176353","0.0696072991176353",-4.70129136230616,0.187279457859053,0.187279457859053,"-0.727870258840905","0.0630830275298628","0.0630830275298628",-4.75278685433686,0.186826448377387,0.186826448377387,"-4.02491659549596","0.195203033755172","0.195203033755172",0.0358788312153918,0.000997521421520379,0.000118426830532749,7.92098221568666e-05,0.000787379078543361,0.0280962684817474,"2-deoxyguanosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-deoxyguanosine"
"3","2-hydroxypyridine",0,0.0914406829010923,0,0,0,0,0,0.171657807378809,0,0,0,0,0.284570786560753,0,0.0121474552745831,0.69035349701903,0,0,0,0,0,0,0.128033375603209,0,"5.45662389053866","0.391002218955771","0.391002218955771","-2.49622179009234","0.300585475973826","0.300585475973826","-0.880091429750445","0.698621044757388","0.698621044757388","5.45662389053866","0.391002218955771","0.391002218955771","0.411865038370326","0.845841348020274","0.845841348020274","-7.952845680631","0.224627853466267","0.224627853466267","4.57653246078822","0.391002218955771","0.391002218955771","NA","NA","0",-5.04475885216833,0.391002218955771,0.391002218955771,"-3.37631321984278","0.260885202916607","0.260885202916607","7.952845680631","0.224627853466267","0.224627853466267",2.90808682846267,0.277850040381966,0.277850040381966,"4.57653246078822","0.391002218955771","0.391002218955771",-0.468226391380118,0.824604882343772,0.824604882343772,"-5.04475885216833","0.391002218955771","0.391002218955771",0.0429144518447023,0,0.246767934713592,0.0228601707252731,0,0.0320083439008023,"2-hydroxypyridine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-hydroxypyridine"
"4","3-methoxytyramine",0.000242493214226181,0.000154394217713425,0,0,0.000260957269934174,1.06044699474766e-05,0.000771141952006198,0.000662421362144556,0.000282076021372273,4.64238122689617e-05,0.000671311680582597,2.11907926562062e-05,6.64474177176549e-05,0.000126808022561478,0,0,0.00455948059568826,0.000730606332102691,2.52932041039974e-05,6.82410733862423e-06,0.000119117451708437,1.36153175944129e-05,0.000657951593835296,0.000257827502047708,"0.184283122305435","0.489852556032646","0.489852556032646","0.444187792727281","0.120563980667375","0.120563980667375","-0.375775912662023","0.160740663860391","0.160740663860391","-0.708412610931419","0.469874490714161","0.469874490714161","0.176400318546338","0.49653422470044","0.49653422470044","0.259904670421846","0.264428363576693","0.264428363576693","-0.191492790356588","0.39129625034527","0.39129625034527","-0.892695733236854","0.397895251658532","0.397895251658532",-0.00788280375909707,0.974501953635462,0.974501953635462,"0.0684118800652581","0.487719440708866","0.487719440708866","-1.1526004036587","0.324117455411893","0.324117455411893",-0.267787474180943,0.227619587623055,0.227619587623055,"-1.08418852359344","0.34073542661855","0.34073542661855",-0.199375594115685,0.347238041956748,0.347238041956748,"0.884812929477757","0.400369149331853","0.400369149331853",0.000426281263508101,0.000255250576720009,4.83138600697831e-05,9.92218579849013e-05,0.00133055105980839,0.000262127966296463,"3-methoxytyramine","HMDB0000022","C05587","belongs to the class of organic compounds known as methoxyphenols. Methoxyphenols are compounds containing a methoxy group attached to the benzene ring of a phenol moiety.","Organic compounds","Benzenoids","Phenols","Methoxyphenols","554-52-9",NA,NA,"223438743",NA,"C05587","  1582",NA,"3-Methoxytyramine","3-methoxytyramine"
"5","3-methyladenine",0.0941756684801053,1.01524560452883,0.050114280840358,0.0622880807000631,0.181698473454457,2.15191109198512,0.107541071017465,0.0661025397755639,2.81290471749985,1.07391509566509,0.298114606986745,0.170914632345544,1.00497369498377,0.704318107447112,0.178632535984998,0.118957888965477,0.523511241399398,0.554663491184299,1.09096894893978,0.0413945686240561,0.211846842863278,2.67753128082795,0.116736529821415,0.105359391239747,"-0.79587070293132","0.581958128369752","0.581958128369752","0.320578894800894","0.831704852807865","0.831704852807865","-1.03465605755853","0.595969887880838","0.595969887880838","0.181401567594178","0.899590367985407","0.899590367985407","-0.311044214073174","0.85895568724535","0.85895568724535","1.11644959773221","0.417321540945515","0.417321540945515","-1.83052676048985","0.298003494087805","0.298003494087805","0.977272270525498","0.45554048515012","0.45554048515012",0.484826488858147,0.735351157949709,0.735351157949709,"-0.714077162757639","0.560731720947628","0.560731720947628","-0.139177327206716","0.871820223649674","0.871820223649674",-0.631623108874067,0.702548103933976,0.702548103933976,"-0.853254489964355","0.468762801065388","0.468762801065388",-1.34570027163171,0.525106964695926,0.525106964695926,"-0.492445781667351","0.754678546316209","0.754678546316209",0.626813294058151,1.08896226312431,0.50172055684534,0.305455908637338,0.552634562536884,0.777868511188099,"3-methyladenine","HMDB0011600",NA,NA,NA,NA,NA,NA,"5142-23-4","DTXSID80199406","DTXCID70121897","315759746"," 1673","C00913"," 38635","DB04104","3-Methyladenine","3-methyladenine"
"6","4-aminobutanoic acid",2.94557112238135,6.39774702211687,2.10370086405158,1.68384927897562,2.99763587276393,2.1023838660077,0.0202110302661889,4.70187548406575,1.34133793783592,3.13925939003687,0,0,2.76386055449663,3.99955644517161,0.318045781513961,3.52917567910894,1.02751264320958,3.71801898121783,1.30593963871608,2.73863426318928,2.78443218901106,1.73538401851428,0.486763604496275,0.142773580079427,"1.13164138820708","0.320551602033551","0.320551602033551","-0.111363488541709","0.882141096544881","0.882141096544881","0.418709988986832","0.588730088257366","0.588730088257366","0.160082995022733","0.832651066929321","0.832651066929321","0.931108310590927","0.355070545602532","0.355070545602532","-1.24300487674879","0.215621925002625","0.215621925002625","1.55035137719391","0.154272290204426","0.154272290204426","-0.971558393184345","0.312495167465088","0.312495167465088",-0.200533077616151,0.867516789425478,0.867516789425478,"0.307346500445123","0.657825102195605","0.657825102195605","0.271446483564442","0.676014105697983","0.676014105697983",1.04247179913264,0.232407762349878,0.232407762349878,"0.578792984009565","0.423602167490039","0.423602167490039",1.34981829957776,0.168907041284076,0.168907041284076,"0.771025315568194","0.33776357354002","0.33776357354002",2.45552656327589,1.1201493319682,2.65265961507279,3.28271707188136,2.19752638158319,1.28733834802526,"4-aminobutanoic acid","HMDB0000112","C00334","belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","56-12-2","DTXSID6035106","DTXCID4015106","315677424","  119","C00334"," 16865","DB02530","4-Aminobutanoic acid","4-aminobutanoic acid"
"7","4-guanidinobutanoic acid",11.4175435360308,2.45645181566558,1.13006780570193,0.0495618889413382,17.6640724564162,0.0595801135724637,0.0995536096237031,0.138785335152653,14.3574721108913,1.36890330361808,0.0782699991294476,7.39943165235367,16.4067998298121,1.84091749382161,0.183267718202069,0.0681368176066032,12.8212288441493,3.97922993917612,3.38679277456684,5.04577728241321,13.7477434694639,0.566643665891884,0.199078141887902,0.816369936786354,"-0.369358433744019","0.819387955235275","0.819387955235275","-0.0425001461740652","0.982603170887186","0.982603170887186","-0.254774317743812","0.892390884191395","0.892390884191395","-0.490273513982026","0.728339958342151","0.728339958342151","0.22854997657173","0.908918206155753","0.908918206155753","0.326858287569954","0.826362258439667","0.826362258439667","-0.624132751487831","0.643696166376752","0.643696166376752","-0.120915080238007","0.902308775997553","0.902308775997553",0.597908410315749,0.686781745960149,0.686781745960149,"-0.297274463917877","0.862299318967641","0.862299318967641","-0.447773367807961","0.725695952866302","0.725695952866302",0.271050122745796,0.882934700328889,0.882934700328889,"-0.745047831725838","0.483623869534142","0.483623869534142",-0.0262243411720818,0.987462804402908,0.987462804402908,"0.718823490553756","0.559243088075367","0.559243088075367",4.49049787869126,5.80101926649813,4.6247804648606,3.76340626158491,6.30825721007636,3.83245880350752,"4-guanidinobutanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-guanidinobutanoic acid"
"8","4-hydroxybenzoic acid",0.0101471388736148,0.0979018313872723,1.06178214996269,0,0.0472472617604746,0.011527769852623,0.00225960588633828,0.0369592171424092,0,0,0,0,0.453106308668206,0.00403301428754656,0,0.00356151922356828,0.515209832968723,0.449953196245277,0.163098992592851,0,0.0675124781276963,0.000898094863304123,0,0.00872006508697861,"4.67233841898303","0.102880174034857","0.102880174034857","-2.18782003024509","0.480549364414682","0.480549364414682","3.52467072766912","0.374470403744772","0.374470403744772","-3.4726537229819","0.123156863418654","0.123156863418654","0.330163489110218","0.797740815779569","0.797740815779569","-6.86015844922812","0.381826675449057","0.381826675449057","8.19700914665215","0.338395030228999","0.338395030228999","-8.14499214196493","0.102391791345457","0.102391791345457",-4.34217492987281,0.319424472949383,0.319424472949383,"1.33685069742404","0.561440673732942","0.561440673732942","-1.28483369273681","0.352278106821251","0.352278106821251",2.51798351935531,0.459079674208944,0.459079674208944,"0.0520170046872225","0.972505341981967","0.972505341981967",3.85483421677934,0.366662181919647,0.366662181919647,"3.80281721209212","0.117690731202105","0.117690731202105",0.0244984636604613,0,0.11517521054483,0.292457780055894,0.282065505451713,0.0192826595194948,"4-hydroxybenzoic acid","HMDB0000500",NA,NA,NA,NA,NA,NA,"99-96-7","DTXSID3026647","DTXCID806647","315675580","  135","C00156"," 30763","DB04242","4-Hydroxybenzoic acid","4-hydroxybenzoic acid"
"9","4-imidazoleacetic acid",0.0111672340532275,0.00644594337104361,0.00973117176725808,0.00179966766140828,0.00427620842122806,0.000204477519787117,0.00372326734257996,0.00675277888056512,0.022594501013049,0.00518226603949243,0.000784569605683965,0.00400053929809543,0.0223134532153681,0.010667507854431,0.0286238052796652,0.0042582332266594,0.40850365832997,0.0241445792970677,0.0104660687121543,0.115643587945153,0.00815197072035584,0.000152224780896286,0.231086095266538,0.00314599491295245,"-0.947629807414437","0.443066050355911","0.443066050355911","-1.88181829810429","0.101202277037252","0.101202277037252","0.80603817076581","0.210203476410827","0.210203476410827","-4.89173219638103","0.238357309760127","0.238357309760127","-3.70101780748608","0.390653948657366","0.390653948657366","-0.934188490689849","0.302913619981682","0.302913619981682","-0.141591636648627","0.880301922487908","0.880301922487908","-3.94410238896659","0.250555339861327","0.250555339861327",-2.75338800007164,0.424475723797093,0.424475723797093,"-1.07578012733848","0.19719004563582","0.19719004563582","-3.00991389827674","0.275470933178674","0.275470933178674",-1.8191995093818,0.494674748435194,0.494674748435194,"-4.08569402561522","0.248107110975123","0.248107110975123",-2.89497963672027,0.417310504797457,0.417310504797457,"1.19071438889495","0.499607308695684","0.499607308695684",0.00373918304104006,0.00814046898908019,0.0164657498940309,0.00728600421323437,0.139689473571086,0.0606340714201855,"4-imidazoleacetic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-imidazoleacetic acid"
"10","4-pyridoxic acid",0.00443891028589331,0.00106889604739921,0.00672968778672882,0.00696636457176109,0.00776150082789363,0.00072769135580888,0.0140937853758,0.0144015913060637,0.00272948859290579,0.000495636462285286,0.0109381364387513,0.00600780191332823,0.00317403373871141,0.00149495545903502,0.00847286169107189,0.00743402413837996,0.00457252919100976,0.00968749253931855,0.0125299699539615,0.0104761636057589,0.0060884680963936,0.000564738884715083,0.0160325138110859,0.0126983406808188,"0.76179987569465","0.331857421943026","0.331857421943026","0.737838036819219","0.315355828501175","0.315355828501175","-0.82071608298801","0.272631918290547","0.272631918290547","-0.00987820908523849","0.985399574076311","0.985399574076311","0.0574689251100462","0.935233066943287","0.935233066943287","-0.0239618388754306","0.972607292453104","0.972607292453104","-0.0589162072933604","0.930853721020628","0.930853721020628","-0.771678084779888","0.185539062004575","0.185539062004575",-0.704330950584603,0.397603334519494,0.397603334519494,"-0.082878046168791","0.879238125385215","0.879238125385215","-0.747716245904458","0.129805853243719","0.129805853243719",-0.680369111709173,0.384715758826362,0.384715758826362,"-0.830594292073248","0.0852421924634107","0.0852421924634107",-0.763247157877964,0.337944458247601,0.337944458247601,"0.0673471341952846","0.907925380989799","0.907925380989799",0.00924614221639156,0.00504276585181765,0.00514396875679957,0.00480096467294561,0.00931653882251217,0.00884601536825334,"4-pyridoxic acid","HMDB0000017","C00847","belongs to the class of organic compounds known as pyridinecarboxylic acids. Pyridinecarboxylic acids are compounds containing a pyridine ring bearing a carboxylic acid group.","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","82-82-6",NA,NA,"  8144151",NA,"C00847"," 17405",NA,"4-Pyridoxic acid","4-pyridoxic acid"
