,logFC,level,p,Genus,ord
K00660,-5.43591304956727,depleted,4.36570966538812e-33,K00660,29.5491506824558
K24188,-4.94869169328907,depleted,4.99303405855577e-17,K24188,24.4895494752283
K13066,-4.40823785317437,depleted,8.56170730079872e-21,K13066,19.4325609701593
K17911,-3.95308804703231,depleted,7.1251788055317e-18,K17911,15.6269051075897
K10529,-3.94529110379655,depleted,4.55395710171934e-23,K10529,15.5653218936962
K07192,-3.86028305715271,depleted,1.63793423154918e-12,K07192,14.9017852813403
K22547,-3.6773884421023,depleted,1.66505390334488e-17,K22547,13.5231857541076
K11153,-3.51770737640684,depleted,9.52137442009924e-15,K11153,12.3742651860271
K02711,3.24726402715329,enriched,0.000365272788125129,K02711,10.5447236620438
K05770,3.24017908243603,enriched,1.68371302247558e-08,K05770,10.498760486256
K12133,-3.03659207875208,depleted,1.76152751471377e-51,K12133,9.22089145273987
K02724,-2.97923131872238,depleted,0.000819418756878666,K02724,8.87581925045631
K12930,2.87292681213653,enriched,8.38821183140746e-07,K12930,8.25370846789296
K04124,-2.78093459844031,depleted,2.63347940815713e-06,K04124,7.73359724080239
K10384,-2.76975437970136,depleted,3.29906988056867e-05,K10384,7.67153932387484
K02699,-2.76212674955965,depleted,0.00148183787456723,K02699,7.62934418063298
K13434,2.72471160030647,enriched,6.88725678084629e-06,K13434,7.42405330484464
K00318,2.71818093288323,enriched,4.16668207629747e-15,K00318,7.38850758388994
K17912,-2.7127521319049,depleted,8.37437054385276e-06,K17912,7.35902412915459
K20893,2.71068405698333,enriched,2.24837951059492e-09,K20893,7.34780805678359
K24444,2.6911918083077,enriched,1.65718673814604e-11,K24444,7.24251334910247
K11188,2.62636366328427,enriched,0.00183461707521195,K11188,6.89778609181998
K03147,2.61146753350954,enriched,5.06253199041886e-19,K03147,6.81976267857442
K03564,2.54348330332137,enriched,0.00289202141273323,K03564,6.46930731427461
K20604,2.47623941621402,enriched,4.37836401032227e-16,K20604,6.13176164641195
K01762,2.42941480642488,enriched,3.95189863838427e-11,K01762,5.90205630167643
K13051,2.42905025642292,enriched,1.07521956099507e-13,K13051,5.90028514822827
K13222,2.42336871995848,enriched,3.52774753241185e-10,K13222,5.87271595287321
K14332,-2.42230444120486,depleted,1.72267005305124e-06,K14332,5.86755880588081
K00522,2.41617891267474,enriched,5.96421679818798e-21,K00522,5.8379205380541
K02716,-2.39901073278339,depleted,0.00407306704808862,K02716,5.75525249600992
K05577,2.37641075903901,enriched,0.00214586093186404,K05577,5.64732809567637
K13449,-2.36426686181585,depleted,1.31640116754104e-05,K13449,5.58975779388055
K00224,2.36300929509876,enriched,7.89129724585486e-10,K00224,5.58381292872312
K02552,2.30291536216446,enriched,0.00438860068878263,K02552,5.30341916529306
K12639,-2.29799972640629,depleted,4.16422169933232e-15,K12639,5.28080274256338
K08241,-2.2898985264707,depleted,1.00343520974436e-19,K08241,5.2436352615327
K09840,2.286052277148,enriched,4.72794539369626e-20,K09840,5.22603501385354
K19366,2.28196614120633,enriched,1.05619590532711e-10,K19366,5.20736946961209
K15400,-2.26294501119566,depleted,1.0769241719904e-10,K15400,5.12092012369532
K02712,-2.21269475417616,depleted,0.000542584438245121,K02712,4.89601807515869
K19747,2.19428140002411,enriched,0.00733288392259631,K19747,4.81487086249175
K13366,-2.1663084685649,depleted,0.00991035023012122,K13366,4.69289238097602
K18812,2.16080415034845,enriched,1.22829491285447e-14,K18812,4.66907457616308
