,logFC,level,p,Genus,ord
M00415,4.38153764930388,enriched,3.68058552661594e-09,M00415,19.1978721722673
M00146,-3.93229468806982,depleted,4.38591155767406e-07,M00146,15.4629415138221
M00877,3.72399537266342,enriched,3.55575978133247e-06,M00877,13.8681415356186
M00160,-3.15897785622152,depleted,0.000163137699457771,M00160,9.9791410960979
M00161,-2.6842016387335,depleted,2.68057390871689e-29,M00161,7.2049384373796
M00857,-2.51691524603697,depleted,4.67591370816266e-06,M00857,6.33486235573332
M00836,2.48108417113228,enriched,0.00447314045410313,M00836,6.15577866424314
M00805,2.4129419233546,enriched,2.03801984197016e-15,M00805,5.82228872548217
M00777,2.26252693527062,enriched,7.38366340250715e-06,M00777,5.11902813282504
M00163,-2.10234895349034,depleted,5.60955708092272e-05,M00163,4.41987112224194
M00976,2.09214703634557,enriched,0.000323133605568297,M00976,4.37707922168955
M00065,-1.43183237879295,depleted,1.24389549564706e-17,M00065,2.05014396095988
M00829,1.27306998199909,enriched,5.18029093937206e-06,M00829,1.62070717906716
M00142,1.24052850080645,enriched,1.52414298759625e-08,M00142,1.53891096131311
M00837,1.23207646145844,enriched,2.72493888399786e-10,M00837,1.51801240687996
M00838,1.229564310525,enriched,7.2045435109851e-13,M00838,1.51182839371683
M00850,1.19634194403646,enriched,0.0106431654571024,M00850,1.43123404706094
M00073,-1.12296293796946,depleted,0.000900380275119564,M00073,1.261045760053
M00867,1.07100756030304,enriched,1.82819806726184e-10,M00867,1.14705719422627
M00542,1.00901817957423,enriched,4.89719578827277e-11,M00542,1.0181176867113
M00700,0.988390962660025,enriched,0.00127052425190978,M00700,0.976916695068012
M00660,0.976930459086306,enriched,2.02015998306049e-10,M00660,0.95439312189058
M00074,-0.969668580170741,depleted,0.00443805169561831,M00074,0.94025715537034
M00889,-0.94570544063486,depleted,0.0084047242408501,M00889,0.894358780446376
M00905,0.939685228987327,enriched,1.69242274049891e-06,M00905,0.883008329576965
M00433,-0.907753480739162,depleted,5.13336617263107e-09,M00433,0.824016381794064
M00826,-0.901251076724168,depleted,5.28600873159783e-07,M00826,0.812253503296472
M00833,0.838955445088721,enriched,0.000108739902194745,M00833,0.703846238844014
M00548,-0.779468491782921,depleted,3.42986996520993e-05,M00548,0.607571129682341
M00081,0.750448415572958,enriched,1.29334346959257e-06,M00081,0.563172824435963
M00834,0.67372238479369,enriched,0.00184346748085568,M00834,0.453901851772097
M00830,0.582525273644461,enriched,2.94535280299019e-07,M00830,0.339335694434554
M00862,0.555222337391921,enriched,6.95711272187894e-06,M00862,0.308271843938948
M00918,0.506463463618778,enriched,1.06549838964974e-10,M00918,0.256505239980729
M00879,-0.47805808604478,depleted,8.65436697323698e-09,M00879,0.228539533632798
M00802,0.477011650819633,enriched,0.0103867228691452,M00802,0.227540115017671
M00094,-0.45527204656695,depleted,5.64316277221863e-06,M00094,0.207272636385259
M00903,-0.445576771051364,depleted,0.000128835874048741,M00903,0.19853865890056
M00162,0.393786281697787,enriched,1.07171885302596e-10,M00162,0.155067635653369
M00638,0.387508824769949,enriched,0.000633105848230333,M00638,0.150163089274587
M00066,-0.360296682367703,depleted,0.000110603013768843,M00066,0.129813699325174
M00356,0.339235370451265,enriched,2.28629552998661e-08,M00356,0.115080636565207
M00417,-0.334715610540611,depleted,5.12002906832836e-07,M00417,0.112034539939574
M00085,-0.322424011220029,depleted,0.00897381625818061,M00085,0.103957243011213
M00627,-0.313463107527735,depleted,8.31966699254477e-14,M00627,0.0982591197809442
M00917,0.305807861934848,enriched,0.00765999434609043,M00917,0.0935184484211633
M00174,-0.299067045041719,depleted,9.5995716622176e-08,M00174,0.0894410974299853
M00947,-0.291480996446743,depleted,0.000574019662770524,M00947,0.0849611712895861
M00948,0.280409596258707,enriched,4.61061111064198e-09,M00948,0.0786295416739712
M00898,0.276522296009274,enriched,0.000435315433808207,M00898,0.0764645801902408
M00575,-0.257525791431866,depleted,0.00117475002798504,M00575,0.0663195332526089
M00961,-0.255957254911669,depleted,1.39671983549739e-06,M00961,0.0655141163419171
M00696,-0.245650160314712,depleted,0.0037680581778645,M00696,0.0603440012626439
M00551,-0.244949722531832,depleted,6.81401895668975e-06,M00551,0.0600003665684214
M00861,0.244877665947574,enriched,0.000114281830784725,M00861,0.0599650712799316
M00137,-0.244647368827522,depleted,0.00128360239796742,M00137,0.0598523350742295
M00697,-0.233775089643989,depleted,0.00500327916253004,M00697,0.054650792538055
M00418,-0.219572194417591,depleted,0.00659599467392125,M00418,0.0482119485613566
M00922,-0.215940960906242,depleted,0.00659418805357849,M00922,0.0466304985971112
M00100,0.2138112645533,enriched,2.14767231197078e-05,M00100,0.0457152568498812
M00875,-0.201235472591077,depleted,0.00198904964115521,M00875,0.0404957154289542
M00622,-0.186545305391533,depleted,0.00145075042943647,M00622,0.0347991509636201
M00761,0.184913647359376,enriched,0.00763399449649987,M00761,0.0341930569797476
M00778,0.184458101996975,enriched,0.000768041967755469,M00778,0.0340247913923263
M00528,-0.183852813585649,depleted,0.00168159705500121,M00528,0.0338018570633592
M00827,-0.1767991896818,depleted,0.00430467605161962,M00827,0.031257953472141
M00615,0.17271600546825,enriched,0.00125258891991069,M00615,0.0298308185449087
M00563,0.168498148625187,enriched,1.4899307957688e-07,M00563,0.0283916260901156
M00832,-0.167708338213462,depleted,0.00842809124075833,M00832,0.0281260867063208
M00530,0.161754734713286,enriched,2.52720561802952e-05,M00530,0.0261645942021655
M00531,0.147680914032392,enriched,0.00035298584986751,M00531,0.0218096523694428
M00150,-0.14202349851567,depleted,0.00210432333494046,M00150,0.0201706741306305
M00098,-0.140263347532915,depleted,0.000240796402896293,M00098,0.0196738066611394
M00077,-0.129677719057048,depleted,0.000880127444512544,M00077,0.0168163108198386
M00931,-0.122250618846349,depleted,0.00429003054923368,M00931,0.0149452138083154
M00968,0.11840935191888,enriched,0.00712684753745351,M00968,0.0140207746218491
M00076,-0.112364002483238,depleted,0.00215776640948244,M00076,0.0126256690540531
M00930,-0.110460065057915,depleted,0.000586546425999083,M00930,0.0122014259725987
M00631,-0.110444518318608,depleted,0.000121269570398693,M00631,0.0121979916266292
M00014,-0.101825071122244,depleted,3.6953967587681e-05,M00014,0.01036834510905
M00567,0.0945395228438277,enriched,0.0002334216893587,M00567,0.00893772137953863
M00013,0.091852180623542,enriched,0.000224261813047671,M00013,0.00843682308529979
M00529,0.0901266064247493,enriched,0.00159877111517575,M00529,0.00812280518564166
M00842,-0.0896464715846459,depleted,0.000721791159692112,M00842,0.00803648986757673
M00843,-0.0896464715846459,depleted,0.000721791159692112,M00843,0.00803648986757673
M00061,-0.0889040998231744,depleted,0.00064815376368765,M00061,0.00790393896536896
M00344,-0.0875326139061348,depleted,0.00812868279318242,M00344,0.00766195849724047
M00046,0.0874825800490292,enriched,2.34445573920332e-06,M00046,0.0076532018120348
M00038,-0.085686469243269,depleted,0.00167841426063862,M00038,0.00734217101137768
M00032,-0.0803923821385919,depleted,9.68680365265392e-08,M00032,0.00646293510591739
M00568,-0.079740551146038,depleted,0.00383243632770678,M00568,0.0063585554970739
M00064,-0.0783599826747512,depleted,0.0110292326259163,M00064,0.00614028688478731
M00008,-0.077332123823583,depleted,0.000121412910731948,M00008,0.00598025737506597
M00135,0.0732355944368804,enriched,0.00183550581338448,M00135,0.00536345229252322
M00153,-0.0727927700825433,depleted,0.00164555101508323,M00153,0.00529878737629001
M00114,-0.0718592046957472,depleted,0.0120959430010703,M00114,0.0051637452995053
M00006,-0.0671124344511278,depleted,0.00256826281995744,M00006,0.00450407885795693
M00007,-0.0666560410928699,depleted,1.75602492346494e-06,M00007,0.00444302781417437
M00004,-0.0659186076559816,depleted,3.19395567610786e-05,M00004,0.00434526283530324
M00569,0.0581461796578418,enriched,0.0101066593532845,M00569,0.00338097820880202
M00165,-0.0509342394932156,depleted,1.62960524023929e-06,M00165,0.00259429675275224
M00912,-0.0489970314918842,depleted,0.00174206334308265,M00912,0.0024007090950167
M00565,-0.0464697076351368,depleted,0.00525028946663431,M00565,0.00215943372769509
M00970,-0.0435093178891354,depleted,0.00845999321148534,M00970,0.00189306074317783
M00095,0.0359586118863488,enriched,0.00640403087408035,M00095,0.00129302176879307
